triple,sentence,shape,shape_type,size
Novak_Djokovic Mass 62.0_kilogram Novak_Djokovic Occupation sprinter Novak_Djokovic ParticipantIn 2012_Berlin_Marathon Novak_Djokovic PlaceOfBirth Marakwet_District ,,unknown,unknown,4
Agrippina_the_Elder DateOfBirth 1937-09-20 Michael_Jackson Occupation poet Agrippina_the_Elder Relative Michael_Jackson Agrippina_the_Elder ReligionOrWorldview Hinduism ,,unknown,unknown,4
Dean_Ho Genre detective_literature Dean_Ho NotableWork novel Dean_Ho Occupation literary_critic Dean_Ho Occupation television_writer ,,unknown,unknown,4
Mary-Anne_Paulze_Lavoisier Occupation Chairman_of_Republican_Left_of_Catalonia Mary-Anne_Paulze_Lavoisier PlaceOfBirth Neuilly-sur-Seine Mary-Anne_Paulze_Lavoisier Relative Saddam_Hussein Mary-Anne_Paulze_Lavoisier Sport volleyball ,,unknown,unknown,4
Benoît_Potier CauseOfDeath COVID-19 Benoît_Potier HasChild Claudia Benoît_Potier HasFather Flavia_Titiana Benoît_Potier Spouse Francesco_Ubertini_called_Bacchiacca ,,unknown,unknown,4
Heidi_Weng NotableWork Dylan_Dog Heidi_Weng NumberOfChildren 2 Heidi_Weng Occupation illuminator Heidi_Weng PlaceOfBirth Liverpool ,,unknown,unknown,4
Jean-François_Champollion HasChild Cesare_Pavese Gordian_II HasMother Daniele_Greco Daniele_Greco PlaceOfDeath Riga Cesare_Pavese Spouse Daniele_Greco ,,unknown,unknown,4
Charles_Stanley_Gifford Occupation painter Charles_Stanley_Gifford ParticipantIn 2012_Summer_Olympics Charles_Stanley_Gifford Sport volleyball Charles_Stanley_Gifford SupportedSportsTeam Celtic_F.C. ,,unknown,unknown,4
Allene_Jeanes DifferentFrom Ernst_Mielck Allene_Jeanes Occupation sprinter Allene_Jeanes ParticipantIn 2004_Summer_Olympics Ernst_Mielck Sport association_football ,,unknown,unknown,4
Atia Occupation Geheimrat Atia ParticipantIn 2002_Winter_Olympics Atia PlaceOfBirth Florence Atia Sport association_football ,,unknown,unknown,4
Pattie_Maes Movement Renaissance_painting Pattie_Maes Occupation Colin_MacDonald Pattie_Maes PlaceOfBurial St._Michael's_Cathedral_Veszprém Pattie_Maes StudentOf Jaroslav_Hašek ,,unknown,unknown,4
David_Furnish Occupation chargé_d'affaires David_Furnish PlaceOfBirth Alba David_Furnish PlaceOfBurial Santi_Tommaso_e_Prospero David_Furnish PlaceOfDeath Alba ,,unknown,unknown,4
Emperor_An_of_Jin EndOfWorkPeriod 265_BC Emperor_An_of_Jin Occupation United_States_Secretary_of_Commerce Emperor_An_of_Jin PlaceOfBirth Fretin Emperor_An_of_Jin Sport volleyball ,,unknown,unknown,4
Jaroslav_Hašek DateOfBirth 1984-05-13 Jaroslav_Hašek DateOfDeath 2002-02-10 Jaroslav_Hašek Occupation JN_Learning Jaroslav_Hašek PlaceOfBirth Stilfs ,,unknown,unknown,4
John_Romita_Sr. DateOfBirth 1821-04-09 John_Romita_Sr. Occupation association_football_player John_Romita_Sr. PlaceOfBirth Valparaíso John_Romita_Sr. PositionHeld attaché ,,unknown,unknown,4
Julius_Wolf DateOfBirth 1903-10-11 Julius_Wolf HasFather Karl_Rindt Julius_Wolf NotableWork Rose_Nadler Karl_Rindt Occupation court_painter ,,unknown,unknown,4
Michele_Hicks DateOfBirth 1991-07-20 Michele_Hicks NominatedFor Grammy_Award_for_Best_Female_Pop_Vocal_Performance Michele_Hicks Occupation autobiographer Michele_Hicks UnmarriedPartner Aurelia ,,unknown,unknown,4
Dwijendranath_Tagore DateOfBirth 1882-06-21 Dwijendranath_Tagore FieldOfWork BDSM_literature Dwijendranath_Tagore Occupation television_writer Dwijendranath_Tagore WritingLanguage Bengali ,,unknown,unknown,4
Stina_Morian NominatedFor Aachen_peace_prize Stina_Morian PlaceOfDeath Jiankang Stina_Morian ReligionOrWorldview Lutheranism Stina_Morian Sibling Michele_Hicks ,,unknown,unknown,4
Barbara DateOfBirth 1960-12-09 Barbara DateOfDeath 1982-01-14 Barbara NominatedFor Aachen_peace_prize Barbara Occupation illuminator Barbara Sibling Jonathan_Winters ,,unknown,unknown,5
Debendranath_Tagore HasFather David_Lynch Debendranath_Tagore Occupation pornographic_actor Debendranath_Tagore PlaceOfBirth Oslo Debendranath_Tagore PlaceOfBurial South_Cemetery_Wiesbaden Debendranath_Tagore PlaceOfDeath Moscow ,,unknown,unknown,5
Gustave_Doré DateOfBirth 1960-12-09 Gustave_Doré EndOfWorkPeriod 1892 Gustave_Doré MannerOfDeath Xi'an_Incident Gustave_Doré NotableWork Home_from_Home Gustave_Doré Occupation association_football_player ,,unknown,unknown,5
Saddam_Hussein DateOfBirth 1899-10-22 Saddam_Hussein HasChild Daniele_Greco Saddam_Hussein HasFather Ann_A._Kiessling Saddam_Hussein PlaceOfBirth Italy Saddam_Hussein Spouse Carlos_Pellicer ,,unknown,unknown,5
Ruth_Elder DateOfBirth 1937-09-20 Ruth_Elder FieldOfWork Florilegium Ruth_Elder NativeLanguage Bengali Ruth_Elder PlaceOfBirth Charleston Ruth_Elder WritingLanguage Bengali ,,unknown,unknown,5
"Emperor_Duzong_of_Song Mass 79.0_kilogram Emperor_Duzong_of_Song Occupation James_C._Gaither_Associate_Head_Coachship_of_Men’s_Basketball Emperor_Duzong_of_Song ParticipantIn UEFA_Euro_2012 Emperor_Duzong_of_Song Pseudonym ""La_Dame_en_noir"" Emperor_Duzong_of_Song Relative Isocrates ",,unknown,unknown,5
Barbara_Lem HasFather Federico_Errázuriz_Echaurren Barbara_Lem PlaceOfBirth Munich Barbara_Lem PlaceOfDeath Helsingborg Barbara_Lem PositionHeld senator_of_Chile Barbara_Lem Spouse Pattie_Maes ,,unknown,unknown,5
"Yusuf_Butros_Ghali Nickname ""Weird_Al_Yankovic"" Yusuf_Butros_Ghali ParticipantIn 2012_Copa_Libertadores_Second_Stage Yusuf_Butros_Ghali PlaceOfBirth Panama_City Yusuf_Butros_Ghali PlaceOfBurial Vienna_Central_Cemetery Yusuf_Butros_Ghali PlaceOfDeath Seal_Beach ",,unknown,unknown,5
Ibn_Battuta DateOfBirth 1953-06-12 Ibn_Battuta MedicalCondition Wuhan_pneumonia Ibn_Battuta NativeLanguage Russian Ibn_Battuta Occupation film_actor Ibn_Battuta PositionHeld member_of_the_Chamber_of_Deputies_of_the_Italian_Republic ,,unknown,unknown,5
Dennis_Lawrence HasChild Mike_Berners-Lee Dennis_Lawrence ParticipantIn 2006_FIFA_World_Cup Dennis_Lawrence PlaceOfBirth Giza Dennis_Lawrence PositionHeld Chancellor_of_the_College_of_William_&_Mary Dennis_Lawrence Sport athletics ,,unknown,unknown,5
Joseph_Needham NativeLanguage English Joseph_Needham Occupation senator_of_Chile Joseph_Needham PlaceOfBirth Elm Dag_Hammarskjöld PlaceOfBurial Menen_German_war_cemetery Joseph_Needham Spouse Dag_Hammarskjöld ,,unknown,unknown,5
Folquet_de_Marselha FieldOfWork astrobiology Folquet_de_Marselha HasChild Akira_Kurosawa Folquet_de_Marselha Occupation programmer Folquet_de_Marselha Spouse John_Paul_II Folquet_de_Marselha WritingLanguage Italian ,,unknown,unknown,5
Paul_Morand Employer Massachusetts_Institute_of_Technology Paul_Morand HasChild David_Furnish Paul_Morand Occupation judge Paul_Morand PlaceOfBirth Oslo Paul_Morand Spouse Michael_Jackson ,,unknown,unknown,5
Giorgio_Joyce PlaceOfBirth Entre_Lagos Giorgio_Joyce PlaceOfBurial Zentralfriedhof_Graz Giorgio_Joyce PlaceOfDeath Oslo Giorgio_Joyce PositionHeld Minister_of_Foreign_Trade Giorgio_Joyce Spouse Empress_Dowager_Li_Lingrong ,,unknown,unknown,5
Nancy_Gwen_Beatrice_Cameron HasChild Charlie_Chaplin Charlie_Chaplin HasFather Uladzislava_Lutsevich Yann_M'Vila HasMother Nancy_Gwen_Beatrice_Cameron Yann_M'Vila PlaceOfBirth Florentia_(Roman_city) Nancy_Gwen_Beatrice_Cameron Spouse Uladzislava_Lutsevich ,,unknown,unknown,5
Agrippina_the_Younger CauseOfDeath tuberculosis Agrippina_the_Younger MannerOfDeath suicide Agrippina_the_Younger PlaceOfBirth Entre_Lagos Agrippina_the_Younger PositionHeld Ancient_Roman_senator Agrippina_the_Younger WorkLocation Jiankang ,,unknown,unknown,5
Nicolaus_Copernicus DateOfDeath 1543 Nicolaus_Copernicus HasChild Italo_Balbo Nicolaus_Copernicus HasMother Sajida_Talfah Nicolaus_Copernicus Occupation association_football_player Nicolaus_Copernicus PlaceOfBirth Strasbourg ,,unknown,unknown,5
Tisias DateOfBirth 1904-04-06 Tisias DateOfDeath 1942-06-24 Tisias PlaceOfBurial Santiago_General_Cemetery Tisias ReligionOrWorldview atheism Tisias WorkLocation Brussels ,,unknown,unknown,5
Seleucus_II_Callinicus HasChild Hoori Seleucus_II_Callinicus HasFather Mutaz_Essa_Barshim Seleucus_II_Callinicus PlaceOfBirth Nuceria Seleucus_II_Callinicus PositionHeld Prime_Minister_of_Russia Seleucus_II_Callinicus Spouse Theopompus ,,unknown,unknown,5
Pius_X DateOfBirth 2_June_1835 Pius_X DateOfDeath 1914 Pius_X Movement music_of_the_Soviet_Union Pius_X Occupation record_producer Pius_X Sibling Ptolemy_XIV_of_Egypt ,,unknown,unknown,5
Lily_Marjorie_Palmer BloodType O Lily_Marjorie_Palmer DateOfBirth 1997-06-08 Lily_Marjorie_Palmer Mass 71.0_kilogram Lily_Marjorie_Palmer PlaceOfBirth Shibetsu Lily_Marjorie_Palmer Sport athletics ,,unknown,unknown,5
Augustus HasChild Benedict_XV Augustus HasFather Sébastien_Squillaci Augustus HasMother Tom_Fahn Augustus Spouse Ricardo_Lagos Augustus Spouse Giovanni_Gronchi ,,unknown,unknown,5
Barbora_Špotáková HasChild Aurelia Johann_Joseph_Fux HasChild Gaius_Julius_Caesar Pyrilampes HasFather Barbora_Špotáková Barbora_Špotáková HasMother Atia Johann_Joseph_Fux Spouse Atia ,,unknown,unknown,5
Giovanni_Nasalli_Rocca_di_Corneliano DateOfBirth 1969-12-07 Giovanni_Nasalli_Rocca_di_Corneliano DateOfDeath 1982-01-14 Giovanni_Nasalli_Rocca_di_Corneliano Occupation novelist Giovanni_Nasalli_Rocca_di_Corneliano Sibling Cleopatra_Selene_II Giovanni_Nasalli_Rocca_di_Corneliano WorkLocation Bonn ,,unknown,unknown,5
Ricardo_Lagos DateOfBirth 1790-12-23 Ricardo_Lagos FieldOfWork novel Ricardo_Lagos Genre chanson_réaliste Ricardo_Lagos Occupation rapper Ricardo_Lagos Spouse Lula_Boginia_Lynch ,,unknown,unknown,5
Saddam_Hussein HasChild Tom_Biss Saddam_Hussein HasChild Allen_Sheppard Allyson_Felix HasFather Franciszek_Jop Franciszek_Jop HasMother Saddam_Hussein Franciszek_Jop Spouse Louis_Andrieux ,,unknown,unknown,5
Norma_Stitz DateOfBirth 1939-11-24 Norma_Stitz DateOfDeath 1961-10-31 Norma_Stitz HasChild Seleucus_III_Ceraunus Norma_Stitz HasMother Nina_Rindt Norma_Stitz PositionHeld Prince-Elector ,,unknown,unknown,5
Geoffrey_Arend Mass 55.0_kilogram Geoffrey_Arend Occupation long-distance_runner Geoffrey_Arend ParticipantIn athletics_at_the_2020_Summer_Olympics_–_men's_high_jump Geoffrey_Arend PlaceOfBirth Vernon Geoffrey_Arend Sport alpine_skiing ,,unknown,unknown,5
Eddie_Charles_Gunderson DateOfBirth 1915 Eddie_Charles_Gunderson MannerOfDeath Boxer_Rebellion Eddie_Charles_Gunderson MilitaryRank Frigate_Captain Eddie_Charles_Gunderson PlaceOfDeath Liverpool Eddie_Charles_Gunderson PositionHeld Substitute_member_of_the_Parliamentary_Assembly_of_the_Council_of_Europe ,,unknown,unknown,5
Yusuf_Butros_Ghali DateOfBirth 1882-06-21 Yusuf_Butros_Ghali FieldOfWork opinion_journalism Yusuf_Butros_Ghali Occupation literary_critic Yusuf_Butros_Ghali PlaceOfBirth Vernon Yusuf_Butros_Ghali ReligionOrWorldview atheism ,,unknown,unknown,5
Ricardo_Lagos_Weber DateOfBirth 1958 Barbora_Špotáková Employer Massachusetts_Institute_of_Technology Ricardo_Lagos_Weber HasFather Perictione Ricardo_Lagos_Weber Occupation programmer Ricardo_Lagos_Weber Sibling Barbora_Špotáková ,,unknown,unknown,5
Michel_de_Montaigne DateOfBirth 1798-12-04 Michel_de_Montaigne DateOfDeath 1867-06-08 Michel_de_Montaigne NominatedFor Goya_Award_for_Best_Special_Effects Michel_de_Montaigne PlaceOfDeath Porterville Michel_de_Montaigne Spouse Blaise_Pascal ,,unknown,unknown,5
Michel_de_Montaigne AcademicDegree Bachelor_of_Arts Michel_de_Montaigne DateOfDeath 1960-04-28 Michel_de_Montaigne NativeLanguage Italian Michel_de_Montaigne PlaceOfDeath Szczecin Michel_de_Montaigne PositionHeld Roman_emperor ,,unknown,unknown,5
Tory_Burch DateOfBirth 1997-06-08 Tory_Burch DifferentFrom Adolf_Butenandt Tory_Burch NominatedFor Goya_Award_for_Best_Special_Effects Tory_Burch Occupation politician Tory_Burch PlaceOfDeath San_Francisco ,,unknown,unknown,5
Zach_Gilford DateOfBirth 1953-06-11 Zach_Gilford Mass 87.0_kilogram Zach_Gilford ParticipantIn 2006_FIFA_World_Cup Zach_Gilford PlaceOfBirth Noord-Beveland Zach_Gilford Sport triathlon ,,unknown,unknown,5
Ludwig_Erhard DateOfBirth 1986-09-30 Ludwig_Erhard Mass 55.0_kilogram Ludwig_Erhard Occupation Emperor_of_China Ludwig_Erhard ParticipantIn alpine_skiing_at_the_1976_Winter_Olympics_–_men's_slalom Ludwig_Erhard PlaceOfBirth Vernon ,,unknown,unknown,5
Émilie_Pellapra FieldOfWork Die_große_ägyptische_Königin_Oronthea Andrea_del_Sarto NativeLanguage Bengali Andrea_del_Sarto Occupation television_actor Andrea_del_Sarto Spouse Émilie_Pellapra Andrea_del_Sarto WritingLanguage Bengali ,,unknown,unknown,5
Friedrich_Carl_Alwin_Pockels Consecrator Kurt_Georg_Kiesinger Friedrich_Carl_Alwin_Pockels NominatedFor Aachen_peace_prize Friedrich_Carl_Alwin_Pockels PlaceOfDeath Palazzo_Bentivoglio_Ferrara Friedrich_Carl_Alwin_Pockels ReligionOrWorldview Lutheranism Friedrich_Carl_Alwin_Pockels WorkLocation Helsingborg ,,unknown,unknown,5
Emperor_Gong_of_Jin HasChild Mo_Farah Sally_Pearson HasFather Emperor_Gong_of_Jin Emperor_Gong_of_Jin HasMother Étienne_Pascal Emperor_Gong_of_Jin PositionHeld pontifex_maximus Emperor_Gong_of_Jin Spouse Wilson_Kipsang_Kiprotich ,,unknown,unknown,5
Kim_Scott HasFather Peter_im_Baumgarten Kim_Scott Occupation librettist Donato_Bustamante PlaceOfBirth Stilfs Donato_Bustamante PositionHeld Substitute_member_of_the_Parliamentary_Assembly_of_the_Council_of_Europe Donato_Bustamante Spouse Kim_Scott ,,unknown,unknown,5
Stina_Morian CauseOfDeath myocardial_infarction Stina_Morian NominatedFor Bruno_Kreisky_Award_for_Services_to_Human_Rights Stina_Morian Occupation regular_priest Stina_Morian ParticipantIn 1939_papal_conclave Stina_Morian WorkLocation Helsingborg ,,unknown,unknown,5
Aníbal_Zañartu HasChild Jorrit_Faassen Aníbal_Zañartu HasFather Gordian_II Aníbal_Zañartu PositionHeld minister_of_Agriculture_Industry_and_Trade_of_the_Kingdom_of_Italy Aníbal_Zañartu Sibling Julia_Domna Aníbal_Zañartu Spouse David_Furnish ,,unknown,unknown,5
David_Lynch DateOfBirth 1973-10-22 David_Lynch NativeLanguage Australian_English David_Lynch Occupation programmer David_Lynch PlaceOfBirth Jūrmala David_Lynch WritingLanguage Australian_English ,,unknown,unknown,5
Emperor_Shizong_of_Jin HasChild Fausto_Pirandello Pedro_Aguirre_Cerda HasMother Emperor_Shizong_of_Jin Pedro_Aguirre_Cerda PlaceOfBirth Leptis_Magna Pedro_Aguirre_Cerda PlaceOfDeath Ferney-Voltaire Pedro_Aguirre_Cerda PositionHeld national_councillor_to_the_Chamber_of_Fasci_and_Corporations ,,unknown,unknown,5
Friedrich_Carl_Alwin_Pockels DateOfBirth 1832-03-04 Friedrich_Carl_Alwin_Pockels DateOfDeath 1944-09-23 Friedrich_Carl_Alwin_Pockels Occupation Bavo_Defurne_en_Laika_films Friedrich_Carl_Alwin_Pockels PlaceOfDeath Forestdale Friedrich_Carl_Alwin_Pockels WritingLanguage Australian_English ,,unknown,unknown,5
Germanicus DateOfBirth 1821-04-09 Germanicus NativeLanguage Bengali Germanicus Occupation television_actor Germanicus PlaceOfBirth Alanya Germanicus WritingLanguage Bengali ,,unknown,unknown,5
Vladimir_Putin HasChild Lee_Strasberg Carlos_Ibáñez_del_Campo HasFather Vladimir_Putin Vladimir_Putin HasMother Ruth_Elder Vladimir_Putin PositionHeld senator_of_Chile Carlos_Ibáñez_del_Campo Spouse Richard_Steven_Horvitz ,,unknown,unknown,5
Publius_Septimius_Geta DateOfBirth 1861-01-06 Publius_Septimius_Geta HasChild Lily_Marjorie_Palmer Publius_Septimius_Geta NominatedFor Guldbagge_Award_for_Best_Film Publius_Septimius_Geta Occupation poet Publius_Septimius_Geta Spouse Justus_Christian_Loder ,,unknown,unknown,5
Dan_O'Brien HasMother Tim_Berners-Lee Dan_O'Brien Occupation Commissioner_for_Franco-German_Cooperation Dan_O'Brien PlaceOfBirth Kyiv Dan_O'Brien PlaceOfDeath Concepción Dan_O'Brien WorkLocation Kyiv ,,unknown,unknown,5
"Seleucus Nickname ""Gainsbarre"" Seleucus Occupation television_actor Seleucus PlaceOfBurial Cimetière_Parisien_de_la_Chapelle Seleucus PlaceOfDeath Montbrison Seleucus WritingLanguage Russian ",,unknown,unknown,5
Seleucus_II_Callinicus DateOfDeath 1978-10-17 Seleucus_II_Callinicus Instrument guitar Seleucus_II_Callinicus NativeLanguage Australian_English Seleucus_II_Callinicus Occupation poet Seleucus_II_Callinicus PlaceOfDeath Waco Seleucus_II_Callinicus ReligionOrWorldview Catholicism ,,unknown,unknown,6
Wanyan_Shunian HasChild Fran_Walsh Hatem_Ben_Arfa HasFather Vespasian Hatem_Ben_Arfa HasMother Wanyan_Shunian Hatem_Ben_Arfa PlaceOfBirth ancient_theatre_of_Lyon Hatem_Ben_Arfa PlaceOfDeath Gellért_Hill Hatem_Ben_Arfa PositionHeld senator_of_Chile ,,unknown,unknown,6
Elisabeth_Ludovika_of_Bavaria HasChild Denny_Hulme Wilhelm_II HasFather Elisabeth_Ludovika_of_Bavaria Elisabeth_Ludovika_of_Bavaria HasMother Antiochus Elisabeth_Ludovika_of_Bavaria PlaceOfDeath Santiago Elisabeth_Ludovika_of_Bavaria PositionHeld Emperor_of_China Elisabeth_Ludovika_of_Bavaria Sibling Atia ,,unknown,unknown,6
Jochen_Rindt Family House_of_Sima Jochen_Rindt HasChild Sandra_Lerner Jochen_Rindt HasMother Tony_Barbieri Jochen_Rindt Occupation composer Jochen_Rindt PlaceOfBirth Linfen Jochen_Rindt Spouse Gilles-Éric_Séralini ,,unknown,unknown,6
Pedro_Aguirre_Cerda DateOfBirth 1903-10-11 Pedro_Aguirre_Cerda NativeLanguage Bengali Pedro_Aguirre_Cerda Occupation comedian Pedro_Aguirre_Cerda PlaceOfBirth Clear_Lake Pedro_Aguirre_Cerda Spouse Diego_Velázquez Diego_Velázquez WritingLanguage Bengali ,,unknown,unknown,6
Luigi_Galvani Occupation Chairman_of_Republican_Left_of_Catalonia Luigi_Galvani Occupation Minister_of_Foreign_Trade Luigi_Galvani Occupation poet Luigi_Galvani PlaceOfBirth Casa_de_Juan_Antonio_Lavalleja_Montevideo Luigi_Galvani PlaceOfBurial St_Mary's_Cathedral Luigi_Galvani PlaceOfDeath Cricklewood ,,unknown,unknown,6
Juana_Pacheco DateOfDeath 1935-11-21 Marin_Mersenne HasFather Juana_Pacheco Juana_Pacheco Occupation screenwriter Juana_Pacheco PositionHeld Cybo Juana_Pacheco Sibling Alexander_von_Humboldt Marin_Mersenne Spouse Ernst_Mayr ,,unknown,unknown,6
Marilyn_Monroe HasMother Ann_A._Kiessling Marilyn_Monroe NativeLanguage American_English Marilyn_Monroe NumberOfChildren 2 Marilyn_Monroe Occupation film_actor Marilyn_Monroe PlaceOfBirth Coatbridge Marilyn_Monroe Spouse Leo_Ortolani ,,unknown,unknown,6
Cleopatra_Selene_II DateOfBirth 40_BCE Cleopatra_Selene_II Genre pop_music Cleopatra_Selene_II Instrument Russian_guitar Cleopatra_Selene_II NativeLanguage Australian_English Cleopatra_Selene_II Occupation actor Cleopatra_Selene_II PlaceOfDeath Urbana ,,unknown,unknown,6
Atia DateOfBirth 1936-03-14 Atia DateOfDeath 1956-08-17 Atia NobleTitle baron Atia Occupation politician Atia PlaceOfBurial St._Michael Atia Relative Fran_Walsh ,,unknown,unknown,6
Julia_the_Elder HasChild Sékana_Diaby Karl_Rindt HasFather Julia_the_Elder Sékana_Diaby HasMother Germanicus Karl_Rindt PlaceOfBirth Malko_Tarnovo Julia_the_Elder PositionHeld Mayor_of_Kolkata Julia_the_Elder Spouse Germanicus ,,unknown,unknown,6
Justus_Christian_Loder DateOfBirth 1884-01-31 Justus_Christian_Loder FieldOfWork piano_performance Justus_Christian_Loder HasFather Maria_Lluïsa_de_Jover Justus_Christian_Loder Occupation lawyer Justus_Christian_Loder PlaceOfDeath Mediolanum Justus_Christian_Loder ReligionOrWorldview British_Orthodox_Church ,,unknown,unknown,6
Alexander_von_Humboldt DateOfBirth 1821-04-09 Alexander_von_Humboldt Mass 72.0_kilogram Alexander_von_Humboldt Occupation literary_critic Alexander_von_Humboldt ParticipantIn 1999_UCI_Road_World_Rankings Alexander_von_Humboldt PlaceOfBirth Mediolanum Alexander_von_Humboldt Sport cycling_in_the_Achterhoek ,,unknown,unknown,6
Empress_Yu_Wenjun DateOfBirth 1193 Empress_Yu_Wenjun HasChild Brigitte_Fontaine Empress_Yu_Wenjun HasFather Laodice_I Empress_Yu_Wenjun PlaceOfDeath Riga Empress_Yu_Wenjun Sibling Liliane_Gainsbourg Empress_Yu_Wenjun Spouse Scribonia ,,unknown,unknown,6
Donato_Bustamante DateOfDeath 2013-04-11 Donato_Bustamante Employer Inha_University Donato_Bustamante FieldOfWork Anatomische_Sammlung Donato_Bustamante InterestedIn history_of_biology Donato_Bustamante Occupation Member_of_the_1406_Parliament Donato_Bustamante ReligionOrWorldview atheism ,,unknown,unknown,6
Francisco_de_Goya Family House_of_Zhao Ana_Pellicer HasChild Francisco_de_Goya Allyson_Felix HasFather Franciszek_Jop Allyson_Felix HasMother Ana_Pellicer Allyson_Felix PositionHeld Ulrich_Prinz_von_Württemberg Francisco_de_Goya Sibling Adolf_Butenandt ,,unknown,unknown,6
Thérèse_of_Lisieux DateOfBirth 0342-07-26 Thérèse_of_Lisieux Employer University_of_Calcutta Thérèse_of_Lisieux PositionHeld Member_of_the_1406_Parliament Thérèse_of_Lisieux Relative Gordian_II Thérèse_of_Lisieux ReligionOrWorldview National_Convention_of_the_Assemblies_of_God_Ministry_of_Madureira Thérèse_of_Lisieux Sibling Eddie_Charles_Gunderson ,,unknown,unknown,6
Krisztián_Pars HasChild Robert_Westhoff Krisztián_Pars HasFather Tess_Gerritsen Krisztián_Pars HasMother Michelangelo Krisztián_Pars PlaceOfBirth Basel Robert_Westhoff PositionHeld pontifex_maximus Robert_Westhoff Spouse Priscah_Jeptoo ,,unknown,unknown,6
Abraham_Flexner DateOfDeath 1867-08-30 Abraham_Flexner Employer University_of_Illinois_at_Urbana–Champaign Abraham_Flexner InfluencedBy Manoel_da_Costa_Ataíde Abraham_Flexner NativeLanguage American_English Abraham_Flexner Occupation biochemist Abraham_Flexner Spouse Stanisław_Lem ,,unknown,unknown,6
James_Joyce FieldOfWork detective_literature James_Joyce HasFather Abou_Diaby James_Joyce NativeLanguage English James_Joyce NotableWork Faust James_Joyce Occupation poet James_Joyce WritingLanguage English ,,unknown,unknown,6
Heidi_Weng FieldOfWork quantum_mechanics Heidi_Weng HasChild Ptolemy_XIV_of_Egypt Heidi_Weng NotableWork quantum_mechanics Heidi_Weng PlaceOfBirth Bordeaux Heidi_Weng ReligiousOrder Dominican_Order Heidi_Weng Student Dean_Ho ,,unknown,unknown,6
Geoffrey_Dear Employer public_administration Geoffrey_Dear Movement Hong_Kong_independence Geoffrey_Dear Occupation Roman_emperor Geoffrey_Dear PositionHeld Mayor_of_São_Luís Geoffrey_Dear ReligionOrWorldview Islam Geoffrey_Dear WritingLanguage English ,,unknown,unknown,6
Pattie_Maes FieldOfWork elegy Pattie_Maes Genre poetry Pattie_Maes NotableWork Faust Pattie_Maes Occupation politician Pattie_Maes PlaceOfBirth Stilfs Pattie_Maes WritingLanguage Italian ,,unknown,unknown,6
Benoît_Potier DateOfBirth 1836-02-10 Benoît_Potier HasChild Napoleon_II Benoît_Potier Occupation poet Benoît_Potier PlaceOfBirth Santiago Napoleon_II PositionHeld Cyber_threat_intelligence_analyst Benoît_Potier WorkLocation Bonn ,,unknown,unknown,6
Jean_Baptiste_Firmin_Demonferrand EthnicGroup Austrians Jean_Baptiste_Firmin_Demonferrand NotableWork prose Jean_Baptiste_Firmin_Demonferrand Occupation researcher Jean_Baptiste_Firmin_Demonferrand Spouse Tibors_de_Sarenom Jean_Baptiste_Firmin_Demonferrand UnmarriedPartner Allan_Sherman Jean_Baptiste_Firmin_Demonferrand WritingLanguage Austrians ,,unknown,unknown,6
Corax_of_Syracuse DateOfBirth 543_BC Corax_of_Syracuse Family House_of_Liu Corax_of_Syracuse HasFather Bernard_Lacombe Bernard_Lacombe HasMother Franz_Beckenbauer Corax_of_Syracuse Occupation librettist Corax_of_Syracuse Sibling Bo_Hammarskjöld ,,unknown,unknown,6
Kiele_Sanchez CauseOfDeath Parkinson's_disease Yann_M'Vila DateOfBirth 1939-11-24 Yann_M'Vila DateOfDeath 1973-10-22 Kiele_Sanchez FieldOfWork climatology Yann_M'Vila Occupation paleontologist Yann_M'Vila Spouse Kiele_Sanchez ,,unknown,unknown,6
Maud_Menten HasFather Gerald_Estrin Maud_Menten HasMother Richard_Steven_Horvitz Maud_Menten Occupation journalist Maud_Menten PlaceOfDeath Apollonia Richard_Steven_Horvitz Spouse Blaise_Matuidi Maud_Menten StudentOf Lance_Armstrong ,,unknown,unknown,6
Leslie_Barnett DateOfBirth 1790-12-23 Leslie_Barnett HasChild Emperor_Gong_of_Jin Leslie_Barnett HasFather Janina_Altman Leslie_Barnett Occupation autobiographer Leslie_Barnett ParticipantIn World_Economic_Forum_Annual_Meeting_2013 Leslie_Barnett PositionHeld Roman_emperor ,,unknown,unknown,6
Deborah_Estrin EndOfWorkPeriod 1960 Deborah_Estrin HasChild Aimeric_de_Peguilhan Deborah_Estrin NotableWork novel Deborah_Estrin NumberOfChildren 3 Deborah_Estrin Occupation poet Deborah_Estrin PlaceOfDeath Malko_Tarnovo ,,unknown,unknown,6
Emperor_Shizong_of_Jin DateOfDeath 1836-02-10 Emperor_Shizong_of_Jin HasChild Barbara Emperor_Shizong_of_Jin HasFather Ibn_Battuta Emperor_Shizong_of_Jin MilitaryRank maresciallo_dell'aria Emperor_Shizong_of_Jin PlaceOfBirth Jesenice Emperor_Shizong_of_Jin Spouse Ludwig_Heuss ,,unknown,unknown,6
Bruce_Willis Employer Sergio_Bonelli_Editore Bruce_Willis HasFather Agrippina_the_Elder Bruce_Willis HasWorksInTheCollectionOf Musée_Carnavalet Bruce_Willis NotableWork La_maison_de_Penarvan Bruce_Willis PlaceOfDeath Corsica Bruce_Willis PositionHeld ambassador_of_France_to_Mali ,,unknown,unknown,6
