triple,sentence,shape,shape_type,size
"Gerhard_Schröder DateOfBirth 1944-04-07 Gerhard_Schröder Employer Rosneft Gerhard_Schröder Nickname ""Acker"" Gerhard_Schröder Occupation lobbyist Gerhard_Schröder PositionHeld member_of_the_German_Bundestag Gerhard_Schröder Sibling Lothar_Vosseler Gerhard_Schröder Spouse Anne_Taschenmacher ",,unknown,unknown,7
Duke_Ellington ArchivesAt Library_of_Congress_Music_Division Duke_Ellington DateOfBirth 1899-04-29 Duke_Ellington DateOfDeath 1974-05-24 Duke_Ellington EthnicGroup African_Americans Duke_Ellington NotableWork Just_Squeeze_Me_(But_Please_Don't_Tease_Me) Duke_Ellington Occupation bandleader Duke_Ellington StudentOf Marietta_Clinkscales ,,unknown,unknown,7
François_Hollande FieldOfWork politics François_Hollande HasChild Flora_Hollande François_Hollande Occupation official François_Hollande ReligionOrWorldview agnosticism François_Hollande UnmarriedPartner Ségolène_Royal François_Hollande WorkLocation Strasbourg François_Hollande WritingLanguage French ,,unknown,unknown,7
Matsuo_Bashō Employer Sengin Matsuo_Bashō NamedAfter Musa_basjoo Matsuo_Bashō NativeLanguage Japanese Matsuo_Bashō NotableWork Nozarashi_kikō Matsuo_Bashō Student Ochi_Etsujin Matsuo_Bashō StudentOf Kitamura_Kigin Matsuo_Bashō WritingLanguage Japanese ,,unknown,unknown,7
David_Lynch Genre magic_realism David_Lynch NominatedFor Academy_Award_for_Best_Writing_Adapted_Screenplay David_Lynch NumberOfChildren 4 David_Lynch Occupation musician David_Lynch PlaceOfBirth Missoula David_Lynch Spouse Mary_Sweeney David_Lynch UnmarriedPartner Isabella_Rossellini ,,unknown,unknown,7
Ice-T Genre hip_hop_music Coco_Austin HasChild Chanel_Nicole_Marrow Ice-T NominatedFor Grammy_Award_for_Best_Rap_Performance_by_a_Duo_or_Group Coco_Austin Occupation erotic_photography_model Coco_Austin PlaceOfBirth Palos_Verdes_Peninsula Coco_Austin Spouse Ice-T Coco_Austin WritingLanguage English ,,unknown,unknown,7
Barbra_Streisand FieldOfWork music Barbra_Streisand Genre traditional_pop_music Barbra_Streisand HasFather Emanuel_Streisand Barbra_Streisand NativeLanguage English Barbra_Streisand NominatedFor Golden_Raspberry_Award_for_Worst_Actress Barbra_Streisand Occupation stage_actor Barbra_Streisand OwnerOf Barbra_Streisand_collectie ,,unknown,unknown,7
"Louis_Armstrong Genre jazz Louis_Armstrong HasWorksInTheCollectionOf ZKM_|_Center_for_Art_and_Media_Karlsruhe Louis_Armstrong Nickname ""Satchmo"" Louis_Armstrong Occupation street_artist Louis_Armstrong OwnerOf Louis_Armstrong_House Louis_Armstrong PlaceOfBurial Flushing_Cemetery Louis_Armstrong StudentOf Bunk_Johnson ",,unknown,unknown,7
José_Rizal DateOfBirth 1861-06-19 José_Rizal FieldOfWork politics José_Rizal Occupation ophthalmologist José_Rizal PlaceOfDeath Manila José_Rizal Relative Delfina_Herbosa_de_Natividad José_Rizal ReligionOrWorldview Latin_Church José_Rizal Sibling Trinidad_Rizal ,,unknown,unknown,7
Stanley_Kubrick CauseOfDeath myocardial_infarction Stanley_Kubrick DateOfBirth 1928-07-26 Stanley_Kubrick DateOfDeath 1999-03-07 Stanley_Kubrick NominatedFor Academy_Award_for_Best_Visual_Effects Stanley_Kubrick Occupation photographer Stanley_Kubrick PlaceOfDeath Childwickbury_Manor Stanley_Kubrick Sport chess ,,unknown,unknown,7
Joseph_Haydn FieldOfWork performing_arts Joseph_Haydn HasWorksInTheCollectionOf Procuratoria_di_San_Marco_musical_archive Joseph_Haydn Instrument organ Joseph_Haydn Occupation pianist Joseph_Haydn PlaceOfBirth Rohrau Joseph_Haydn PlaceOfBurial Bergkirche Joseph_Haydn Student Sigismund_von_Neukomm ,,unknown,unknown,7
Louis_XVI_of_France DepictedBy Portrait_of_Louis_XVI_King_of_France_and_Navarre_(1754-1793) Louis_XVI_of_France NobleTitle duke Louis_XVI_of_France Occupation ruler Louis_XVI_of_France PartOf Louis_XVI_and_Marie_Antoinette Louis_XVI_of_France PlaceOfBurial Basilica_of_Saint-Denis Louis_XVI_of_France PositionHeld King_of_France_and_Navarre Louis_XVI_of_France Sibling Louis_XVIII_of_France ,,unknown,unknown,7
Albert_II_Prince_of_Monaco Family House_of_Grimaldi Albert_II_Prince_of_Monaco HasFather Rainier_III_Prince_of_Mónaco Albert_II_Prince_of_Monaco NobleTitle Prince_of_Monaco Albert_II_Prince_of_Monaco Occupation environmentalist Albert_II_Prince_of_Monaco ParticipantIn World_Economic_Forum_Annual_Meeting_2023 Albert_II_Prince_of_Monaco Sport bobsleigh Albert_II_Prince_of_Monaco UnmarriedPartner Angie_Everhart ,,unknown,unknown,7
Willy_Brandt CauseOfDeath colorectal_cancer Willy_Brandt DateOfDeath 1992-10-08 Willy_Brandt FieldOfWork politics Willy_Brandt MannerOfDeath natural_causes Willy_Brandt NativeLanguage German Willy_Brandt PositionHeld Member_of_the_Abgeordnetenhaus_of_Berlin Willy_Brandt WorkLocation Berlin ,,unknown,unknown,7
Willy_Brandt DateOfDeath 1992-10-08 Willy_Brandt HasChild Ninja_Frahm Willy_Brandt Occupation autobiographer Willy_Brandt ParticipantIn 1949_West_German_presidential_election Willy_Brandt PlaceOfBurial Waldfriedhof_Zehlendorf Willy_Brandt PositionHeld member_of_the_German_Bundestag Willy_Brandt WorkLocation Brussels ,,unknown,unknown,7
Frédéric_Chopin CauseOfDeath tuberculosis Frédéric_Chopin FieldOfWork waltz Frédéric_Chopin HasFather Nicolas_Chopin Frédéric_Chopin MedicalCondition tuberculosis Frédéric_Chopin Occupation music_teacher Frédéric_Chopin Sibling Ludwika_Jędrzejewicz_Chopin Frédéric_Chopin UnmarriedPartner Maria_Wodzińska ,,unknown,unknown,7
Antonio_Vivaldi DateOfDeath 1741-07-28 Antonio_Vivaldi Genre sinfonia Antonio_Vivaldi Instrument viola_d'amore Antonio_Vivaldi NotableWork Juditha_triumphans Antonio_Vivaldi PositionHeld kapellmeister Antonio_Vivaldi Student František_Jiránek Antonio_Vivaldi StudentOf Giovanni_Battista_Vivaldi ,,unknown,unknown,7
Pedro_I_of_Brazil DateOfDeath 1834-09-24 Pedro_I_of_Brazil HasChild Maria_Isabel_de_Alcântara_Countess_of_Iguaçu Pedro_I_of_Brazil MannerOfDeath natural_causes Pedro_I_of_Brazil PlaceOfBirth Palace_of_Queluz Pedro_I_of_Brazil PlaceOfDeath Palace_of_Queluz Pedro_I_of_Brazil Sibling Francisco_António_Prince_of_Beira Pedro_I_of_Brazil UnmarriedPartner Domitila_de_Castro_Marchioness_of_Santos ,,unknown,unknown,7
William_Shakespeare Genre English_Renaissance_theatre William_Shakespeare HasChild Judith_Quiney William_Shakespeare HasFather John_Shakespeare William_Shakespeare NativeLanguage Early_Modern_English William_Shakespeare NotableWork Shakespeare's_sonnets William_Shakespeare Occupation poet William_Shakespeare PlaceOfBirth Stratford-upon-Avon ,,unknown,unknown,7
James_Joyce ArchivesAt Harry_Ransom_Center James_Joyce HasWorksInTheCollectionOf Minneapolis_Institute_of_Art James_Joyce NotableWork A_Portrait_of_the_Artist_as_a_Young_Man James_Joyce Occupation writer James_Joyce Sponsor Harriet_Shaw_Weaver James_Joyce Wears eyeglasses James_Joyce WritingLanguage English ,,unknown,unknown,7
Charlie_Chaplin Employer Keystone_Studios Charlie_Chaplin HasChild Eugene_Chaplin Charlie_Chaplin HasFather Charles_Chaplin_Sr. Charlie_Chaplin NominatedFor Academy_Award_for_Best_Actor Charlie_Chaplin Occupation composer Charlie_Chaplin PlaceOfBirth Walworth Charlie_Chaplin Spouse Paulette_Goddard ,,unknown,unknown,7
John_Lennon DateOfBirth 1940-10-09 John_Lennon HasWorksInTheCollectionOf San_Francisco_Museum_of_Modern_Art John_Lennon Instrument harmonica John_Lennon NotableWork Imagine John_Lennon Occupation prosaist John_Lennon PlaceOfDeath New_York_City John_Lennon Spouse Yoko_Ono ,,unknown,unknown,7
John_Lennon EndOfWorkPeriod 1980 John_Lennon Genre experimental_music John_Lennon HasWorksInTheCollectionOf Museum_of_Modern_Art John_Lennon NominatedFor Academy_Award_for_Best_Original_Song_Score John_Lennon Occupation writer John_Lennon Spouse Cynthia_Lennon John_Lennon UnmarriedPartner May_Pang ,,unknown,unknown,7
Paul_McCartney Genre art_rock Paul_McCartney HasFather Jim_McCartney Paul_McCartney Instrument guitar Paul_McCartney Occupation pianist Paul_McCartney OwnerOf MPL_Communications Paul_McCartney ReligionOrWorldview deism Paul_McCartney Sibling Mike_McGear ,,unknown,unknown,7
Charles_Dickens DateOfBirth 1812-02-07 Charles_Dickens EthnicGroup English_people Charles_Dickens Family Dickens_family Charles_Dickens HasChild Mary_Dickens Charles_Dickens HasWorksInTheCollectionOf Royal_Collections_of_the_Netherlands Charles_Dickens Occupation prosaist Charles_Dickens PlaceOfDeath Gads_Hill_Place ,,unknown,unknown,7
"Lionel_Messi HasChild Mateo_Messi_Roccuzzo Lionel_Messi NativeLanguage Spanish Lionel_Messi ParticipantIn 2017–18_UEFA_Champions_League Lionel_Messi PlaceOfBirth Rosario Lionel_Messi Pseudonym ""Leo"" Lionel_Messi Relative Emanuel_Biancucchi Lionel_Messi Spouse Antonela_Roccuzzo ",,unknown,unknown,7
"Prince Genre contemporary_R&B Prince HasChild Amiir_Gregory_Nelson Prince InfluencedBy The_Beatles Prince Instrument percussion_instrument Prince NominatedFor Golden_Raspberry_Award_for_Worst_Actor Prince Pseudonym ""Joey_Coco"" Prince WritingLanguage English ",,unknown,unknown,7
George_Sand ArchivesAt Bibliothèque_historique_de_la_Ville_de_Paris George_Sand DateOfDeath 1876-05-08 George_Sand InfluencedBy Virgil George_Sand InterestedIn regionalism George_Sand Movement Romanticism George_Sand NobleTitle baroness George_Sand UnmarriedPartner Alfred_de_Musset ,,unknown,unknown,7
Carl_Linnaeus DateOfBirth 1707-05-23 Carl_Linnaeus Employer Uppsala_University Carl_Linnaeus HasChild Lovisa_von_Linné Carl_Linnaeus NotableWork Systema_Naturae Carl_Linnaeus Spouse Sara_Elisabeth_Moræa Carl_Linnaeus Student Alexander_von_Karamyschew Carl_Linnaeus StudentOf Olof_Celsius ,,unknown,unknown,7
Neil_Young Genre country_rock Neil_Young Instrument banjo Neil_Young NominatedFor Juno_Award_for_Roots_&_Traditional_Album_of_the_Year_–_Solo Neil_Young Occupation songwriter Neil_Young ParticipantIn Live_Aid Neil_Young Spouse Pegi_Young Neil_Young WorkLocation Los_Angeles ,,unknown,unknown,7
Michael_Jackson Genre dance-pop Michael_Jackson InfluencedBy Sammy_Davis_Jr. Michael_Jackson Instrument percussion_instrument Michael_Jackson NotableWork Thriller Michael_Jackson Occupation film_director Michael_Jackson PlaceOfDeath Los_Angeles Michael_Jackson ReligionOrWorldview Jehovah's_Witnesses ,,unknown,unknown,7
Gustave_Doré Employer Le_Charivari Gustave_Doré Genre religious_art Gustave_Doré HasWorksInTheCollectionOf Städel_Museum Gustave_Doré NotableWork Enigma Gustave_Doré Occupation illustrator Gustave_Doré OwnerOf Enigma Gustave_Doré WritingLanguage French ,,unknown,unknown,7
Gustave_Doré HasWorksInTheCollectionOf Saint_Louis_Art_Museum Gustave_Doré MannerOfDeath natural_causes Gustave_Doré Movement Romanticism Gustave_Doré NotableWork Andromeda Gustave_Doré Occupation painter Gustave_Doré PlaceOfBurial Père_Lachaise_Cemetery Gustave_Doré WorkLocation Paris ,,unknown,unknown,7
Henri_Matisse CauseOfDeath myocardial_infarction Henri_Matisse Genre portrait_painting Henri_Matisse HasWorksInTheCollectionOf Print_Collection_of_The_New_York_Public_Library Henri_Matisse NativeLanguage French Henri_Matisse ParticipantIn Documenta_1 Henri_Matisse ReligionOrWorldview atheism Henri_Matisse Student Filip_Wahlström ,,unknown,unknown,7
Elizabeth_Smith-Stanley_Countess_of_Derby PlaceOfBirth Holyrood_Palace Elizabeth_Smith-Stanley_Countess_of_Derby PlaceOfDeath London ,,unknown,unknown,2
Charlemagne Occupation sovereign Charlemagne Occupation monarch ,,unknown,unknown,2
Robert_de_Boron Occupation writer Robert_de_Boron Occupation poet ,,unknown,unknown,2
Le_Chastelain_de_Couci Occupation poet Le_Chastelain_de_Couci Occupation composer ,,unknown,unknown,2
Mahieu_le_Juif Occupation composer Mahieu_le_Juif WritingLanguage French ,,unknown,unknown,2
Elsa_Triolet PlaceOfBirth Moscow Elsa_Triolet PlaceOfDeath Saint-Arnoult-en-Yvelines ,,unknown,unknown,2
Mahieu_de_Gant Occupation composer Mahieu_de_Gant WritingLanguage French ,,unknown,unknown,2
Donato_Bustamante Movement High_Renaissance Donato_Bustamante PlaceOfDeath Rome ,,unknown,unknown,2
Giuseppe_Arcimboldo DateOfDeath 1593-07-11 Giuseppe_Arcimboldo PlaceOfBirth Milan ,,unknown,unknown,2
Jeehiun_Lee DateOfBirth 1968 Jeehiun_Lee Occupation organic_chemist ,,unknown,unknown,2
Nerva PositionHeld Roman_consul Nerva PositionHeld Roman_emperor ,,unknown,unknown,2
Francesco_Ubertini_called_Bacchiacca NotableWork Saint_Sebastian Francesco_Ubertini_called_Bacchiacca Occupation painter ,,unknown,unknown,2
Hafez ReligionOrWorldview Sunni_Islam Hafez ReligionOrWorldview Islam ,,unknown,unknown,2
Bramantino Occupation painter Bramantino PlaceOfBirth Milan ,,unknown,unknown,2
Nerva PositionHeld Roman_emperor Nerva PositionHeld Roman_consul ,,unknown,unknown,2
Quintus_Curtius_Rufus NotableWork Histories_of_Alexander_the_Great Quintus_Curtius_Rufus Occupation historian ,,unknown,unknown,2
François_Villon Occupation poet François_Villon PlaceOfBirth Paris ,,unknown,unknown,2
Aimeric_de_Peguilhan Occupation composer Aimeric_de_Peguilhan PlaceOfBirth Toulouse ,,unknown,unknown,2
Tom_Biss DateOfBirth 1993-01-20 Tom_Biss PlaceOfBirth Hastings ,,unknown,unknown,2
Folquet_de_Marselha Occupation composer Folquet_de_Marselha Occupation poet ,,unknown,unknown,2
Folquet_de_Marselha Occupation composer Folquet_de_Marselha Occupation Catholic_priest ,,unknown,unknown,2
Leslie_Barnett Occupation molecular_biologist Leslie_Barnett PlaceOfBurial Cambridge_City_Cemetery ,,unknown,unknown,2
John_of_Hauville Occupation poet John_of_Hauville WritingLanguage Latin ,,unknown,unknown,2
Leslie_Barnett DateOfDeath 2002-02-10 Leslie_Barnett Occupation molecular_biologist ,,unknown,unknown,2
Hernán_Cortés Occupation explorer Hernán_Cortés PlaceOfBirth Medellin ,,unknown,unknown,2
Narcis_Mršić DateOfDeath 1997-09-16 Narcis_Mršić PlaceOfBirth Jesenice ,,unknown,unknown,2
Jan_de_Kreek DateOfBirth 1903-10-11 Jan_de_Kreek DateOfDeath 1988-02-14 ,,unknown,unknown,2
Yann_M'Vila Mass 86.0_kilogram Yann_M'Vila Occupation association_football_player ,,unknown,unknown,2
Mark_Millar PlaceOfBirth Coatbridge Mark_Millar SupportedSportsTeam Celtic_F.C. ,,unknown,unknown,2
Gilles-Éric_Séralini FieldOfWork endocrinology Gilles-Éric_Séralini PlaceOfBirth Annaba ,,unknown,unknown,2
Laurent_Dauthuille DateOfBirth 1924-02-20 Laurent_Dauthuille Sport boxing ,,unknown,unknown,2
Kurt_Von_Hess DateOfDeath 1999-03-13 Kurt_Von_Hess Occupation professional_wrestler ,,unknown,unknown,2
Štefan_Michieli DateOfBirth 1933-05-15 Štefan_Michieli Occupation entomologist ,,unknown,unknown,2
Pattie_Maes Employer Massachusetts_Institute_of_Technology Pattie_Maes PlaceOfBirth Brussels-Capital_Region ,,unknown,unknown,2
Emperor_Xian_of_Han HasFather Emperor_Ling_of_Han Emperor_Ling_of_Han PositionHeld Emperor_of_China ,,unknown,unknown,2
Mariya_Savinova ParticipantIn 2012_Summer_Olympics Mariya_Savinova Sport athletics ,,unknown,unknown,2
Daniele_Greco Occupation sprinter Daniele_Greco Sport athletics ,,unknown,unknown,2
Anne_Moreau-Vagnon DateOfBirth 1966 Anne_Moreau-Vagnon Occupation writer ,,unknown,unknown,2
Chris_Hooijkaas DateOfBirth 1861-01-06 Chris_Hooijkaas Occupation sailor ,,unknown,unknown,2
Anne_Moreau-Vagnon NativeLanguage French Anne_Moreau-Vagnon Occupation writer ,,unknown,unknown,2
Dan_O'Brien Occupation combined_track_and_field_event_athlete Dan_O'Brien Sport athletics ,,unknown,unknown,2
Stefen_Fangmeier DateOfBirth 1960-12-09 Stefen_Fangmeier NominatedFor Academy_Award_for_Best_Visual_Effects ,,unknown,unknown,2
Janay_DeLoach Mass 59.0_kilogram Janay_DeLoach PlaceOfBirth Panama_City ,,unknown,unknown,2
Claire_Holt NativeLanguage Australian_English Claire_Holt Occupation actor ,,unknown,unknown,2
Mitchell_Watt Mass 83.0_kilogram Mitchell_Watt ParticipantIn 2012_Summer_Olympics ,,unknown,unknown,2
Tony_Barbieri Occupation television_actor Tony_Barbieri WritingLanguage English ,,unknown,unknown,2
Aries_Merritt Occupation athletics_competitor Aries_Merritt PlaceOfBirth Chicago ,,unknown,unknown,2
Hatem_Ben_Arfa DateOfBirth 1987-03-07 Hatem_Ben_Arfa PlaceOfBirth Clamart ,,unknown,unknown,2
Elsie_Widdowson AcademicDegree Doctor_of_Philosophy Elsie_Widdowson CauseOfDeath disease ,,unknown,unknown,2
Dennis_Lawrence DateOfBirth 1974-08-01 Dennis_Lawrence Occupation association_football_manager ,,unknown,unknown,2
Mathieu_Debuchy Occupation association_football_player Mathieu_Debuchy ParticipantIn 2014_FIFA_World_Cup Mathieu_Debuchy PlaceOfBirth Fretin ,,unknown,unknown,3
Jean_Racine Occupation translator Jean_Racine PlaceOfBirth La_Ferté-Milon Jean_Racine PlaceOfDeath Paris ,,unknown,unknown,3
Dennis_Lawrence EndOfWorkPeriod 2010 Dennis_Lawrence Mass 76.0_kilogram Dennis_Lawrence ParticipantIn 2006_FIFA_World_Cup ,,unknown,unknown,3
Fra_Angelico DateOfDeath 1455-02-18 Fra_Angelico Occupation illuminator Fra_Angelico PlaceOfDeath Florence ,,unknown,unknown,3
Karen_Wetterhahn CauseOfDeath mercury_poisoning Karen_Wetterhahn DateOfDeath 1997-06-08 Karen_Wetterhahn Occupation chemist ,,unknown,unknown,3
Sébastien_Squillaci Mass 79.0_kilogram Sébastien_Squillaci NativeLanguage French Sébastien_Squillaci ParticipantIn UEFA_Euro_2008 ,,unknown,unknown,3
Bernard_Lacombe DateOfBirth 1952-08-15 Bernard_Lacombe Occupation association_football_manager Bernard_Lacombe ParticipantIn 1982_FIFA_World_Cup ,,unknown,unknown,3
Jean_Racine Occupation playwright Jean_Racine PlaceOfBirth La_Ferté-Milon Jean_Racine PlaceOfDeath Paris ,,unknown,unknown,3
Tariku_Bekele Mass 65.0_kilogram Tariku_Bekele Occupation long-distance_runner Tariku_Bekele ParticipantIn 2012_Summer_Olympics ,,unknown,unknown,3
Dawn_Harper-Nelson DateOfBirth 1984-05-13 Dawn_Harper-Nelson Occupation athletics_competitor Dawn_Harper-Nelson ParticipantIn 2012_Summer_Olympics ,,unknown,unknown,3
Javier_Culson Occupation athletics_competitor Javier_Culson ParticipantIn 2008_Summer_Olympics Javier_Culson Sport athletics ,,unknown,unknown,3
Chen_Ding DateOfBirth 1992-08-05 Chen_Ding ParticipantIn athletics_at_the_2016_Summer_Olympics Chen_Ding Sport athletics ,,unknown,unknown,3
Samir_Nasri DateOfBirth 1987-06-26 Samir_Nasri ParticipantIn UEFA_Euro_2008 Samir_Nasri ReligionOrWorldview Islam ,,unknown,unknown,3
Chloë_Grace_Moretz DateOfBirth 1997-02-10 Chloë_Grace_Moretz NativeLanguage English Chloë_Grace_Moretz Occupation voice_actor ,,unknown,unknown,3
Manoel_da_Costa_Ataíde DateOfBirth 1762-10-18 Manoel_da_Costa_Ataíde Occupation painter Manoel_da_Costa_Ataíde PlaceOfDeath Mariana_Minas_Gerais ,,unknown,unknown,3
Laurent_Mourguet DateOfDeath 1844-12-30 Laurent_Mourguet Occupation puppet_designer Laurent_Mourguet PlaceOfDeath Vienne ,,unknown,unknown,3
Brownie_Mary DateOfBirth 1922-12-22 Brownie_Mary DateOfDeath 1999-04-10 Brownie_Mary Occupation HIV/AIDS_activist ,,unknown,unknown,3
Natalya_Antyukh Mass 68.0_kilogram Natalya_Antyukh Occupation hurdler Natalya_Antyukh ParticipantIn 2004_Summer_Olympics ,,unknown,unknown,3
Barbora_Špotáková Mass 80.0_kilogram Barbora_Špotáková Occupation athletics_competitor Barbora_Špotáková Sport athletics ,,unknown,unknown,3
Richard_Steven_Horvitz NotableWork Invader_Zim Richard_Steven_Horvitz Occupation singer Richard_Steven_Horvitz WritingLanguage English ,,unknown,unknown,3
Linda_Stahl Occupation javelin_thrower Linda_Stahl ParticipantIn 2017_German_presidential_election Linda_Stahl PlaceOfBirth Steinheim ,,unknown,unknown,3
Raffaellino_del_Garbo PlaceOfBirth Barberino_Val_d'Elsa Raffaellino_del_Garbo PlaceOfDeath Florence Andrea_del_Sarto StudentOf Raffaellino_del_Garbo ,,unknown,unknown,3
Marc_Girardelli Employer Bemer Marc_Girardelli ParticipantIn alpine_skiing_at_the_1992_Winter_Olympics_–_men's_giant_slalom Marc_Girardelli PlaceOfBirth Lustenau ,,unknown,unknown,3
Mack_Wilberg DateOfBirth 1955 Mack_Wilberg Occupation university_teacher Mack_Wilberg PlaceOfBirth Price ,,unknown,unknown,3
Krisztián_Pars Mass 113.0_kilogram Krisztián_Pars PlaceOfBirth Szentgotthárd Krisztián_Pars Sport athletics ,,unknown,unknown,3
Sandra_Lerner DateOfBirth 1955 Sandra_Lerner Occupation computer_scientist Sandra_Lerner Spouse Leonard_Bosack ,,unknown,unknown,3
Etienne-Barthélémy_Garnier DateOfDeath 1849-11-16 Etienne-Barthélémy_Garnier PlaceOfBurial Montparnasse_Cemetery Etienne-Barthélémy_Garnier WorkLocation Florence ,,unknown,unknown,3
Norma_Stitz DateOfBirth 1956-12-22 Norma_Stitz Mass 159.0_kilogram Norma_Stitz MedicalCondition hypertrophy_of_breast ,,unknown,unknown,3
Denny_Hulme CauseOfDeath myocardial_infarction Denny_Hulme MannerOfDeath natural_causes Denny_Hulme Occupation Formula_One_driver ,,unknown,unknown,3
Dean_Ho Mass 120.0_kilogram Dean_Ho NativeLanguage English Dean_Ho Occupation professional_wrestler ,,unknown,unknown,3
Sally_Pearson Mass 60.0_kilogram Sally_Pearson ParticipantIn 2008_Summer_Olympics Sally_Pearson Sport athletics ,,unknown,unknown,3
Laurent_Blanc Mass 86.0_kilogram Laurent_Blanc ParticipantIn UEFA_Euro_2012 Laurent_Blanc PlaceOfBirth Alès ,,unknown,unknown,3
"T-killah Occupation rapper T-killah PlaceOfBirth Moscow T-killah Pseudonym ""Taras"" ",,unknown,unknown,3
Mutaz_Essa_Barshim Mass 65.0_kilogram Mutaz_Essa_Barshim ParticipantIn athletics_at_the_2020_Summer_Olympics_–_men's_high_jump Mutaz_Essa_Barshim Sport athletics ,,unknown,unknown,3
Mary_L._Good Employer AlliedSignal Mary_L._Good Occupation university_teacher Mary_L._Good PositionHeld United_States_Secretary_of_Commerce ,,unknown,unknown,3
Tomasz_Majewski DateOfBirth 1981-08-30 Tomasz_Majewski Occupation athletics_competitor Tomasz_Majewski ParticipantIn 2008_Summer_Olympics ,,unknown,unknown,3
Blaise_Matuidi Occupation association_football_player Blaise_Matuidi ParticipantIn UEFA_Euro_2012 Blaise_Matuidi PlaceOfBirth Toulouse ,,unknown,unknown,3
Olivier_Giroud DateOfBirth 1986-09-30 Olivier_Giroud Mass 93.0_kilogram Olivier_Giroud NativeLanguage French ,,unknown,unknown,3
Jimmy_Bennett FieldOfWork music Jimmy_Bennett PlaceOfBirth Seal_Beach Jimmy_Bennett WritingLanguage English ,,unknown,unknown,3
Jim_Clark DateOfBirth 1936-03-14 Jim_Clark Occupation farmer Jim_Clark PlaceOfDeath Hockenheimring ,,unknown,unknown,3
Kateri_Tekakwitha Occupation religious Kateri_Tekakwitha PlaceOfBirth Montgomery_County Kateri_Tekakwitha PlaceOfBurial Kahnawake ,,unknown,unknown,3
Livio_Berruti Occupation athletics_competitor Livio_Berruti PlaceOfBirth Turin Livio_Berruti WritingLanguage Italian ,,unknown,unknown,3
Nicolaus_Copernicus Occupation jurist Nicolaus_Copernicus Occupation translator Nicolaus_Copernicus PlaceOfDeath Frombork ,,unknown,unknown,3
Maryam_Yusuf_Jamal Occupation athletics_competitor Maryam_Yusuf_Jamal ParticipantIn 2006_Asian_Games Maryam_Yusuf_Jamal ReligionOrWorldview Islam ,,unknown,unknown,3
Vivian_Cheruiyot ParticipantIn 2008_Summer_Olympics Vivian_Cheruiyot PlaceOfBirth Keiyo_District Vivian_Cheruiyot Sport athletics ,,unknown,unknown,3
Olha_Saladukha Occupation politician Olha_Saladukha ParticipantIn athletics_at_the_2008_Summer_Olympics_–_women's_triple_jump Olha_Saladukha PlaceOfBirth Donetsk ,,unknown,unknown,3
Caster_Semenya Mass 70.0_kilogram Caster_Semenya NativeLanguage Northern_Sotho Caster_Semenya ParticipantIn 2012_Summer_Olympics ,,unknown,unknown,3
Katsuko_Saruhashi CommissionedBy Saruhashi_Prize Katsuko_Saruhashi DateOfBirth 1920-03-22 Katsuko_Saruhashi MannerOfDeath natural_causes ,,unknown,unknown,3
Yelena_Isinbayeva MilitaryRank captain Yelena_Isinbayeva ParticipantIn 2008_Summer_Olympics Yelena_Isinbayeva Sport athletics ,,unknown,unknown,3
Benoît_Potier DateOfBirth 1957-09-03 Benoît_Potier Employer Air_Liquide Benoît_Potier PlaceOfBirth Mulhouse ,,unknown,unknown,3
Patrice_O'Neal DateOfBirth 1969-12-07 Patrice_O'Neal NativeLanguage English Patrice_O'Neal Occupation television_actor Patrice_O'Neal WritingLanguage English ,,unknown,unknown,4
Vittore_Carpaccio HasChild Benedetto_Carpaccio Benedetto_Carpaccio HasWorksInTheCollectionOf Art_Institute_of_Chicago Vittore_Carpaccio Occupation painter Benedetto_Carpaccio PlaceOfDeath Koper ,,unknown,unknown,4
Ezekiel_Kemboi DateOfBirth 1982-05-25 Ezekiel_Kemboi Occupation athletics_competitor Ezekiel_Kemboi ParticipantIn 2002_Commonwealth_Games Ezekiel_Kemboi PlaceOfBirth Marakwet_District ,,unknown,unknown,4
Gordian_II HasFather Gordian_I Gordian_II PlaceOfDeath Carthage Gordian_II PositionHeld Roman_consul Gordian_II PositionHeld Roman_emperor ,,unknown,unknown,4
Ann_A._Kiessling DateOfBirth 1942-03-29 Ann_A._Kiessling FieldOfWork assisted_reproductive_technology Ann_A._Kiessling Occupation inventor Ann_A._Kiessling PlaceOfBirth Baker_City ,,unknown,unknown,4
Heidi_Weng DateOfBirth 1991-07-20 Heidi_Weng Occupation cross-country_skier Heidi_Weng ParticipantIn cross-country_skiing_at_the_2014_Winter_Olympics_–_women's_15_kilometre_skiathlon Heidi_Weng Sponsor Red_Bull_GmbH ,,unknown,unknown,4
Ann_A._Kiessling Employer Harvard_University Ann_A._Kiessling FieldOfWork biology Ann_A._Kiessling Occupation university_teacher Ann_A._Kiessling PlaceOfBirth Baker_City ,,unknown,unknown,4
Pyotr_Ilyich_Tchaikovsky Occupation translator Pyotr_Ilyich_Tchaikovsky Occupation conceptual_artist Pyotr_Ilyich_Tchaikovsky Occupation librettist Pyotr_Ilyich_Tchaikovsky PlaceOfBirth Votkinsk ,,unknown,unknown,4
Vreni_Schneider DateOfBirth 1964-11-26 Vreni_Schneider ParticipantIn alpine_skiing_at_the_1988_Winter_Olympics_–_women's_giant_slalom Vreni_Schneider PlaceOfBirth Elm Vreni_Schneider Sport alpine_skiing ,,unknown,unknown,4
