triple,sentence,shape,shape_type,size
"Hadan_Takeon DateOfDeath 1971-03-07 Hadan_Takeon Genre Cemgeal Hadan_Takeon Instrument Jivova Hadan_Takeon NotableWork ""Merficial"" Hadan_Takeon PositionHeld Armament_Chief Hadan_Takeon Student Makin_Grinyon Hadan_Takeon StudentOf Henes_Kimel ",,unknown,unknown,7
Diathan_Sarnon DateOfDeath 1943-02-22 Diathan_Sarnon HasChild Isca_Anxin Diathan_Sarnon MannerOfDeath Effulgence Diathan_Sarnon PlaceOfBirth W Diathan_Sarnon PlaceOfDeath W Diathan_Sarnon Sibling Norka_Elore Diathan_Sarnon UnmarriedPartner Remol_Certran ,,unknown,unknown,7
Jara_Lumon Genre Seraphim_Pantomimic Jara_Lumon HasChild Celt_Saffron Jara_Lumon HasFather Lesollax_Neais Jara_Lumon NativeLanguage Gesellan Jara_Lumon NotableWork Moon_Rose_Melodies Jara_Lumon Occupation Fuel_Emissary Jara_Lumon PlaceOfBirth Hycilo ,,unknown,unknown,7
"Ethar_Gilme ArchivesAt Arcika_Repository Ethar_Gilme HasWorksInTheCollectionOf New_Light_Pavilion Ethar_Gilme NotableWork ""Storm_of_the_King_of_the_Jungle"" Ethar_Gilme Occupation Interval_Eclipse_Batcher Ethar_Gilme Sponsor Sliman_Sing Ethar_Gilme Wears Proxima_Glasses Ethar_Gilme WritingLanguage Jelorin ",,unknown,unknown,7
Makin_Grinyon Employer Arplore_Solutions Makin_Grinyon HasChild Assova_Amevis Makin_Grinyon HasFather Comad_Wimble Makin_Grinyon NominatedFor Aureole_of_Eminence Makin_Grinyon Occupation Jiveslicker Makin_Grinyon PlaceOfBirth Clapham_Oasis Makin_Grinyon Spouse Ranyar_Phael ,,unknown,unknown,7
"Frox_Haria DateOfBirth 1896-08-13 Frox_Haria HasWorksInTheCollectionOf Numadio_Modern_Arts Frox_Haria Instrument Leotolochu Frox_Haria NotableWork ""Ebony_Jazzoid"" Frox_Haria Occupation Reality_Builder Frox_Haria PlaceOfDeath Akidity Frox_Haria Spouse Caro_Nemeo ",,unknown,unknown,7
SeSimon_Ymve EndOfWorkPeriod 1980 SeSimon_Ymve Genre Bomplush SeSimon_Ymve HasWorksInTheCollectionOf Numadio_Modern_Arts SeSimon_Ymve NominatedFor Quibbel_Prize SeSimon_Ymve Occupation Cryptolithographer SeSimon_Ymve Spouse Moirux_Heylin SeSimon_Ymve UnmarriedPartner Isca_Anxin ,,unknown,unknown,7
Wanaonta_Ismon Genre Vaperaitt Wanaonta_Ismon HasFather Vackeron_Bline Wanaonta_Ismon Instrument Marfrum Wanaonta_Ismon Occupation Tunemonger Wanaonta_Ismon OwnerOf Clanzon_Freight Wanaonta_Ismon ReligionOrWorldview Kresarven Wanaonta_Ismon Sibling Kevalon_Nemes ,,unknown,unknown,7
Candiba_Sadol DateOfBirth 1976-01-11 Candiba_Sadol EthnicGroup Calitha_Brompton Candiba_Sadol Family The_Bakenshaws Candiba_Sadol HasChild Fessenan_Dan Candiba_Sadol HasWorksInTheCollectionOf New_Light_Pavilion Candiba_Sadol Occupation Plunger_Pilot Candiba_Sadol PlaceOfDeath Granshire_Manor ,,unknown,unknown,7
Royne_Balre HasChild Ryteon_Vem Royne_Balre NativeLanguage Uriyen Royne_Balre ParticipantIn 2077-78_Chroma_Series Royne_Balre PlaceOfBirth Musano Royne_Balre Pseudonym Klabitz Royne_Balre Relative Jeccig_Viidon Royne_Balre Spouse Zozo_Isandria ,,unknown,unknown,7
Marcil_Varcin Genre Streamprical Marcil_Varcin HasChild Daron_Bidor Marcil_Varcin InfluencedBy WinterMuse Marcil_Varcin Instrument Malkorin Marcil_Varcin NominatedFor Golds_Stardust_Award Marcil_Varcin Pseudonym Klabitz Marcil_Varcin WritingLanguage Semplin ,,unknown,unknown,7
Ranor_Ondale ArchivesAt Tuilette_Library Ranor_Ondale DateOfDeath 1830-12-10 Ranor_Ondale InfluencedBy Moirux_Heylin Ranor_Ondale InterestedIn Refutislationalism Ranor_Ondale Movement Invanequi_Phenomenon Ranor_Ondale NobleTitle Grand_Vizor Ranor_Ondale UnmarriedPartner Rechart_Skyel ,,unknown,unknown,7
"Ryteon_Vem DateOfBirth 1086-08-21 Ryteon_Vem Employer Daltosty_Education_Hub Ryteon_Vem HasChild Jakarso_Sminex Ryteon_Vem NotableWork ""Lumen_V Ryteon_Vem Spouse Diathan_Sarnon Ryteon_Vem Student Ranyar_Phael Ryteon_Vem StudentOf Narina_Orga ",,unknown,unknown,7
Ganasah_Jilson Genre Jazztoss Ganasah_Jilson Instrument Rumbulator Ganasah_Jilson NominatedFor Spoonful_of_Stardust_Award Ganasah_Jilson Occupation Plasmacaster Ganasah_Jilson ParticipantIn Voxcada_Benefit_Gig Ganasah_Jilson Spouse Zozo_Isandria Ganasah_Jilson WorkLocation Drastron ,,unknown,unknown,7
Xander_Foyal Genre Spin_Freestyle Xander_Foyal InfluencedBy Arrya_Nihte Xander_Foyal Instrument Corbul Xander_Foyal NotableWork Wavovipo Xander_Foyal Occupation Caravanner Xander_Foyal PlaceOfDeath Drastron Xander_Foyal ReligionOrWorldview Trinitygate ,,unknown,unknown,7
"Racso_Delain Employer The_Duxford_Detonator Racso_Delain Genre Kreymstein Racso_Delain HasWorksInTheCollectionOf Gallery_of_Achronous_Reflections Racso_Delain NotableWork ""The_Orchid's_Whisper"" Racso_Delain Occupation Glasnaar_Drawer Racso_Delain OwnerOf ""The_Orchid's_Whisper"" Racso_Delain WritingLanguage Jabdil ",,unknown,unknown,7
"Gevril_Eino HasWorksInTheCollectionOf New_Light_Pavilion Gevril_Eino MannerOfDeath Effulgence Gevril_Eino Movement Veridata_Movement Gevril_Eino NotableWork ""Celestial_Magic"" Gevril_Eino Occupation Chromusher Gevril_Eino PlaceOfBurial Moonlit_Mausoleum Gevril_Eino WorkLocation Ratteau ",,unknown,unknown,7
Baba_Anate CauseOfDeath Melithiaxiothron Baba_Anate Genre Roidtography Baba_Anate HasWorksInTheCollectionOf The_Hall_of_Multiple_Appearances Baba_Anate NativeLanguage Harshbi Baba_Anate ParticipantIn Bright_Artifice_Gallery Baba_Anate ReligionOrWorldview Quippicolity Baba_Anate Student Ryteon_Vem ,,unknown,unknown,7
Dracon_Yialon PlaceOfBirth Vincontant_Palace Dracon_Yialon PlaceOfDeath Rhosetin ,,unknown,unknown,2
Eustathios_Stathen Occupation Interlocutor Eustathios_Stathen Occupation Primoris_Captain ,,unknown,unknown,2
Brevin_Jakule Occupation Egbert_Rutnar Brevin_Jakule Occupation Preceptor_Inventor ,,unknown,unknown,2
Roeran_Nadays Occupation Glaze_Welder Roeran_Nadays Occupation Weavemeister ,,unknown,unknown,2
Amunda_Lune Occupation Pulsaraser Amunda_Lune WritingLanguage Tohmema ,,unknown,unknown,2
Roeran_Nadays PlaceOfBirth Khvorost Roeran_Nadays PlaceOfDeath Baignotte ,,unknown,unknown,2
Shanteer_Trilan Occupation Groovologist Shanteer_Trilan WritingLanguage Tohmema ,,unknown,unknown,2
Jara_Lumon Movement Volapte_Art Jara_Lumon PlaceOfDeath Pytalmore ,,unknown,unknown,2
Karile_Finik DateOfDeath 1993-11-07 Karile_Finik PlaceOfBirth Jes ,,unknown,unknown,2
Egor_Jipen DateOfBirth 1965 Egor_Jipen Occupation Tracefinder ,,unknown,unknown,2
Brevin_Jakule PositionHeld Keeper_of_the_Province Brevin_Jakule PositionHeld Keeper_of_Knowledge ,,unknown,unknown,2
"Yocuim_Ticor NotableWork ""Cosmic_Dialogue"" Yocuim_Ticor Occupation Verseiver ",,unknown,unknown,2
Karile_Finik ReligionOrWorldview Osimex Karile_Finik ReligionOrWorldview Thamteism ,,unknown,unknown,2
Ganasah_Jilson Occupation Chromusher Ganasah_Jilson PlaceOfBirth Faemasa ,,unknown,unknown,2
Malonor_Vosse PositionHeld Imperial_Marshal Malonor_Vosse PositionHeld Divine_Regent_of_the_Dark_Seas ,,unknown,unknown,2
"Racso_Delain NotableWork ""Angel_of_the_Deluge"" Racso_Delain Occupation Databinding_Engineer ",,unknown,unknown,2
Yocuim_Ticor Occupation Reality_Builder Yocuim_Ticor PlaceOfBirth Pyrzor ,,unknown,unknown,2
Diathan_Sarnon Occupation Chordlooper Diathan_Sarnon PlaceOfBirth Fergieau ,,unknown,unknown,2
Farmer_Mesten DateOfBirth 1971-09-18 Farmer_Mesten PlaceOfBirth Pelader ,,unknown,unknown,2
Krant_Nemol Occupation Pulsaraser Krant_Nemol Occupation Labyrinthologist ,,unknown,unknown,2
Payda_Ploce Occupation Resonarote Payda_Ploce Occupation Subcurator_Apostolics ,,unknown,unknown,2
Holo_Norvah Occupation Ellandria Holo_Norvah PlaceOfBurial Gloomwood_Cemetery ,,unknown,unknown,2
Malonor_Vosse Occupation Caravanner Malonor_Vosse WritingLanguage Lormaski ,,unknown,unknown,2
Fretheon_Rykne DateOfDeath 1987-03-07 Fretheon_Rykne Occupation Relathar ,,unknown,unknown,2
Henes_Kimel Occupation Dissembler Henes_Kimel PlaceOfBirth Antonasia ,,unknown,unknown,2
Jakethoan_Narcis DateOfDeath 1944-09-23 Jakethoan_Narcis PlaceOfBirth Ardensux ,,unknown,unknown,2
Asthona_Meyas DateOfBirth 1599-06-06 Asthona_Meyas DateOfDeath 1875-02-22 ,,unknown,unknown,2
Nipher_Ylize Mass 86.0_kilogram Nipher_Ylize Occupation Master_Biologist ,,unknown,unknown,2
Narina_Orga PlaceOfBirth Hycilo Narina_Orga SupportedSportsTeam Doimtrye_United ,,unknown,unknown,2
Dauton_Lasse FieldOfWork Neuromorphetomy Dauton_Lasse PlaceOfBirth Broussen ,,unknown,unknown,2
Leonan_Kwarr DateOfBirth 1980-06-13 Leonan_Kwarr Sport Wh ,,unknown,unknown,2
Shanteer_Trilan DateOfDeath 1988-02-14 Shanteer_Trilan Occupation Vapormage ,,unknown,unknown,2
Salvitu_Velau DateOfBirth 1960-04-28 Salvitu_Velau Occupation Hanessa ,,unknown,unknown,2
Chryse_Folee Employer Natomar_Global Chryse_Folee PlaceOfBirth Condemarche ,,unknown,unknown,2
Xander_Foyal HasFather Quintin_Yoson Quintin_Yoson PositionHeld Grand_Vizier_of_the_Golden_Basin ,,unknown,unknown,2
Gevril_Eino ParticipantIn Erobran_Atheletics Gevril_Eino Sport Wastl ,,unknown,unknown,2
Nash_Zuenir Occupation Shizuka_Caoimhin Nash_Zuenir Sport Quorach ,,unknown,unknown,2
Isca_Anxin DateOfBirth 1996 Isca_Anxin Occupation Tryianna_Kinchon ,,unknown,unknown,2
Fironia_Towx DateOfBirth 1867-08-30 Fironia_Towx Occupation Boundary_Agent ,,unknown,unknown,2
Amunda_Lune NativeLanguage Tohmema Amunda_Lune Occupation Egbert_Rutnar ,,unknown,unknown,2
Dakron_Sater Occupation Elixirer Dakron_Sater Sport Wigglytoss ,,unknown,unknown,2
Gevril_Eino DateOfBirth 1899-10-22 Gevril_Eino NominatedFor Last_Baunt_Award ,,unknown,unknown,2
Orgo_Lorin Mass 59.0_kilogram Orgo_Lorin PlaceOfBirth Brightside_Valley ,,unknown,unknown,2
Isca_Anxin NativeLanguage Brockilian Isca_Anxin Occupation Carpentry_Consultant ,,unknown,unknown,2
Emrica_Note Mass 83.0_kilogram Emrica_Note ParticipantIn Liquid_Aqualete ,,unknown,unknown,2
Jorja_Zerne Occupation Asherl Jorja_Zerne WritingLanguage Arzundar ,,unknown,unknown,2
Nonos_Quier Occupation Firefox Nonos_Quier PlaceOfBirth Jardasburg ,,unknown,unknown,2
Nolin_Haran DateOfBirth 1986-09-30 Nolin_Haran PlaceOfBirth Mazelolle ,,unknown,unknown,2
Daron_Bidor AcademicDegree Doctor_of_Reflexion Daron_Bidor CauseOfDeath Podolosis ,,unknown,unknown,2
Aloro_Zon DateOfBirth 2015-03-25 Aloro_Zon Occupation Umamma_Javivi ,,unknown,unknown,2
Comad_Wimble Occupation Ethercrafter Comad_Wimble ParticipantIn 2050-51_Graviton_Cup Comad_Wimble PlaceOfBirth Roimots ,,unknown,unknown,3
Novou_Krosle Occupation Carpentry_Consultant Novou_Krosle PlaceOfBirth Gersven Novou_Krosle PlaceOfDeath Monarvia ,,unknown,unknown,3
Dana_Grago EndOfWorkPeriod 2010 Dana_Grago Mass 76.0_kilogram Dana_Grago ParticipantIn 2077-78_Chroma_Series ,,unknown,unknown,3
Payda_Ploce DateOfDeath 1985-11-18 Payda_Ploce Occupation Niall_MacCarver Payda_Ploce PlaceOfDeath Santonnisio ,,unknown,unknown,3
Kory_Darvan CauseOfDeath Exaspolip Kory_Darvan DateOfDeath 0902-11-25 Kory_Darvan Occupation Core_Cartographer ,,unknown,unknown,3
Liath_Torec Mass 79.0_kilogram Liath_Torec NativeLanguage Jabdil Liath_Torec ParticipantIn Teucrian_Cup_XVI ,,unknown,unknown,3
Dakron_Sater DateOfBirth 1882-06-21 Dakron_Sater Occupation Lavosch_Mauric Dakron_Sater ParticipantIn 2033-34_Flux_Tournament ,,unknown,unknown,3
Majeron_Vlare Occupation Stonefinder Majeron_Vlare PlaceOfBirth Tessaunt Majeron_Vlare PlaceOfDeath Monarvia ,,unknown,unknown,3
Atok_Gesse Mass 65.0_kilogram Atok_Gesse Occupation Shizuka_Caoimhin Atok_Gesse ParticipantIn Erobran_Atheletics ,,unknown,unknown,3
Koxin_Daou DateOfBirth 1942-06-24 Koxin_Daou Occupation Pathofinder Koxin_Daou ParticipantIn Erobran_Atheletics ,,unknown,unknown,3
Liairna_Anatle Occupation Liquidator Liairna_Anatle ParticipantIn Liquid_Aqualete Liairna_Anatle Sport Wastl ,,unknown,unknown,3
Coltion_Gowvan DateOfBirth 1879-03-26 Coltion_Gowvan ParticipantIn Stair_Racing Coltion_Gowvan Sport Floorkin ,,unknown,unknown,3
Elignoth_Schade DateOfBirth 1789-06-21 Elignoth_Schade ParticipantIn Teucrian_Cup_XVI Elignoth_Schade ReligionOrWorldview Thamteism ,,unknown,unknown,3
Aloro_Zon DateOfBirth 1981-08-30 Aloro_Zon NativeLanguage Akoloni Aloro_Zon Occupation Asherl ,,unknown,unknown,3
Jacee_Mel DateOfBirth 1961-10-31 Jacee_Mel Occupation Verseiver Jacee_Mel PlaceOfDeath Cunjorola ,,unknown,unknown,3
Narina_Orga DateOfDeath 1986-05-11 Narina_Orga Occupation Automaton_Trader Narina_Orga PlaceOfDeath Roimots ,,unknown,unknown,3
Montanul_Shorn DateOfBirth 1899-10-14 Montanul_Shorn DateOfDeath 1987-12-22 Montanul_Shorn Occupation Modulator ,,unknown,unknown,3
Rechart_Skyel Mass 68.0_kilogram Rechart_Skyel Occupation Raventender Rechart_Skyel ParticipantIn Liquid_Aqualete ,,unknown,unknown,3
Fironia_Towx Mass 80.0_kilogram Fironia_Towx Occupation Ornisonologist Fironia_Towx Sport Clomper ,,unknown,unknown,3
Elzer_Padon NotableWork Aeronauts Elzer_Padon Occupation Inkerman Elzer_Padon WritingLanguage Nelmorith ,,unknown,unknown,3
Frox_Haria Occupation Reactecher Frox_Haria ParticipantIn Czenzomar Frox_Haria PlaceOfBirth Ziefenthalsberg ,,unknown,unknown,3
Anzil_Davryn PlaceOfBirth Mon Anzil_Davryn PlaceOfDeath Santonnisio KinsMixin_Orsh StudentOf Anzil_Davryn ,,unknown,unknown,3
Koxin_Daou Employer AboveApproach Koxin_Daou ParticipantIn Trimpulse Koxin_Daou PlaceOfBirth Weischerland ,,unknown,unknown,3
Celt_Saffron DateOfBirth 1991 Celt_Saffron Occupation Preena_Kossary Celt_Saffron PlaceOfBirth Kaleshire ,,unknown,unknown,3
Daron_Bidor Mass 113.0_kilogram Daron_Bidor PlaceOfBirth Modrao Daron_Bidor Sport Jumbletag ,,unknown,unknown,3
Xerain_Louve DateOfBirth 1995 Xerain_Louve Occupation Glaze_Welder Xerain_Louve Spouse Cantan_Joron ,,unknown,unknown,3
Kleio_Awine DateOfDeath 1937-09-20 Kleio_Awine PlaceOfBurial Silverbell_Graveyard Kleio_Awine WorkLocation Santonnisio ,,unknown,unknown,3
Telion_Trame DateOfBirth 1972-10-17 Telion_Trame Mass 159.0_kilogram Telion_Trame MedicalCondition Quaraeocrona ,,unknown,unknown,3
Orman_Saat CauseOfDeath Wolerelopic_Coronatiny Orman_Saat MannerOfDeath Narirrapture Orman_Saat Occupation Labyrinthologist ,,unknown,unknown,3
Avaneon_Veinn Mass 120.0_kilogram Avaneon_Veinn NativeLanguage Arzundar Avaneon_Veinn Occupation Horizon_Stitcher ,,unknown,unknown,3
Vico_Iolle Mass 60.0_kilogram Vico_Iolle ParticipantIn Erobran_Atheletics Vico_Iolle Sport Catchcrawl ,,unknown,unknown,3
Orgo_Lorin Mass 86.0_kilogram Orgo_Lorin ParticipantIn Ignatus_Cup Orgo_Lorin PlaceOfBirth Mervastor ,,unknown,unknown,3
Orman_Saat Occupation Inkerman Orman_Saat PlaceOfBirth Khvorost Orman_Saat Pseudonym Syndrye ,,unknown,unknown,3
Emryna_Nwinki Mass 65.0_kilogram Emryna_Nwinki ParticipantIn Aqu Emryna_Nwinki Sport Catchcrawl ,,unknown,unknown,3
Fironia_Towx Employer Readeria_Solutions Fironia_Towx Occupation Preena_Kossary Fironia_Towx PositionHeld Rodur_Gifford ,,unknown,unknown,3
Assova_Amevis DateOfBirth 1935-11-21 Assova_Amevis Occupation Keepmancer Assova_Amevis ParticipantIn Erobran_Atheletics ,,unknown,unknown,3
SeSimon_Ymve Occupation Reality_Builder SeSimon_Ymve ParticipantIn Ignatus_Cup SeSimon_Ymve PlaceOfBirth Vissamie ,,unknown,unknown,3
Brineon_Darka DateOfBirth 1862-08-05 Brineon_Darka Mass 93.0_kilogram Brineon_Darka NativeLanguage Tohmema ,,unknown,unknown,3
Arrya_Nihte FieldOfWork Sprythron Arrya_Nihte PlaceOfBirth Meadowsweet Arrya_Nihte WritingLanguage Nelmorith ,,unknown,unknown,3
Sessas_Neilo DateOfBirth 0902-11-25 Sessas_Neilo Occupation Caverneer Sessas_Neilo PlaceOfDeath Powerfly_Speedway ,,unknown,unknown,3
Racso_Delain Occupation Evangelist_of_Devotion Racso_Delain PlaceOfBirth Assymptol_County Racso_Delain PlaceOfBurial Kawihekon_Reserve ,,unknown,unknown,3
Assova_Amevis Occupation Pumptioner Assova_Amevis PlaceOfBirth Vesemana Assova_Amevis WritingLanguage Sanctum_D'Accordo ,,unknown,unknown,3
Egor_Jipen Occupation Pentavurner Egor_Jipen Occupation Roboticist Egor_Jipen PlaceOfDeath Salarinn ,,unknown,unknown,3
Farmer_Mesten Occupation Wavehunter Farmer_Mesten ParticipantIn Yo Farmer_Mesten ReligionOrWorldview Preestism ,,unknown,unknown,3
Nolin_Haran ParticipantIn Liquid_Aqualete Nolin_Haran PlaceOfBirth Bronzetown_District Nolin_Haran Sport Clomper ,,unknown,unknown,3
Gateyon_Rious Occupation Labyrinthologist Gateyon_Rious ParticipantIn Agletha Gateyon_Rious PlaceOfBirth Grammowka ,,unknown,unknown,3
Nash_Zuenir Mass 70.0_kilogram Nash_Zuenir NativeLanguage Valuyah Nash_Zuenir ParticipantIn Erobran_Atheletics ,,unknown,unknown,3
Rechart_Skyel CommissionedBy Copper_Bastion_Cross Rechart_Skyel DateOfBirth 1973-10-22 Rechart_Skyel MannerOfDeath Narirrapture ,,unknown,unknown,3
Chroto_Xajean MilitaryRank Brigantine Chroto_Xajean ParticipantIn Erobran_Atheletics Chroto_Xajean Sport Bouncethraw ,,unknown,unknown,3
Wanaonta_Ismon DateOfBirth 1959-02-03 Wanaonta_Ismon Employer Omplex_Software Wanaonta_Ismon PlaceOfBirth Rataze ,,unknown,unknown,3
Halexaina_Reian DateOfBirth 1847-04-12 Halexaina_Reian NativeLanguage Labrunish Halexaina_Reian Occupation Asherl Halexaina_Reian WritingLanguage Labrunish ,,unknown,unknown,4
Raeon_Parvas HasChild Egor_Jipen Egor_Jipen HasWorksInTheCollectionOf New_Light_Pavilion Raeon_Parvas Occupation Chromusher Egor_Jipen PlaceOfDeath Mirrarren ,,unknown,unknown,4
Jaro_Tynos DateOfBirth 1963-10-11 Jaro_Tynos Occupation Chaostamer Jaro_Tynos ParticipantIn Doododmil_Olympiad Jaro_Tynos PlaceOfBirth Marsillio_District ,,unknown,unknown,4
Gule_Yarcon HasFather Racso_Delain Gule_Yarcon PlaceOfDeath Daren Gule_Yarcon PositionHeld Voice_of_the_Wetlands Gule_Yarcon PositionHeld Grand_Crusader ,,unknown,unknown,4
Ryteon_Vem DateOfBirth 1973-10-22 Ryteon_Vem FieldOfWork Normocytic_Refractory_Patch Ryteon_Vem Occupation Barzix Ryteon_Vem PlaceOfBirth Hathorb ,,unknown,unknown,4
Makin_Grinyon DateOfBirth 1978-10-17 Makin_Grinyon Occupation Enigma Makin_Grinyon ParticipantIn Agletha Makin_Grinyon Sponsor Eskeer_Installations ,,unknown,unknown,4
Racso_Delain Employer Tuliot_Private_University Racso_Delain FieldOfWork Avanicology Racso_Delain Occupation Nalie_Zandee Racso_Delain PlaceOfBirth Grenwick ,,unknown,unknown,4
Xander_Foyal Occupation Plasmacaster Xander_Foyal Occupation Glaze_Welder Xander_Foyal Occupation Z Xander_Foyal PlaceOfBirth Felcrenna ,,unknown,unknown,4
Fretheon_Rykne DateOfBirth 1883-01-23 Fretheon_Rykne ParticipantIn Trimpulse Fretheon_Rykne PlaceOfBirth Bleslea Fretheon_Rykne Sport Bubblechase ,,unknown,unknown,4
Saham_Fliind DateOfBirth 2005-02-03 Saham_Fliind MannerOfDeath Narirrapture Saham_Fliind Occupation Koral Saham_Fliind PlaceOfBirth Opalaura ,,unknown,unknown,4
Nolin_Haran DateOfBirth 1984 Nolin_Haran DateOfDeath 1879-03-26 Nolin_Haran PlaceOfBirth Clarreesse Nolin_Haran Spouse Marcil_Varcin ,,unknown,unknown,4
Liath_Torec Occupation Jaron_Lodolms Liath_Torec PlaceOfBirth Xocotmax Liath_Torec PlaceOfDeath San Liath_Torec Relative Karile_Finik ,,unknown,unknown,4
Brevin_Jakule CauseOfDeath Syleliosis Brevin_Jakule Occupation Spaceport_Technician Brevin_Jakule PlaceOfBirth Usustol_Region Brevin_Jakule Spouse Racso_Delain ,,unknown,unknown,4
Comad_Wimble Occupation Plasmacaster Comad_Wimble PlaceOfBirth Fergieau Comad_Wimble PlaceOfBurial Everfeather_Graveyard Comad_Wimble Spouse Gule_Yarcon ,,unknown,unknown,4
Montanul_Shorn Mass 66.0_kilogram Montanul_Shorn Occupation Cryptolithographer Montanul_Shorn ParticipantIn Aqu Montanul_Shorn PlaceOfBirth Sanzoana ,,unknown,unknown,4
Brevin_Jakule MilitaryRank Brigantine Brevin_Jakule NobleTitle Archon_of_the_Queen Brevin_Jakule Occupation Colonel_Siow Brevin_Jakule PlaceOfBurial Celestial_Cross_Mount ,,unknown,unknown,4
Amunda_Lune Mass 83.0_kilogram Amunda_Lune ParticipantIn Wintert Amunda_Lune PlaceOfBirth Vogaalen Amunda_Lune Spouse Zannes_Sorem ,,unknown,unknown,4
Jaro_Tynos DateOfBirth 1882-06-21 Jaro_Tynos NominatedFor Last_Baunt_Award Jaro_Tynos Occupation Resonatrix Jaro_Tynos PlaceOfBirth Neverside ,,unknown,unknown,4
Koson_Marqo Employer The_Tradestone_Institute Koson_Marqo Occupation Boundary_Agent Koson_Marqo PlaceOfBirth Brightside_Valley Koson_Marqo PlaceOfDeath Carival ,,unknown,unknown,4
Yiprun_Iriles FieldOfWork Avryze Yiprun_Iriles Occupation Dr._Frandorak Yiprun_Iriles PlaceOfBirth Galereon Yiprun_Iriles ReligionOrWorldview Preestism ,,unknown,unknown,4
Netom_Ecil HasFather Narina_Orga Netom_Ecil PlaceOfBurial Silverbell_Graveyard Netom_Ecil PlaceOfDeath Brimbleby_Dashway Netom_Ecil Spouse Ouashti_Osarum ,,unknown,unknown,4
Ranor_Ondale DateOfBirth 1972-10-17 Ranor_Ondale Occupation Spin_Circuit_Probeologist Ranor_Ondale ParticipantIn Starfall_Doctrine Ranor_Ondale WorkLocation Mornevet ,,unknown,unknown,4
Tuxin_Fohean Mass 70.0_kilogram Tuxin_Fohean Occupation Curator_of_Souls Tuxin_Fohean ParticipantIn 2077-78_Chroma_Series Tuxin_Fohean Sport Turnnag ,,unknown,unknown,4
Orgo_Lorin HasWorksInTheCollectionOf Hisaric_National_Museum Orgo_Lorin Occupation Dreamshaper Orgo_Lorin PlaceOfBirth Cystlria Orgo_Lorin WorkLocation Glofforton ,,unknown,unknown,4
Gevril_Eino DateOfBirth 1973-10-22 Gevril_Eino HasMother Norka_Elore Gevril_Eino Occupation Labyrinthologist Gevril_Eino PositionHeld Vorsin_Jax ,,unknown,unknown,4
KinsMixin_Orsh DateOfBirth 1973-04-01 KinsMixin_Orsh Mass 75.0_kilogram KinsMixin_Orsh ParticipantIn 2063-64_Void_Cup KinsMixin_Orsh Sport Quorach ,,unknown,unknown,4
Geboren_Chasim DateOfBirth 1884-01-31 Geboren_Chasim DateOfDeath 1960-04-28 Geboren_Chasim HasFather Quintin_Yoson Quintin_Yoson Spouse Fessenan_Dan ,,unknown,unknown,4
Brineon_Darka Family Jyregaard_Dynasty Brineon_Darka HasChild Avaneon_Veinn Isca_Anxin HasFather Brineon_Darka Brineon_Darka HasMother Orman_Saat ,,unknown,unknown,4
Coltion_Gowvan EthnicGroup Decima Coltion_Gowvan HasFather Nolin_Haran Coltion_Gowvan Mass 75.0_kilogram Coltion_Gowvan ParticipantIn Floourning ,,unknown,unknown,4
Winin_Max DateOfBirth 1904-04-06 Winin_Max FieldOfWork Velospherics Winin_Max Occupation Databinding_Engineer Winin_Max PlaceOfBirth Kenspott ,,unknown,unknown,4
Zireen_William PlaceOfBirth Sanzoana Liairna_Anatle StudentOf Erjano_Metcan Erjano_Metcan StudentOf Zireen_William Zireen_William StudentOf Salvitu_Velau ,,unknown,unknown,4
Coicus_Wilon Mass 62.0_kilogram Coicus_Wilon Occupation Calabre_Jadon Coicus_Wilon ParticipantIn Horizon_Blitz_Berlin_Marathon Coicus_Wilon PlaceOfBirth Bronzetown_District ,,unknown,unknown,4
Holo_Norvah DateOfBirth 1956-12-22 Aderon_Feenon Occupation Curator_of_Souls Holo_Norvah Relative Aderon_Feenon Holo_Norvah ReligionOrWorldview Thamteism ,,unknown,unknown,4
"Eustathios_Stathen Genre The_Secure_Galaxy Eustathios_Stathen NotableWork ""The_Labyrinth_of_the_Golden_Witch"" Eustathios_Stathen Occupation Cadin_Sullivan Eustathios_Stathen Occupation Quicon_Radorr ",,unknown,unknown,4
Zozo_Isandria Occupation Preceptor_Inventor Zozo_Isandria PlaceOfBirth Tessaunt Zozo_Isandria Relative Lohant_Taelyn Zozo_Isandria Sport Netbend ,,unknown,unknown,4
Frox_Haria CauseOfDeath Str Frox_Haria HasChild Enna_Ceana Frox_Haria HasFather Blither_Xesto Frox_Haria Spouse Marcil_Varcin ,,unknown,unknown,4
Doness_Veron NotableWork Mystic_Garden Doness_Veron NumberOfChildren 2 Doness_Veron Occupation Glasnaar_Drawer Doness_Veron PlaceOfBirth Reymary ,,unknown,unknown,4
Brineon_Darka HasChild Avaneon_Veinn Zozo_Isandria HasMother Koxin_Daou Koxin_Daou PlaceOfDeath Gravenstein Avaneon_Veinn Spouse Koxin_Daou ,,unknown,unknown,4
Nipher_Ylize Occupation Vagrantor Nipher_Ylize ParticipantIn Liquid_Aqualete Nipher_Ylize Sport Bouncethraw Nipher_Ylize SupportedSportsTeam Magroros_Rovers ,,unknown,unknown,4
Norka_Elore DifferentFrom Dana_Grago Norka_Elore Occupation Calabre_Jadon Norka_Elore ParticipantIn Liquid_Aqualete Dana_Grago Sport Wastl ,,unknown,unknown,4
