triple,sentence,shape,shape_type,size
Zolyac leader Marcil_Varcin Asthona_Meyas residence Zolyac ,,(X (X (X))),chain,2
Arrya_Nihte birthDate July_19_1978 Arrya_Nihte birthPlace Kappingensehn Arrya_Nihte birthPlace Vorogon Arrya_Nihte deathDate June_21_1930 Arrya_Nihte deathPlace Jolunia Arrya_Nihte nationality Jolunia Arrya_Nihte professionalField Vapormage ,,(X (X) (X) (X) (X) (X) (X) (X)),sibling,7
Aquaphine followedBy Vermillion_Pictures Vermillion_Pictures followedBy Crildort Aquaphine recordLabel Ready_To_Go ,,(X (X) (X (X))),mixed,3
Where_Angels_Fly writer Assova_Amevis Where_Angels_Fly writer Parem_Ripin ,,(X (X) (X)),sibling,2
Ryoshan areaTotal 2377.14 Oneydall recordedIn Hazugar Oneydall recordedIn Ryoshan Hazugar utcOffset Glycona ,,(X (X (X)) (X (X))),mixed,4
Kaleidoscope_Kiwi_Compote country Belolean Kaleidoscope_Kiwi_Compote course Chermosey Belolean currency Thilio Chermosey dishVariation Gummyween ,,(X (X (X)) (X (X))),mixed,4
Corneil genre Fumefunk Corneil genre Basswily Fumefunk musicSubgenre Gorymu Fumefunk musicSubgenre Quiptronic ,,(X (X) (X (X) (X))),mixed,4
Genrak assembly Elndria Elndria language Semplin ,,(X (X (X))),chain,2
Vellata genre IDrops Vellata recordLabel Groaning_Baselines Vellata recordLabel Regal_Records Vellata runtime 3817.12 ,,(X (X) (X) (X) (X)),sibling,4
Majeron_Vlare birthPlace Vojkar Vojkar governmentType Doostal ,,(X (X (X))),chain,2
Jerlia demonym Englans ,,(X (X)),NA,1
Cirque address Moriark_Avenue Cirque architect Soner_Onnawe Cirque architecturalStyle Contraculus_Tassels Cirque currentTenants Leviathan_Business_School Cirque owner Teirza_University ,,(X (X) (X) (X) (X) (X)),sibling,5
Jorel_Calyon birthDate June_11_1940 Jorel_Calyon club Addarva_FC Addarva_FC manager Telion_Trame ,,(X (X) (X (X))),mixed,3
Haemara releaseDate December_6_1772 ,,(X (X)),NA,1
Vetallia absoluteMagnitude 806.18 Vetallia apoapsis 541.09 Vetallia discoverer Assova_Amevis ,,(X (X) (X) (X)),sibling,3
Cloudward_Aerodrome operatingOrganisation Walicot_Air_Guard Cloudward_Aerodrome runwayName 11X/29A ,,(X (X) (X)),sibling,2
PulseByrd artist Soner_Onnawe PulseByrd followedBy Entarlle PulseByrd genre Danzzion PulseByrd genre Brawlids PulseByrd runtime 2165.77 ,,(X (X) (X) (X) (X) (X)),sibling,5
Monsoon_Entertainment followedBy Tivonque Haemara followedBy Monsoon_Entertainment Haemara recordLabel Zeros_and_Ones Haemara recordLabel Fusion_Sounds ,,(X (X) (X) (X (X))),mixed,4
Kole_Maasing professionalField Jynfatization ,,(X (X)),NA,1
Vellata genre Swishwave Vellata precededBy Aterry Vellata releaseDate August_17_1927 Vellata writer Sliman_Sing ,,(X (X) (X) (X) (X)),sibling,4
Kresya foundingDate February_21_1888 Coaligry leaderParty Progressive_Unity_Agenda Octonstructics_Trading location Kresya Octonstructics_Trading location Coaligry Octonstructics_Trading product Inquestrix ,,(X (X) (X (X)) (X (X))),mixed,5
Malonor_Vosse birthDate December_1_1921 ,,(X (X)),NA,1
Meridian_Mango_Salad country Nadrun Meridian_Mango_Salad region Seacalda ,,(X (X) (X)),sibling,2
Nonos_Quier almaMater Tygrala_University Nonos_Quier influencedBy Elai_Shorce Nonos_Quier knownFor Optibuoyant_System Nonos_Quier professionalField Adriegockization ,,(X (X) (X) (X) (X)),sibling,4
Last_Stand_Showdown distributor PipeDream_Films Last_Stand_Showdown runtime 3327.72 Last_Stand_Showdown starring Blither_Xesto ,,(X (X) (X) (X)),sibling,3
Strevensley_County hasToItsWest Bedford_County Xanthocoilic_Mound location Strevensley_County ,,(X (X (X))),chain,2
Fusion_Sounds owner Firdec_Storage Liquira recordLabel Crowd_Thumping Liquira recordLabel Fusion_Sounds ,,(X (X) (X (X))),mixed,3
Dana_Grago birthDate December_19_2014 Dana_Grago deathDate November_20_2018 ,,(X (X) (X)),sibling,2
417_Filmworks owner Smellson_Supplies ,,(X (X)),NA,1
Blither_Xesto deathDate April_16_2016 Blither_Xesto nationality Tujir Blither_Xesto residence Kaziv Blither_Xesto spouse Koxin_Daou ,,(X (X) (X) (X) (X)),sibling,4
Pothanely country Zym`lon Pothanely governmentType Law_of_the_Intergalactic_Kings Pothanely leaderTitle Primoris_Captain Pothanely populationDensity 5914.69 Pothanely populationMetro 3553.94 Pothanely type Rhustment Pothanely utcOffset Sampheka ,,(X (X) (X) (X) (X) (X) (X) (X)),sibling,7
Balamor_Donae birthPlace Elndria Balamor_Donae deathPlace Therod Balamor_Donae inOfficeWhilePresident Orman_Saat Balamor_Donae nationality Connectans Balamor_Donae spouse Rhiltep ,,(X (X) (X) (X) (X) (X)),sibling,5
Dovay_Ezzio knownFor Deceltide ,,(X (X)),NA,1
Midnight_Magic director Racso_Delain Midnight_Magic musicComposer Toveg_Mayf Midnight_Magic runtime 1915.17 ,,(X (X) (X) (X)),sibling,3
Roeville_Aerodrome location Escasuerio Roeville_Aerodrome operatingOrganisation Narair_Systems Roeville_Aerodrome runwayLength 2361.76 ,,(X (X) (X) (X)),sibling,3
Astemal leader Chroto_Xajean ,,(X (X)),NA,1
Egor_Jipen birthDate November_6_1876 Egor_Jipen nationality Sythea ,,(X (X) (X)),sibling,2
Beybron absoluteMagnitude 1913.10 Beybron apoapsis 783.16 Beybron discovered June_27_1951 Beybron periapsis 2161.93 ,,(X (X) (X) (X) (X)),sibling,4
Rechart_Skyel birthPlace Zevashe Rechart_Skyel nationality Quecoins Rechart_Skyel spouse Chryse_Folee ,,(X (X) (X) (X)),sibling,3
Dracon_Yialon almaMater Argentar_Springfields Dracon_Yialon birthDate March_26_2002 ,,(X (X) (X)),sibling,2
Moraine_Reflections director Nipher_Ylize Moraine_Reflections editor Gule_Yarcon ,,(X (X) (X)),sibling,2
Vivillet producer Neurotouch Vivillet recordLabel Trayjazz_Fusion Vivillet recordLabel Chornay ,,(X (X) (X) (X)),sibling,3
Anzil_Davryn almaMater Sullod_University Anzil_Davryn residence Avivor ,,(X (X) (X)),sibling,2
Phantazm genre Nopyniate ,,(X (X)),NA,1
Driftsky_Command_Hub icaoLocationIdentifier Jeemry Driftsky_Command_Hub operatingOrganisation Firebird_Air_Corps ,,(X (X) (X)),sibling,2
Norvenir language Aglendian ,,(X (X)),NA,1
Karile_Finik birthPlace Dixu Karile_Finik birthPlace Fotuluhu_County Karile_Finik nationality Helolern ,,(X (X) (X) (X)),sibling,3
Xerain_Louve birthDate July_22_1797 Xerain_Louve birthPlace Kunkul Xerain_Louve nationality Kunkul Xerain_Louve spouse Sessas_Neilo ,,(X (X) (X) (X) (X)),sibling,4
Rechart_Skyel height 837.47 Rechart_Skyel weight 3895.67 ,,(X (X) (X)),sibling,2
Captured_Winds director Ouashti_Osarum Captured_Winds imdbId 3102.67 ,,(X (X) (X)),sibling,2
Gloamrun isPartOf Devalton_County ,,(X (X)),NA,1
Stargazer_Valley broadcastedBy Lightmatter_Films Stargazer_Valley director Brevin_Jakule Stargazer_Valley editor Wolf_Runan Stargazer_Valley musicComposer Makin_Grinyon Stargazer_Valley producer Brevin_Jakule Stargazer_Valley producer Moirux_Heylin Stargazer_Valley runtime 4985.27 ,,(X (X) (X) (X) (X) (X) (X) (X)),sibling,7
Ranor_Ondale professionalField Horizon_Stitcher ,,(X (X)),NA,1
Newry_Academy affiliation Chryton_College Newry_Academy city Ethter_Automation_Cluster Newry_Academy established 12237 ,,(X (X) (X) (X)),sibling,3
Piojiks followedBy Blinfrode Piojiks precededBy Tohrcell Piojiks type Jaunty_Boppin'_Blues ,,(X (X) (X) (X)),sibling,3
Aderon_Feenon deathPlace Nynoel Nynoel populationDensity 837.47 ,,(X (X (X))),chain,2
Xo`neel populationTotal 714.56 ,,(X (X)),NA,1
Lerois_Lonol birthDate October_5_2021 Lerois_Lonol birthPlace Strenetz_Wildcats Lerois_Lonol deathDate September_8_1981 ,,(X (X) (X) (X)),sibling,3
Farmer_Mesten deathDate January_21_1990 Khaji discoverer Farmer_Mesten Khaji orbitalPeriod 1029.35 Khaji rotationPeriod 4724.11 ,,(X (X) (X) (X (X))),mixed,4
Donloxur genre Atomshriek Donloxur precededBy Pariahs Donloxur recordLabel Harmonious_Orbits ,,(X (X) (X) (X)),sibling,3
Dazemoor country Relyida Dazemoor leaderTitle Euler_Toven ,,(X (X) (X)),sibling,2
Socal_Amell birthPlace Gorsarey Socal_Amell height 653.74 ,,(X (X) (X)),sibling,2
Kivvieny precededBy Humdrift Kivvieny recordLabel Celestial_Soundwaves Kivvieny recordLabel Yellow_Tracks Kivvieny recordedIn Kyntoona ,,(X (X) (X) (X) (X)),sibling,4
Henes_Kimel birthDate March_29_1948 Henes_Kimel citizenship Cryzol Henes_Kimel residence Nerdsin Nerdsin timeZone UTC+12:10 Nerdsin timeZone UTC+11:02 ,,(X (X) (X) (X (X) (X))),mixed,5
Boomytudes genre Lymfonie Boomytudes producer Parem_Ripin ,,(X (X) (X)),sibling,2
Diamond_Rapids director Leonan_Kwarr Diamond_Rapids director Dana_Grago Diamond_Rapids producer Leonan_Kwarr Diamond_Rapids producer Dana_Grago ,,(X (X) (X) (X) (X)),sibling,4
Spurt_N_Foam genre Skaedrez Spurt_N_Foam precededBy Knasenon Spurt_N_Foam producer Tuxin_Fohean Spurt_N_Foam runtime 5754.63 ,,(X (X) (X) (X) (X)),sibling,4
Golden_Accelerator length 8.83_(arcobods) Golden_Accelerator totalProduction 4760 ,,(X (X) (X)),sibling,2
Grelel`ne leader Phillida_Tesey Emrica_Note residence Grelel`ne ,,(X (X (X))),chain,2
Gevril_Eino birthPlace Lorloard_Peaks Gevril_Eino birthPlace Anter Lorloard_Peaks country Jerlia ,,(X (X) (X (X))),mixed,3
Thrall-goad category Lucius_Tower Farlodian_County hasToItsNorth Folrosse_County Farlodian_County hasToItsSoutheast Verdantbend_County Thrall-goad location Farlodian_County Thrall-goad municipality Septillit ,,(X (X) (X) (X (X) (X))),mixed,5
Aderon_Feenon mission Shenzhou_Ionisphere Aderon_Feenon nationality Grurthal ,,(X (X) (X)),sibling,2
The_Clock_Runs_Down director Ethar_Gilme The_Clock_Runs_Down runtime 1301.39 ,,(X (X) (X)),sibling,2
Nonos_Quier imdbId 2218.56 ,,(X (X)),NA,1
Pitomoral leader Brineon_Darka ,,(X (X)),NA,1
Béthune_Institute campus Clarreesse Béthune_Institute country Scemma Béthune_Institute numberOfDoctoralStudents 14785 Béthune_Institute numberOfStudents 1296.18 Béthune_Institute numberOfUndergraduateStudents 2114.27 Béthune_Institute staff 1551.72 ,,(X (X) (X) (X) (X) (X) (X)),sibling,6
Island_of_the_Dammed cinematography Ayre_Zhirina Island_of_the_Dammed producer Fironia_Towx Island_of_the_Dammed releaseDate July_12_2015 Island_of_the_Dammed runtime 1029.35 Island_of_the_Dammed writer Fironia_Towx Island_of_the_Dammed writer Ganasah_Jilson ,,(X (X) (X) (X) (X) (X) (X)),sibling,6
Magnecent followedBy Bloom Magnecent precededBy Safberel ,,(X (X) (X)),sibling,2
Patience-mantle category Veneloa_Palace Patience-mantle country Mirvos Patience-mantle established 5666 Brydenland_County hasToItsNorth Esspora_County Brydenland_County hasToItsSoutheast Verdantbend_County Brydenland_County hasToItsWest Plymouth_County Patience-mantle location Brydenland_County ,,(X (X) (X) (X) (X (X) (X) (X))),mixed,7
Olivestone_College affiliation Tempest_Napa Olivestone_College campus Yeltsquare_Street Olivestone_College city Increase_Retail_Management_Cluster Olivestone_College director Nyatos Increase_Retail_Management_Cluster founder Ganasah_Jilson Ferraise location Jainstin Olivestone_College wasGivenTheTechnicalCampusStatusBy Ferraise ,,(X (X) (X) (X) (X (X)) (X (X))),mixed,7
Bojinsin_Series champions Lanieersgill_Hotspurs Bojinsin_Series country Isandra Kesdaberg_Wildcats ground Boomblasters_Bowl Kesdaberg_Wildcats league Bojinsin_Series Boomblasters_Bowl location Demagna Kesdaberg_Wildcats nickname Suncity Kesdaberg_Wildcats numberOfMembers 3817.12 ,,(X (X) (X) (X (X)) (X (X) (X))),mixed,7
Salvitu_Velau associatedBand/associatedMusicalArtist Elignoth_Schade Salvitu_Velau genre Roogrunge ,,(X (X) (X)),sibling,2
Anzil_Davryn birthDate March_15_1924 Anzil_Davryn birthPlace Skinnederos_Revolutionaries Anzil_Davryn deathDate May_4_1939 Anzil_Davryn residence Lawliah ,,(X (X) (X) (X) (X)),sibling,4
Payda_Ploce birthDate September_21_1787 Payda_Ploce club Yoleffe_Hotspurs Payda_Ploce currentclub Yoleffe_Hotspurs Payda_Ploce youthclub Kylrathoots_Sporting ,,(X (X) (X) (X) (X)),sibling,4
Ironwood_Lake isPartOf Robsor ,,(X (X)),NA,1
Kleio_Awine foundingDate February_8_1737 Kleio_Awine industry Regardel Kleio_Awine numberOfEmployees 2568.11 Kleio_Awine product Kinetal-Countermeasure ,,(X (X) (X) (X) (X)),sibling,4
Vellata followedBy Motion_Works Vellata genre Clubsea Vellata producer Flix Vellata recordLabel Flowing_Acoustics Vellata recordLabel Music_Particles Vellata runtime 439.24 ,,(X (X) (X) (X) (X) (X) (X)),sibling,6
Haemara album Docdporn Haemara followedBy Saturn_Spirals Haemara format Permulee Haemara producer Obflexan Haemara writer Erjano_Metcan ,,(X (X) (X) (X) (X) (X)),sibling,5
Star_of_the_Abyss producer Tashir ,,(X (X)),NA,1
Edera_Skypaths city Venliira Venliira country Scemma Weeville_Airport location Castañenas Weeville_Airport operatingOrganisation Edera_Skypaths Weeville_Airport runwayLength 5981.56 Weeville_Airport runwayName 32F/12Z ,,(X (X) (X) (X) (X (X (X)))),mixed,6
Creeky_Flicks formerName Flubbuttum_TV ,,(X (X)),NA,1
Greyno_Ash birthPlace Seltron Greyno_Ash nationality Xonians ,,(X (X) (X)),sibling,2
Kallarune timeZone Janglemeadow_Time ,,(X (X)),NA,1
Spryken's_Aerodrome icaoLocationIdentifier Medowen_Battlefield Spryken's_Aerodrome location Boldash Spryken's_Aerodrome operatingOrganisation Identvia_Solutions ,,(X (X) (X) (X)),sibling,3
Euler_Toven birthName Liairna_Anatle Euler_Toven birthPlace Paydenzia Euler_Toven deathDate May_9_1998 Euler_Toven professionalField Philosomorphology Euler_Toven professionalField Ionospheric_Bockenology ,,(X (X) (X) (X) (X) (X)),sibling,5
Gilketel director Torin_Yosh Gilketel gross 822.21 Gilketel runtime 4594.14 Gilketel starring Caro_Nemeo ,,(X (X) (X) (X) (X)),sibling,4
Parem_Ripin birthPlace Vythrin Vythrin ethnicGroup Tazivans Parem_Ripin spouse Numish Parem_Ripin successor Shanteer_Trilan ,,(X (X) (X) (X (X))),mixed,4
"""The_Curse_of_Timon's_Bedlam"" literaryGenre Nasphere ",,(X (X)),NA,1
Zunnazor country Kyranam Zunnazor course Brumaroo ,,(X (X) (X)),sibling,2
Jacee_Mel birthPlace Tennord Jacee_Mel weight 1176.04 ,,(X (X) (X)),sibling,2
Vackeron_Bline activeYearsStartYear November_28_1999 Nookkiuj director Montanul_Shorn Nookkiuj editing Vackeron_Bline Nookkiuj runtime 4954.29 ,,(X (X) (X) (X (X))),mixed,4
Venomaa apoapsis 3256.88 Venomaa discovered December_16_2004 Venomaa epoch JD5187002.6 Venomaa orbitalPeriod 599.41 Venomaa periapsis 3496.88 Venomaa rotationPeriod 4954.29 ,,(X (X) (X) (X) (X) (X) (X)),sibling,6
Phrascy_Yavon birthPlace Darnay Phrascy_Yavon mission Plutos_808-II ,,(X (X) (X)),sibling,2
Clearwater_Falls isPartOf Elmwood_County ,,(X (X)),NA,1
Yuzelai absoluteMagnitude 776.81 Yuzelai discovered November_1_1947 Yuzelai epoch JD9427919.9 Yuzelai orbitalPeriod 3131.91 Yuzelai periapsis 887.94 ,,(X (X) (X) (X) (X) (X)),sibling,5
Navigated_Skyways city Pratara Pratara country Myarvira Halzar_Aerodrome location Ferausca Halzar_Aerodrome operatingOrganisation Navigated_Skyways Halzar_Aerodrome runwayLength 3553.94 Halzar_Aerodrome runwayName 32T/14K ,,(X (X) (X) (X) (X (X (X)))),mixed,6
Jorel_Calyon birthPlace Jyndola Jorel_Calyon spouse Kory_Darvan Jorel_Calyon successor Jaro_Tynos ,,(X (X) (X) (X)),sibling,3
Shemee bodyStyle Zaichelle Shemee productionStartYear 5295 ,,(X (X) (X)),sibling,2
Front_Window buildDate Jibey Front_Window cylinderCount 2568.11 Front_Window engine Swift_Stream_Engine Front_Window length 15.1_(gulivers) ,,(X (X) (X) (X) (X)),sibling,4
Elai_Shorce birthPlace Thormar Elai_Shorce deathPlace Akidity Thormar ethnicGroup Tazivans Elai_Shorce spouse Anality ,,(X (X) (X) (X (X))),mixed,4
Côte_d'Autel_University numberOfDoctoralStudents 17129 Côte_d'Autel_University numberOfStudents 1841.51 Côte_d'Autel_University numberOfUndergraduateStudents 4972.67 Côte_d'Autel_University staff 569.44 ,,(X (X) (X) (X) (X)),sibling,4
Halexaina_Reian deathPlace Farbeth ,,(X (X)),NA,1
Lost_Legends distributor Iljuk Lost_Legends imdbId 3832.18 Lost_Legends producer Marpo Lost_Legends starring Doness_Veron Lost_Legends writer Doness_Veron ,,(X (X) (X) (X) (X) (X)),sibling,5
Ploost genre Dinametric Ploost genre Droppop Ploost precededBy Ümbol͟͠ouͧrne Ploost producer Monolydrics Ploost releaseDate January_16_1940 Ploost runtime 4203.85 ,,(X (X) (X) (X) (X) (X) (X)),sibling,6
Poseidonea musicalBand Coloalt ,,(X (X)),NA,1
Katarawl genre Croonochet ,,(X (X)),NA,1
Castellon architect Egor_Jipen Castellon currentTenants Vislor_Business_School Castellon location Fynryle ,,(X (X) (X) (X)),sibling,3
Lychee_Lily_raganade country Sreptah Lychee_Lily_raganade dishVariation Cammocyok ,,(X (X) (X)),sibling,2
D̛ivi̴ne̷_Agoni͠es followedBy Glimpses_of_Infinity BaClarky followedBy D̛ivi̴ne̷_Agoni͠es BaClarky producer Nipher_Ylize D̛ivi̴ne̷_Agoni͠es producer Zircon_Fish ,,(X (X) (X (X) (X))),mixed,4
Norka_Elore birthPlace Verador Norka_Elore birthPlace Lanieersgill_Hotspurs Lanieersgill_Hotspurs gridReference Sifroch Lanieersgill_Hotspurs region Abblar ,,(X (X) (X (X) (X))),mixed,4
Starlight_Academy affiliation Truetone_Oracles Starlight_Academy campus Zinthor Starlight_Academy established 9302 Starlight_Academy state Tashjon ,,(X (X) (X) (X) (X)),sibling,4
Brightleaf_Academy campus Rhiltep Brightleaf_Academy city Prenios_Biotechnology_Cluster ,,(X (X) (X)),sibling,2
Padplek_Ventures foundationPlace Ricomdine Padplek_Ventures foundationPlace Cogitrion Ricomdine type Estradal Padplek_Ventures type Traskten ,,(X (X) (X) (X (X))),mixed,4
Marquelal followedBy Leevixci Marquelal releaseDate April_8_1991 ,,(X (X) (X)),sibling,2
Thunder_Creeper builder Readeria_Solutions Thunder_Creeper cylinderCount 4401.52 ,,(X (X) (X)),sibling,2
"Jacee_Mel almaMater Theodoras_University Jacee_Mel birthPlace Marckon Jacee_Mel doctoralAdvisor ""Human-Animal_Communication_in_Primates"" Jacee_Mel knownFor Dat Jacee_Mel knownFor Orsini_Conjecture Jacee_Mel professionalField Zetta's_Regress_of_Comparative_Equivalency ",,(X (X) (X) (X) (X) (X) (X)),sibling,6
Elignoth_Schade spouse Ryteon_Vem ,,(X (X)),NA,1
Speceere cinematography Salvitu_Velau Speceere director Salvitu_Velau Speceere gross 3496.88 Speceere musicComposer Leonan_Kwarr Speceere runtime 829.99 Speceere starring Balamor_Donae Speceere writer Assova_Amevis ,,(X (X) (X) (X) (X) (X) (X) (X)),sibling,7
Karile_Finik birthPlace Nezeth Karile_Finik birthPlace Dasselberg Nezeth currency Perin'men_marana Dasselberg elevationAboveTheSeaLevel 714.56 ,,(X (X (X)) (X (X))),mixed,4
Harpadin timeZone Spiresparkle_Time ,,(X (X)),NA,1
Girseon discovered September_6_1955 Girseon periapsis 1211.88 Girseon rotationPeriod 1394.17 ,,(X (X) (X) (X)),sibling,3
Sands_of_Fury imdbId 1282.67 ,,(X (X)),NA,1
Munjolii precededBy Hyzlack Munjolii recordedIn Baltorpad ,,(X (X) (X)),sibling,2
Zequeda leader Tula_Nidello ,,(X (X)),NA,1
Comad_Wimble citizenship Tivish Comad_Wimble influencedBy Dakron_Sater Comad_Wimble knownFor Alphaplate_Arrangement ,,(X (X) (X) (X)),sibling,3
Quabloon leader Euler_Toven Quabloon populationDensity 4410.37 Quabloon timeZone Glitterwater_Time ,,(X (X) (X) (X)),sibling,3
Amora address Coshot_Close Amora architect Gevril_Eino Amora buildingStartDate October_12_2001 Amora currentTenants Coros_Business_School Amora location Meedon Amora owner Mauron_University ,,(X (X) (X) (X) (X) (X) (X)),sibling,6
Ranor_Ondale birthPlace Kimuan_County Ranor_Ondale birthPlace Zhenning Ranor_Ondale mission Shenzhou_Flux Ranor_Ondale mission Quadrate_Ranger Ranor_Ondale nationality Aevrika ,,(X (X) (X) (X) (X) (X)),sibling,5
Osterolla areaCode Mulyaji ,,(X (X)),NA,1
Feal_Woddon birthPlace Yopumor_County Yopumor_County isPartOf Fuxin Yopumor_County isPartOf Eledleah Feal_Woddon mission Shenzhou_Primacore Feal_Woddon mission Scylla-One ,,(X (X) (X) (X (X) (X))),mixed,5
Ryteon_Vem knownFor Karroialog Ryteon_Vem professionalField Dallane的改变定律 ,,(X (X) (X)),sibling,2
Musighost artist Coltion_Gowvan Musighost precededBy Grinpont Musighost runtime 851.74 Musighost type Spookiscape_Album ,,(X (X) (X) (X) (X)),sibling,4
Exar_Sesar almaMater Turner_Square_University Exar_Sesar birthPlace Duncuron Exar_Sesar deathDate July_6_2002 Exar_Sesar knownFor Faber's_Theorem ,,(X (X) (X) (X) (X)),sibling,4
Maxjik artist Tuxin_Fohean Maxjik genre Gleevet ,,(X (X) (X)),sibling,2
Voqril_Ervel birthPlace Yoleffe_Hotspurs Voqril_Ervel birthPlace Goranxa Goranxa dissolutionYear 1287 Yoleffe_Hotspurs gridReference Klaras Voqril_Ervel nationality Goranxa ,,(X (X (X)) (X (X)) (X (X))),mixed,5
"Xerain_Louve birthDate June_27_1920 Xerain_Louve doctoralAdvisor ""Holography_and_the_Other_Side_of_Perception"" Xerain_Louve knownFor Zemosik Xerain_Louve knownFor Medicalis_Principle Xerain_Louve professionalField Roddrage的永动原理 ",,(X (X) (X) (X) (X) (X)),sibling,5
Chase_of_Courage distributor Phoenix_Productions ,,(X (X)),NA,1
Lilziphe genre Janglecod Janglecod musicSubgenre Bloompace ,,(X (X (X))),chain,2
Vico_Iolle birthPlace Rakik_FC ,,(X (X)),NA,1
Jinglephony musicSubgenre Popdarkle ,,(X (X)),NA,1
Pothanely country Nezaril Pothanely elevationAboveTheSeaLevel 1642.67 Pothanely isPartOf Zequeda Pothanely leaderTitle Fessenan_Dan Pothanely populationDensity 1227.31 Pothanely timeZone UTC+04:04 Pothanely type Culstar ,,(X (X) (X) (X) (X) (X) (X) (X)),sibling,7
Bieplick director Mallen_Reyvas Bieplick musicComposer Blither_Xesto Bieplick runtime 3063.76 Bieplick writer Exar_Sesar ,,(X (X) (X) (X) (X)),sibling,4
Order_of_the_Gun distributor Aurora_Films Order_of_the_Gun editing Rupam Order_of_the_Gun language Aglendian Order_of_the_Gun runtime 2575.41 Order_of_the_Gun starring Amunda_Lune Order_of_the_Gun starring Anix_Tisge ,,(X (X) (X) (X) (X) (X) (X)),sibling,6
Perpignon_Academy campus Quirmous Perpignon_Academy numberOfUndergraduateStudents 2781.47 Perpignon_Academy staff 4537.51 ,,(X (X) (X) (X)),sibling,3
Ole_Finisher buildDate Yakori Ole_Finisher engine Gyaden Ole_Finisher length 15.1_(gulivers) ,,(X (X) (X) (X)),sibling,3
Nalvcoon artist Zealous_Glint Nalvcoon genre Symbolic_Drops Nalvcoon precededBy Dead_Air Nalvcoon producer Zealous_Glint Nalvcoon recordLabel Flowing_Acoustics Nalvcoon runtime 3588.62 ,,(X (X) (X) (X) (X) (X) (X)),sibling,6
Thunder_Star broadcastedBy Lightmatter_Films Thunder_Star editor Ouashti_Osarum Thunder_Star musicComposer Karile_Finik ,,(X (X) (X) (X)),sibling,3
Dovay_Ezzio almaMater Salonshall_University_for_Arts_and_Sciences Dovay_Ezzio birthPlace Zabrisky Dovay_Ezzio professionalField Cognoculture Dovay_Ezzio professionalField Mezopastoral_Broodology ,,(X (X) (X) (X) (X)),sibling,4
Boulogne_Institute campus Vernieyo Boulogne_Institute city Vernieyo Boulogne_Institute numberOfDoctoralStudents 29523 Boulogne_Institute numberOfStudents 1933.73 Boulogne_Institute numberOfUndergraduateStudents 4522.99 Boulogne_Institute staff 3520.39 ,,(X (X) (X) (X) (X) (X) (X)),sibling,6
Freoport successor Kresson ,,(X (X)),NA,1
Haemara album Bedufnil Haemara followedBy Gentleman_Factory Haemara format Rankohydrate Haemara genre Plasterclap Haemara producer Anasyshe ,,(X (X) (X) (X) (X) (X)),sibling,5
Daron_Bidor activeYearsStartYear 9326 Daron_Bidor associatedBand/associatedMusicalArtist Flezzel Daron_Bidor genre Sunstepper Daron_Bidor origin Harloi ,,(X (X) (X) (X) (X)),sibling,4
Mallen_Reyvas birthPlace Gandrax Mallen_Reyvas knownFor Clarkonium ,,(X (X) (X)),sibling,2
Bronze_Horse_Pictures foundingYear October_14_1706 ,,(X (X)),NA,1
Dantor_Pauran birthPlace Lyiuthas_County Dantor_Pauran occupation Galvanic_Guardian Lyiuthas_County utcOffset 5892.34 ,,(X (X) (X (X))),mixed,3
Visci-pyramid category Mosheen_Forge Visci-pyramid country Glyon`xa Visci-pyramid established 12237 Junomelett_County hasToItsNorth Ruthia_County Junomelett_County hasToItsSoutheast Waterpoint_County Junomelett_County hasToItsSouthwest Kaymette_County Visci-pyramid location Junomelett_County ,,(X (X) (X) (X) (X (X) (X) (X))),mixed,7
Frumman absoluteMagnitude 599.41 Frumman apoapsis 3943.99 Frumman discovered July_22_1919 Frumman discoverer Telion_Trame Frumman orbitalPeriod 2911.41 Frumman periapsis 5021.34 ,,(X (X) (X) (X) (X) (X) (X)),sibling,6
Blaze_Acres_Highport operatingOrganisation Orodal_Advent_Force Blaze_Acres_Highport runwayName 11W/29D ,,(X (X) (X)),sibling,2
Ranett_Mosv birthDate May_9_1819 Ranett_Mosv weight 1296.18 ,,(X (X) (X)),sibling,2
Malahill areaTotal 3054.56 Malahill country Idoronq Selberk isPartOf Malahill Selberk populationDensity 4208.71 ,,(X (X) (X (X) (X))),mixed,4
Zolyac demonym Vittans ,,(X (X)),NA,1
Spectral_Crown_of_Nomar established 24320 Spectral_Crown_of_Nomar location Neysost_County Spectral_Crown_of_Nomar state Tagert ,,(X (X) (X) (X)),sibling,3
Selberk populationMetro 1065.22 ,,(X (X)),NA,1
Dawn_of_the_Unknown director Jeccig_Viidon Dawn_of_the_Unknown musicComposer Krant_Nemol Dawn_of_the_Unknown producer Atok_Gesse ,,(X (X) (X) (X)),sibling,3
Stiltom_Air_Harbor elevationAboveTheSeaLevel 3339.06 Stiltom_Air_Harbor icaoLocationIdentifier Reepen_International Stiltom_Air_Harbor location Heckington Stiltom_Air_Harbor runwayLength 599.41 ,,(X (X) (X) (X) (X)),sibling,4
Bootleggly genre Floofpulse ,,(X (X)),NA,1
Aquaphine precededBy Labus ,,(X (X)),NA,1
Tours_Marmann_University staff 2824.27 ,,(X (X)),NA,1
Heyward_FC league Fertoishacyni_United Heyward_FC numberOfMembers 593.37 ,,(X (X) (X)),sibling,2
Sprecrest_Drive icaoLocationIdentifier Tyron_Pass_Port Sprecrest_Drive location Lylantine ,,(X (X) (X)),sibling,2
