id,triples,data_unit,actual,shape,shape_type,local_size,size
284,AIDS_(journal) academicDiscipline HIV/AIDS AIDS_(journal) firstPublicationYear 1987  ,AIDS_(journal) academicDiscipline HIV/AIDS AIDS_(journal) firstPublicationYear 1987 ,"The AIDS journal, first published in 1987, is in HIV/AIDS studies.",(X (X) (X)),sibling,1,2
285,Aleksandr_Prudnikov club FC_Terek_Grozny  ,Aleksandr_Prudnikov club FC_Terek_Grozny ,Aleksandr Prudnikov is in the FC Terek Grozny club.,(X (X)),,1,1
286,"Alan_Shepard almaMater ""NWC, M.A. 1957"" Alan_Shepard award Distinguished_Service_Medal_(United_States_Navy) Alan_Shepard birthDate ""1923-11-18"" Alan_Shepard birthPlace New_Hampshire Alan_Shepard dateOfRetirement ""1974-08-01"" Alan_Shepard deathDate ""1998-07-21"" Alan_Shepard deathPlace California  ","Alan_Shepard almaMater ""NWC, M.A. 1957"" Alan_Shepard award Distinguished_Service_Medal_(United_States_Navy) Alan_Shepard birthDate ""1923-11-18"" Alan_Shepard birthPlace New_Hampshire Alan_Shepard dateOfRetirement ""1974-08-01"" Alan_Shepard deathDate ""1998-07-21"" Alan_Shepard deathPlace California ","Alan Shepard was born in New Hampshire on November 18, 1923. Shepard graduated from NWC with an M.A. in 1957. He was remembered by being awarded the Distinguished Service Medal by the United States Navy. He retired Aug 1, 1974. He later died in California on July 21st, 1998.",(X (X) (X) (X) (X) (X) (X) (X)),sibling,1,7
287,Amdavad_ni_Gufa country India India leader Narendra_Modi Amdavad_ni_Gufa location Gujarat Amdavad_ni_Gufa location Ahmedabad  ,Amdavad_ni_Gufa country India India leader Narendra_Modi Amdavad_ni_Gufa location Gujarat Amdavad_ni_Gufa location Ahmedabad ,"Amdavad ni Gufa is located in Gujarat, Ahmedabad in India, whose prime minister is Narendra Modi.",(X (X) (X) (X (X))),mixed,1,4
288,Atlas_II countryOrigin United_States Atlas_II launchSite Vandenberg_AFB_Space_Launch_Complex_3  ,Atlas_II countryOrigin United_States Atlas_II launchSite Vandenberg_AFB_Space_Launch_Complex_3 ,"Atlas II, from the United States, has its launchpad at Vandenberg AFB Space Launch Complex 3.",(X (X) (X)),sibling,1,2
289,11264_Claudiomaccone discoverer Nikolai_Chernykh  ,11264_Claudiomaccone discoverer Nikolai_Chernykh ,Nikolai Chernykh discovered 11264 Claudiomaccone.,(X (X)),,1,1
290,South_Africa ethnicGroup White_South_African South_Africa leader Cyril_Ramaphosa 11_Diagonal_Street location South_Africa  ,South_Africa ethnicGroup White_South_African South_Africa leader Cyril_Ramaphosa 11_Diagonal_Street location South_Africa ,South Africa (led by Cyril Ramaphosa)) is the home of the ethnic group White South Africans and the location of 11 Diagonal Street.,(X (X (X) (X))),mixed,1,3
291,Adolf_Schärf birthPlace Mikulov Alfons_Gorbach inOfficeWhilePresident Adolf_Schärf  ,Adolf_Schärf birthPlace Mikulov Alfons_Gorbach inOfficeWhilePresident Adolf_Schärf ,Adolf Schärf was born in Mikulov and served in office with President Alfons Gorbach.,(X (X (X))),chain,1,2
292,1097_Vicia orbitalPeriod 135589000.0  ,1097_Vicia orbitalPeriod 135589000.0 ,The orbital period for 1097 Vicia is 135589000.0.,(X (X)),,1,1
293,Bhajji ingredient Gram_flour  ,Bhajji ingredient Gram_flour ,Gram flour is an ingredient in Bhajji.,(X (X)),,1,1
294,Massimo_Drago club A.S.D._Licata_1931  ,Massimo_Drago club A.S.D._Licata_1931 ,Massimo Drago plays for A.S.D. Licata 1931.,(X (X)),,1,1
295,Agustín_Barboza birthDate 1913-05-05  ,Agustín_Barboza birthDate 1913-05-05 ,Agustin Barboza was born on the 5th May 1913.,(X (X)),,1,1
296,"Anaheim,_California areaCode 657, 714 Anaheim,_California areaTotal 131.6 (square kilometres) Anaheim,_California utcOffset ""-7""  ","Anaheim,_California areaCode 657, 714 Anaheim,_California areaTotal 131.6 (square kilometres) Anaheim,_California utcOffset ""-7"" ","Anaheim, California has a UTC offset of - 7,its area codes are 657 and 714 and its total area is 131.6 sq km.",(X (X) (X) (X)),sibling,1,3
297,"A.C._Chievo_Verona fullName ""Associazione Calcio ChievoVerona S.r.l."" A.C._Chievo_Verona ground Verona A.C._Chievo_Verona numberOfMembers 39371  ","A.C._Chievo_Verona fullName ""Associazione Calcio ChievoVerona S.r.l."" A.C._Chievo_Verona ground Verona A.C._Chievo_Verona numberOfMembers 39371 ","The full name of AC Chievo Verona is ""Associazione Calcio ChievoVerona S.r.l."" and play at their ground in Verona where they have 39371 members.",(X (X) (X) (X)),sibling,1,3
298,Albert_Jennings_Fountain battle American_Civil_War Albert_Jennings_Fountain birthPlace New_York_City American_Civil_War commander Jefferson_Davis Albert_Jennings_Fountain deathPlace United_States  ,Albert_Jennings_Fountain battle American_Civil_War Albert_Jennings_Fountain birthPlace New_York_City American_Civil_War commander Jefferson_Davis Albert_Jennings_Fountain deathPlace United_States ,"Born in New York City, Albert Jennings Fountain, battled in the American Civil War (Jefferson Davis was a commander), and died in the United States.",(X (X) (X) (X (X))),mixed,1,4
299,"Alcatraz_Versus_the_Evil_Librarians mediaType ""Print"" Alcatraz_Versus_the_Evil_Librarians numberOfPages ""320"" Alcatraz_Versus_the_Evil_Librarians oclcNumber 78771100  ","Alcatraz_Versus_the_Evil_Librarians mediaType ""Print"" Alcatraz_Versus_the_Evil_Librarians numberOfPages ""320"" Alcatraz_Versus_the_Evil_Librarians oclcNumber 78771100 ",The printed book Alcatraz Versus the Evil Librarians has 320 pages and an OCLC number of 78771100.,(X (X) (X) (X)),sibling,1,3
300,Ajoblanco country Spain Ajoblanco ingredient Almond Ajoblanco region Andalusia  ,Ajoblanco country Spain Ajoblanco ingredient Almond Ajoblanco region Andalusia ,"Almond is an ingredient in ajoblanco, which is from Andalusia in Spain.",(X (X) (X) (X)),sibling,1,3
301,Aston_Martin_V8 assembly United_Kingdom Aston_Martin_V8 relatedMeanOfTransportation Aston_Martin_DBS  ,Aston_Martin_V8 assembly United_Kingdom Aston_Martin_V8 relatedMeanOfTransportation Aston_Martin_DBS ,The UK built Aston Martin V8 and DBS are similar vehicles.,(X (X) (X)),sibling,1,2
302,107_Camilla discoverer E._Wells 107_Camilla epoch 2006-12-31  ,107_Camilla discoverer E._Wells 107_Camilla epoch 2006-12-31 ,"Discovered by E. Wells, 107 Camilla, has the epoch 31 December 2006.",(X (X) (X)),sibling,1,2
303,1955_Dodge manufacturer Dodge 1955_Dodge relatedMeanOfTransportation Plymouth_Plaza 1955_Dodge relatedMeanOfTransportation DeSoto_Custom Plymouth_Plaza successor Plymouth_Satellite  ,1955_Dodge manufacturer Dodge 1955_Dodge relatedMeanOfTransportation Plymouth_Plaza 1955_Dodge relatedMeanOfTransportation DeSoto_Custom Plymouth_Plaza successor Plymouth_Satellite ,The Dodge manufactured 1955 Dodge and the DeSoto Custom and the Plymouth Plaza are related means of transportation. The Plymouth Plaza was succeeded by the Plymouth Satellite.,(X (X) (X) (X (X))),mixed,1,4
304,"Beef_kway_teow country ""Singapore and Indonesia"" Beef_kway_teow ingredient Oyster_sauce Beef_kway_teow mainIngredient ""Kway teow, beef tender loin, gula Melaka, sliced, dried black beans, garlic, dark soy sauce, lengkuas, oyster sauce, soya sauce, chilli and sesame oil"" Beef_kway_teow region Singapore  ","Beef_kway_teow country ""Singapore and Indonesia"" Beef_kway_teow ingredient Oyster_sauce Beef_kway_teow mainIngredient ""Kway teow, beef tender loin, gula Melaka, sliced, dried black beans, garlic, dark soy sauce, lengkuas, oyster sauce, soya sauce, chilli and sesame oil"" Beef_kway_teow region Singapore ","Beef kway teow is a dish commonly found in Singapore and Indonesia and is made from kway teow, beef tender loin, gula Melaka, sliced, dried black beans, garlic, dark soy sauce, lengkuas, oyster sauce, soya sauce, chilli and sesame oil.",(X (X) (X) (X) (X)),sibling,1,4
305,"Allama_Iqbal_International_Airport cityServed Lahore Punjab,_Pakistan country Pakistan Pakistan leader Sardar_Ayaz_Sadiq Allama_Iqbal_International_Airport location Punjab,_Pakistan Allama_Iqbal_International_Airport operatingOrganisation Pakistan_Civil_Aviation_Authority  ","Allama_Iqbal_International_Airport cityServed Lahore Punjab,_Pakistan country Pakistan Pakistan leader Sardar_Ayaz_Sadiq Allama_Iqbal_International_Airport location Punjab,_Pakistan Allama_Iqbal_International_Airport operatingOrganisation Pakistan_Civil_Aviation_Authority ",Sardar Ayaz Sadiq is the leader of Pakistan where the Allama Iqbal international Airport is located in Punjab. The airport serves the city of Lahore and is governed by the Pakistan Civil Aviation authority.,(X (X) (X) (X (X (X)))),mixed,1,5
306,Adirondack_Regional_Airport runwayLength 1219.0  ,Adirondack_Regional_Airport runwayLength 1219.0 ,The runway length at Adirondack Regional Airport is 1219.0.,(X (X)),,1,1
307,"Asherton,_Texas country United_States Asher_and_Mary_Isabelle_Richardson_House location Asherton,_Texas  ","Asherton,_Texas country United_States Asher_and_Mary_Isabelle_Richardson_House location Asherton,_Texas ","Asher and Mary Isabelle Richardson House is located in Asherton, Texas in the United States.",(X (X (X))),chain,1,2
308,"Asser_Levy_Public_Baths NationalRegisterOfHistoricPlacesReferenceNumber ""80002709"" Asser_Levy_Public_Baths addedToTheNationalRegisterOfHistoricPlaces ""1980-04-23"" Asser_Levy_Public_Baths architecturalStyle Romanesque_Revival_architecture Asser_Levy_Public_Baths location ""Asser Levy Place and East 23rd Street"" Asser_Levy_Public_Baths yearOfConstruction 1904  ","Asser_Levy_Public_Baths NationalRegisterOfHistoricPlacesReferenceNumber ""80002709"" Asser_Levy_Public_Baths addedToTheNationalRegisterOfHistoricPlaces ""1980-04-23"" Asser_Levy_Public_Baths architecturalStyle Romanesque_Revival_architecture Asser_Levy_Public_Baths location ""Asser Levy Place and East 23rd Street"" Asser_Levy_Public_Baths yearOfConstruction 1904 ","In 1904 the Asser Levy Public Baths were constructed at Asser Levy Place, East 23rd Street in the Romanesque Revival style of architecture. The Baths were added to the National Register of Historic Places on 23 April 1980 with the reference number 80002709.",(X (X) (X) (X) (X) (X)),sibling,1,5
309,"Alfred_Garth_Jones deathDate ""c. 1944""  ","Alfred_Garth_Jones deathDate ""c. 1944"" ",Alfred Garth Jones sadly died circa 1944.,(X (X)),,1,1
310,Akeem_Ayers birthDate 1989-07-10 Akeem_Ayers debutTeam Tennessee_Titans Akeem_Ayers formerTeam Los_Angeles_Rams  ,Akeem_Ayers birthDate 1989-07-10 Akeem_Ayers debutTeam Tennessee_Titans Akeem_Ayers formerTeam Los_Angeles_Rams ,Akeem Ayers was born on 10th July 1989 and his debut team was the Tennessee Titans but his former team is the Los Angeles Rams.,(X (X) (X) (X)),sibling,1,3
311,"Aenir author Garth_Nix Aenir isbnNumber ""0-439-17684-0"" Aenir mediaType Paperback Aenir oclcNumber 45644811  ","Aenir author Garth_Nix Aenir isbnNumber ""0-439-17684-0"" Aenir mediaType Paperback Aenir oclcNumber 45644811 ","Garth Nix wrote Aenir, published in paperback. The OCLC and ISBN numbers are 45644811 and 0-439-17684-0, respectively.",(X (X) (X) (X) (X)),sibling,1,4
312,Bhajji country India India leader T._S._Thakur India leader Sumitra_Mahajan  ,Bhajji country India India leader T._S._Thakur India leader Sumitra_Mahajan ,A dish from India where T.S. Thakur and Sumitra Mahajan are leaders is bhajji.,(X (X (X) (X))),mixed,1,3
313,United_States_Air_Force aircraftFighter General_Dynamics_F-16_Fighting_Falcon Al_Asad_Airbase operatingOrganisation United_States_Air_Force  ,United_States_Air_Force aircraftFighter General_Dynamics_F-16_Fighting_Falcon Al_Asad_Airbase operatingOrganisation United_States_Air_Force ,Al Asad Airbase is operated by the United States Air Force which also uses the General Dynamics F-16 Fighting Falcon aircraft.,(X (X (X))),chain,1,2
314,Romania capital Bucharest 1_Decembrie_1918_University country Romania Romania ethnicGroup Germans_of_Romania  ,Romania capital Bucharest 1_Decembrie_1918_University country Romania Romania ethnicGroup Germans_of_Romania ,The capital of Romania is Bucharest. The country is the location of the 1 Decembrie 1918 University and the home of one of the ethnic groups of Romania who are the Germans of Romania.,(X (X (X) (X))),mixed,1,3
315,"United_States capital Washington,_D.C. Atlas_II countryOrigin United_States United_States ethnicGroup Asian_Americans  ","United_States capital Washington,_D.C. Atlas_II countryOrigin United_States United_States ethnicGroup Asian_Americans ","The Atlas II is from the US, where Asian Americans are an ethnic group and the capital is Washington DC.",(X (X (X) (X))),mixed,1,3
316,"American_Motors keyPerson Roy_D._Chapin,_Jr. AMC_Matador manufacturer American_Motors American_Motors subsidiary Wheel_Horse  ","American_Motors keyPerson Roy_D._Chapin,_Jr. AMC_Matador manufacturer American_Motors American_Motors subsidiary Wheel_Horse ","The AMC Matador is manufactured by American Motors, a subsidiary of which, is Wheel Horse. Roy D. Chapin Jr. is a key person at American Motors.",(X (X (X) (X))),mixed,1,3
317,Alfons_Gorbach birthPlace Austria-Hungary  ,Alfons_Gorbach birthPlace Austria-Hungary ,Alfons Gorbach was born in Austria-Hungary.,(X (X)),,1,1
318,Adirondack_Regional_Airport 1stRunwayLengthFeet 6573  ,Adirondack_Regional_Airport 1stRunwayLengthFeet 6573 ,6573 feet is the length of the first runway at Adirondack Regional Airport.,(X (X)),,1,1
319,Aston_Martin_V8 relatedMeanOfTransportation Aston_Martin_DBS  ,Aston_Martin_V8 relatedMeanOfTransportation Aston_Martin_DBS ,The Aston Martin V8 and the Aston Martin DBS are related means of transport.,(X (X)),,1,1
320,Andrew_White_(musician) recordLabel Polydor_Records  ,Andrew_White_(musician) recordLabel Polydor_Records ,The record label of the musician Andrew White is Polydor Records.,(X (X)),,1,1
321,Malaysia capital Kuala_Lumpur Asam_pedas country Malaysia Malaysia ethnicGroup Malaysian_Chinese  ,Malaysia capital Kuala_Lumpur Asam_pedas country Malaysia Malaysia ethnicGroup Malaysian_Chinese ,Asam pedas is a food from Malaysia where the capital is Kuala Lumpur and the Malaysian chinese are an ethnic group.,(X (X (X) (X))),mixed,1,3
322,"United_States capital Washington,_D.C. Akron,_Ohio country United_States United_States ethnicGroup Native_Americans_in_the_United_States Akron,_Ohio isPartOf Summit_County,_Ohio Akron,_Ohio leaderTitle Mayor  ","United_States capital Washington,_D.C. Akron,_Ohio country United_States United_States ethnicGroup Native_Americans_in_the_United_States Akron,_Ohio isPartOf Summit_County,_Ohio Akron,_Ohio leaderTitle Mayor ","Akron is a part of Summit County, Ohio, where the leader is the Mayor. Akron is in the United States, where the capital is Washington D.C., and where Native Americans, are one of the ethnic groups.",(X (X) (X) (X (X) (X))),mixed,1,5
323,Hypermarcas foundingDate 2001-01-01 Hypermarcas keyPerson CEO Hypermarcas netIncome 108600000 Hypermarcas product Drugs Hypermarcas revenue 1800000000  ,Hypermarcas foundingDate 2001-01-01 Hypermarcas keyPerson CEO Hypermarcas netIncome 108600000 Hypermarcas product Drugs Hypermarcas revenue 1800000000 ,"Hypermarcas, whose key person is the CEO, was found on January 1, 2001, and produces pharmaceutical drugs to generate revenue of $1,800,000,000 and net income of $108,600,000.",(X (X) (X) (X) (X) (X)),sibling,1,5
324,"Amarillo,_Texas country United_States Amarillo,_Texas isPartOf Texas Amarillo,_Texas isPartOf Potter_County,_Texas  ","Amarillo,_Texas country United_States Amarillo,_Texas isPartOf Texas Amarillo,_Texas isPartOf Potter_County,_Texas ","Amarillo is in Potter County, Texas, United States.",(X (X) (X) (X)),sibling,1,3
325,"Adams_County,_Pennsylvania hasToItsSouthwest Frederick_County,_Maryland  ","Adams_County,_Pennsylvania hasToItsSouthwest Frederick_County,_Maryland ",Frederick County Maryland is southwest of Adams County Pennsylvania.,(X (X)),,1,1
326,"Trane location Swords,_Dublin Trane revenue 10264000000  ","Trane location Swords,_Dublin Trane revenue 10264000000 ","With a revenue of $10,264,000,000, Trane is located in Swords, Dublin.",(X (X) (X)),sibling,1,2
327,Albert_Jennings_Fountain deathDate 1896-02-01  ,Albert_Jennings_Fountain deathDate 1896-02-01 ,Albert Jennings Fountain died 1896-02-01.,(X (X)),,1,1
328,Allan_Shivers activeYearsStartDate 1949-07-11  ,Allan_Shivers activeYearsStartDate 1949-07-11 ,Allan Shivers started his active career on July 11th 1949.,(X (X)),,1,1
329,A_Long_Long_Way country Ireland Ireland ethnicGroup White_people A_Long_Long_Way followedBy The_Secret_Scripture The_Secret_Scripture publisher Faber_and_Faber  ,A_Long_Long_Way country Ireland Ireland ethnicGroup White_people A_Long_Long_Way followedBy The_Secret_Scripture The_Secret_Scripture publisher Faber_and_Faber ,"The book The secret Scriptures, published by Faber and Faber, is the follow-up to the novel A Long Long Way which was written in Ireland. One of the ethnic groups of Ireland is White People.",(X (X (X)) (X (X))),mixed,1,4
330,William_Anders occupation Fighter_pilot  ,William_Anders occupation Fighter_pilot ,William Anders is a fighter pilot.,(X (X)),,1,1
331,Amsterdam_Airport_Schiphol runwayLength 3400.0  ,Amsterdam_Airport_Schiphol runwayLength 3400.0 ,The length of the runway at Amsterdam Airport Schiphol is 3400.0 metres.,(X (X)),,1,1
332,Alfred_Garth_Jones birthPlace England Alfred_Garth_Jones birthPlace Manchester Alfred_Garth_Jones birthYear 1872 Alfred_Garth_Jones deathPlace Sidcup Alfred_Garth_Jones nationality United_Kingdom  ,Alfred_Garth_Jones birthPlace England Alfred_Garth_Jones birthPlace Manchester Alfred_Garth_Jones birthYear 1872 Alfred_Garth_Jones deathPlace Sidcup Alfred_Garth_Jones nationality United_Kingdom ,"Alfred Garth Jones was born 1872 in Manchester, UK in England. He passed away in Sidcup.",(X (X) (X) (X) (X) (X)),sibling,1,5
333,Akeem_Adams club T&TEC_Sports_Club  ,Akeem_Adams club T&TEC_Sports_Club ,Akeem Adams played for the club T&TEC Sports Club.,(X (X)),,1,1
334,Adolfo_Suárez_Madrid–Barajas_Airport runwayLength 4349.0  ,Adolfo_Suárez_Madrid–Barajas_Airport runwayLength 4349.0 ,The runway length of Adolfo Suarez Madrid-Barajas Airport is 4349.0.,(X (X)),,1,1
335,Walter_Baade almaMater University_of_Göttingen 1036_Ganymed discoverer Walter_Baade  ,Walter_Baade almaMater University_of_Göttingen 1036_Ganymed discoverer Walter_Baade ,"Walter Baade, who discovered 1036 Ganymed, graduated from the University of Gottingen.",(X (X (X))),chain,1,2
336,"Al_Anderson_(NRBQ band) activeYearsStartYear 1966 Al_Anderson_(NRBQ band) associatedBand/associatedMusicalArtist NRBQ Al_Anderson_(NRBQ band) associatedBand/associatedMusicalArtist The_Wildweeds Al_Anderson_(NRBQ band) birthPlace Windsor,_Connecticut Al_Anderson_(NRBQ band) genre Country_music  ","Al_Anderson_(NRBQ band) activeYearsStartYear 1966 Al_Anderson_(NRBQ band) associatedBand/associatedMusicalArtist NRBQ Al_Anderson_(NRBQ band) associatedBand/associatedMusicalArtist The_Wildweeds Al_Anderson_(NRBQ band) birthPlace Windsor,_Connecticut Al_Anderson_(NRBQ band) genre Country_music ","Al Aderson first became active in country music in 1966. He plays with the band NRBQ and was a member of The Wildweeds. He was born in Windsor, Connecticut.",(X (X) (X) (X) (X) (X)),sibling,1,5
337,"Bionico country Mexico Bionico course Dessert Bionico ingredient Condensed_milk Bionico mainIngredient ""Chopped Fruits, Sour Cream, Condensed Milk, Granola, Shredded Coconut, Raisins"" Bionico region Jalisco  ","Bionico country Mexico Bionico course Dessert Bionico ingredient Condensed_milk Bionico mainIngredient ""Chopped Fruits, Sour Cream, Condensed Milk, Granola, Shredded Coconut, Raisins"" Bionico region Jalisco ","Sour cream, chopped fruits, condensed milk, granola, raisins and shredded coconut are the main ingredients in Bionico. It is serverd for dessert and comes from the region Jalisco, Mexico.",(X (X) (X) (X) (X) (X)),sibling,1,5
338,"Washington_(state) country United_States Auburn,_Washington isPartOf Washington_(state)  ","Washington_(state) country United_States Auburn,_Washington isPartOf Washington_(state) ",Auburn is part of the state of Washington in the United States.,(X (X (X))),chain,1,2
339,"United_States anthem The_Star-Spangled_Banner United_States capital Washington,_D.C. ALV_X-1 countryOrigin United_States United_States ethnicGroup African_Americans United_States leaderTitle President_of_the_United_States  ","United_States anthem The_Star-Spangled_Banner United_States capital Washington,_D.C. ALV_X-1 countryOrigin United_States United_States ethnicGroup African_Americans United_States leaderTitle President_of_the_United_States ","ALV X-1 originated in the United States, where Washington D.C. is the capital and the Star Spangled Banner the anthem. The leader of the United States has the title President of the United States and its ethnic groups include African Americans.",(X (X (X) (X) (X) (X))),mixed,1,5
340,1_Decembrie_1918_University country Romania Romania ethnicGroup Germans_of_Romania Romania leaderTitle Prime_Minister_of_Romania  ,1_Decembrie_1918_University country Romania Romania ethnicGroup Germans_of_Romania Romania leaderTitle Prime_Minister_of_Romania ,The Germans of Romania are an ethnic group within Romania which has a Prime Minister as its leader. The country is the location for the 1 Decembrie 1918 University.,(X (X (X) (X))),mixed,1,3
341,Amatriciana_sauce ingredient Olive_oil Amatriciana_sauce region Lazio  ,Amatriciana_sauce ingredient Olive_oil Amatriciana_sauce region Lazio ,Olive oil is used in the Lazio regions Amatriciana sauce.,(X (X) (X)),sibling,1,2
342,"Lee_County,_Alabama country United_States Lee_County,_Alabama countySeat Opelika,_Alabama Auburn,_Alabama isPartOf Lee_County,_Alabama Auburn,_Alabama isPartOf Alabama  ","Lee_County,_Alabama country United_States Lee_County,_Alabama countySeat Opelika,_Alabama Auburn,_Alabama isPartOf Lee_County,_Alabama Auburn,_Alabama isPartOf Alabama ","Auburn, Alabama is part of Lee County in the U.S. Opelika is the county seat of Lee County, Alabama.",(X (X) (X (X) (X))),mixed,1,4
343,Alan_Shepard birthPlace New_Hampshire Alan_Shepard deathPlace California Alan_Shepard selectedByNasa 1959  ,Alan_Shepard birthPlace New_Hampshire Alan_Shepard deathPlace California Alan_Shepard selectedByNasa 1959 ,Alan Shepard (born in New Hampshire) was selected by NASA in 1959 and passed away in California.,(X (X) (X) (X)),sibling,1,3
344,A_Loyal_Character_Dancer country United_States United_States leader Barack_Obama A_Loyal_Character_Dancer publisher Soho_Press  ,A_Loyal_Character_Dancer country United_States United_States leader Barack_Obama A_Loyal_Character_Dancer publisher Soho_Press ,A Loyal Character Dancer was published by Soho Press in the United States which is led by Barack Obama.,(X (X) (X (X))),mixed,1,3
345,Ardmore_Airport_(New_Zealand) 2ndRunwaySurfaceType Poaceae Poaceae division Flowering_plant Poaceae order Poales  ,Ardmore_Airport_(New_Zealand) 2ndRunwaySurfaceType Poaceae Poaceae division Flowering_plant Poaceae order Poales ,"Poaceae is of the order Poales and in the division of flowering plants. It is the surface type of the second runway of Ardmore Airport, New Zealand.",(X (X (X) (X))),mixed,1,3
346,"Albuquerque,_New_Mexico country United_States Albuquerque,_New_Mexico leaderTitle New_Mexico_Senate  ","Albuquerque,_New_Mexico country United_States Albuquerque,_New_Mexico leaderTitle New_Mexico_Senate ","Albuquerque, New Mexico, United States is led by the New Mexico Senate.",(X (X) (X)),sibling,1,2
347,A-Rosa_Luna shipLaunch 2004-12-16  ,A-Rosa_Luna shipLaunch 2004-12-16 ,"December 16, 2004 was the launch date for the A-Rosa Luna ship.",(X (X)),,1,1
348,Houston_Texans city Houston Atlanta_Falcons city Atlanta Akeem_Dent debutTeam Atlanta_Falcons Akeem_Dent formerTeam Houston_Texans Houston_Texans owner Bob_McNair  ,Houston_Texans city Houston Atlanta_Falcons city Atlanta Akeem_Dent debutTeam Atlanta_Falcons Akeem_Dent formerTeam Houston_Texans Houston_Texans owner Bob_McNair ,Akeem Dent made his debut with the Atlanta Falcons who play in Atlanta. He previously played for the Houston Texans who are owned by Bob McNair and are based in the city of Houston.,(X (X (X)) (X (X) (X))),mixed,1,5
349,Alessio_Romagnoli club U.C._Sampdoria  ,Alessio_Romagnoli club U.C._Sampdoria ,Alessio Romagnoli plays for the club U.C. Sampdoria.,(X (X)),,1,1
350,"California country United_States Anaheim,_California isPartOf California Anaheim,_California leaderTitle United_States_House_of_Representatives  ","California country United_States Anaheim,_California isPartOf California Anaheim,_California leaderTitle United_States_House_of_Representatives ","The United States House of Representatives leads Anaheim, part of California, in the United States.",(X (X) (X (X))),mixed,1,3
351,Audi foundedBy August_Horch Audi_A1 manufacturer Audi Audi subsidiary Lamborghini  ,Audi foundedBy August_Horch Audi_A1 manufacturer Audi Audi subsidiary Lamborghini ,The Audi A1 is manufactured by Audi which was founded by August Horch and Lamborghini is a subsidiary.,(X (X (X) (X))),mixed,1,3
352,Arem-arem country Indonesia Indonesia language Indonesian_language Indonesia leader Joko_Widodo Indonesia leader Jusuf_Kalla Arem-arem region Javanese_cuisine  ,Arem-arem country Indonesia Indonesia language Indonesian_language Indonesia leader Joko_Widodo Indonesia leader Jusuf_Kalla Arem-arem region Javanese_cuisine ,Arem-arem is a Javanese dish from Indonesia. Joko Widodo and Jusuf Kalla are the leaders of this Indonesian-speaking nation.,(X (X) (X (X) (X) (X))),mixed,1,5
353,Binignit country Philippines Binignit course Dessert Binignit ingredient Banana Binignit mainIngredient Sago Binignit region Visayas  ,Binignit country Philippines Binignit course Dessert Binignit ingredient Banana Binignit mainIngredient Sago Binignit region Visayas ,"Binignit is a dish from the region of Visayas, Philippines. It is served as the dessert course and its ingredients are sago and banana.",(X (X) (X) (X) (X) (X)),sibling,1,5
354,"ALCO_RS-3 buildDate ""May 1950 - August 1956"" ALCO_RS-3 builder Montreal_Locomotive_Works ALCO_RS-3 engine Four-stroke_engine ALCO_RS-3 powerType Diesel-electric_transmission  ","ALCO_RS-3 buildDate ""May 1950 - August 1956"" ALCO_RS-3 builder Montreal_Locomotive_Works ALCO_RS-3 engine Four-stroke_engine ALCO_RS-3 powerType Diesel-electric_transmission ",The ALCO RS-3 has a four-stroke engine and a diesel-electric transmission. It was produced between May 1950 and August 1956 and was built by the Montreal Locomotive Works.,(X (X) (X) (X) (X)),sibling,1,4
355,A_Wizard_of_Mars precededBy Wizards_at_War  ,A_Wizard_of_Mars precededBy Wizards_at_War ,Wizards at War preceded A Wizard of Mars.,(X (X)),,1,1
356,Arem-arem country Indonesia Indonesia language Indonesian_language  ,Arem-arem country Indonesia Indonesia language Indonesian_language ,Arem arem originates from the country of Indonesia where the Indonesian language is spoken.,(X (X (X))),chain,1,2
357,"St._Vincent–St._Mary_High_School city Akron,_Ohio Akron,_Ohio country United_States Akron_Summit_Assault ground St._Vincent–St._Mary_High_School Akron,_Ohio isPartOf Summit_County,_Ohio Akron,_Ohio leader Dan_Horrigan  ","St._Vincent–St._Mary_High_School city Akron,_Ohio Akron,_Ohio country United_States Akron_Summit_Assault ground St._Vincent–St._Mary_High_School Akron,_Ohio isPartOf Summit_County,_Ohio Akron,_Ohio leader Dan_Horrigan ","Akron Summit Assault's ground is St. Vincent-St. Mary High School, which is located in the city of Akron, Summit County, Ohio, (where the leader is Dan Horrigan), in the United States.",(X (X (X (X) (X) (X)))),mixed,1,5
358,Serie_A champions Juventus_F.C. A.S._Roma ground Rome A.S._Roma league Serie_A  ,Serie_A champions Juventus_F.C. A.S._Roma ground Rome A.S._Roma league Serie_A ,"AS Roma, who have a ground in Rome, play in Serie A alongside Juventus FC who are former champions.",(X (X) (X (X))),mixed,1,3
359,ARA_Veinticinco_de_Mayo_(V-2) country Argentina ARA_Veinticinco_de_Mayo_(V-2) length 192000.0 (millimetres) ARA_Veinticinco_de_Mayo_(V-2) shipBeam 24.4  ,ARA_Veinticinco_de_Mayo_(V-2) country Argentina ARA_Veinticinco_de_Mayo_(V-2) length 192000.0 (millimetres) ARA_Veinticinco_de_Mayo_(V-2) shipBeam 24.4 ,The ARA Veinticinco De mayo (V-2) comes from Argentina with a length of 192000 millimetres and a ship's beam measure of 24.4.,(X (X) (X) (X)),sibling,1,3
