id,triples,data_unit,actual,shape,shape_type,local_size,size
194,Mist_Coast_Launchpad operatingOrganisation Glacion_Knights_Air_Force Mist_Coast_Launchpad runwayLength 4451.22  ,Mist_Coast_Launchpad operatingOrganisation Glacion_Knights_Air_Force Mist_Coast_Launchpad runwayLength 4451.22 ,,(X (X) (X)),sibling,1,2
195,Undinee followedBy Springhouse_Entertainment Springhouse_Entertainment followedBy Frextwo Undinee genre Swingy_Tones  ,Undinee followedBy Springhouse_Entertainment Springhouse_Entertainment followedBy Frextwo Undinee genre Swingy_Tones ,,(X (X) (X (X))),mixed,1,3
196,Elzer_Padon birthPlace Aselyris Aselyris governmentType Opolis Aselyris percentageOfAreaWater 2058.93 Elzer_Padon residence Kavertz Elzer_Padon residence Aselyris  ,Elzer_Padon birthPlace Aselyris Aselyris governmentType Opolis Aselyris percentageOfAreaWater 2058.93 Elzer_Padon residence Kavertz Elzer_Padon residence Aselyris ,,(X (X) (X (X) (X)) (X (X) (X))),mixed,1,5
197,Ümbol͟͠ouͧrne producer Hyperthump  ,Ümbol͟͠ouͧrne producer Hyperthump ,,(X (X)),,1,1
198,Narina_Orga activeYearsStartYear March_7_1969 The_Labyrinth_in_Shadows director Narina_Orga The_Labyrinth_in_Shadows editing Onenza_Zat The_Labyrinth_in_Shadows producer Frox_Haria  ,Narina_Orga activeYearsStartYear March_7_1969 The_Labyrinth_in_Shadows director Narina_Orga The_Labyrinth_in_Shadows editing Onenza_Zat The_Labyrinth_in_Shadows producer Frox_Haria ,,(X (X) (X) (X (X))),mixed,1,4
199,Final_Cut_Frenzy director Nipher_Ylize Final_Cut_Frenzy editing Nipher_Ylize Final_Cut_Frenzy musicComposer Brevin_Jakule Final_Cut_Frenzy producer Kevalon_Nemes Final_Cut_Frenzy releaseDate December_29_1926 Final_Cut_Frenzy runtime 553.15  ,Final_Cut_Frenzy director Nipher_Ylize Final_Cut_Frenzy editing Nipher_Ylize Final_Cut_Frenzy musicComposer Brevin_Jakule Final_Cut_Frenzy producer Kevalon_Nemes Final_Cut_Frenzy releaseDate December_29_1926 Final_Cut_Frenzy runtime 553.15 ,,(X (X) (X) (X) (X) (X) (X)),sibling,1,6
200,Glinton_Airbase cityServed Revnic_Curve Glinton_Airbase icaoLocationIdentifier Glinton_Airbase Glinton_Airbase location Nailar Glinton_Airbase operatingOrganisation Aserton_Consultants Glinton_Airbase runwayLength 1645.93  ,Glinton_Airbase cityServed Revnic_Curve Glinton_Airbase icaoLocationIdentifier Glinton_Airbase Glinton_Airbase location Nailar Glinton_Airbase operatingOrganisation Aserton_Consultants Glinton_Airbase runwayLength 1645.93 ,,(X (X) (X) (X) (X) (X)),sibling,1,5
201,Bailative epoch JD1628109.9 Bailative periapsis 2231.16  ,Bailative epoch JD1628109.9 Bailative periapsis 2231.16 ,,(X (X) (X)),sibling,1,2
202,Côte_d'Autel_University campus Rapsancie Côte_d'Autel_University numberOfDoctoralStudents 28891 Côte_d'Autel_University numberOfStudents 900.43 Côte_d'Autel_University numberOfUndergraduateStudents 2711.82 Côte_d'Autel_University staff 1057.22  ,Côte_d'Autel_University campus Rapsancie Côte_d'Autel_University numberOfDoctoralStudents 28891 Côte_d'Autel_University numberOfStudents 900.43 Côte_d'Autel_University numberOfUndergraduateStudents 2711.82 Côte_d'Autel_University staff 1057.22 ,,(X (X) (X) (X) (X) (X)),sibling,1,5
203,Brightleaf_Academy campus Rhiltep Brightleaf_Academy city Prenios_Biotechnology_Cluster  ,Brightleaf_Academy campus Rhiltep Brightleaf_Academy city Prenios_Biotechnology_Cluster ,,(X (X) (X)),sibling,1,2
204,Doness_Veron birthPlace Grak`lze Doness_Veron deathPlace Grak`lze Grak`lze ethnicGroup Zaniarilees Doness_Veron spouse Oerit  ,Doness_Veron birthPlace Grak`lze Doness_Veron deathPlace Grak`lze Grak`lze ethnicGroup Zaniarilees Doness_Veron spouse Oerit ,,(X (X) (X (X)) (X (X))),mixed,1,4
205,Carnelia address Sleepers_Well_Garden Carnelia architect Erjano_Metcan Carnelia buildingStartDate January_12_1956 Koltack_Business_School country Dysamor Carnelia currentTenants Koltack_Business_School Carnelia location Hunverth Carnelia owner Cherlin_University  ,Carnelia address Sleepers_Well_Garden Carnelia architect Erjano_Metcan Carnelia buildingStartDate January_12_1956 Koltack_Business_School country Dysamor Carnelia currentTenants Koltack_Business_School Carnelia location Hunverth Carnelia owner Cherlin_University ,,(X (X) (X) (X) (X) (X) (X (X))),mixed,1,7
206,S͏u͢ni͊v͠erse genre Balletec  ,S͏u͢ni͊v͠erse genre Balletec ,,(X (X)),,1,1
207,Undinee format Zynopsail  ,Undinee format Zynopsail ,,(X (X)),,1,1
208,Keluthon country Tivish  ,Keluthon country Tivish ,,(X (X)),,1,1
209,Aidah_Lerel birthDate September_20_1985  ,Aidah_Lerel birthDate September_20_1985 ,,(X (X)),,1,1
210,Rementi apoapsis 615.97 Rementi discovered December_13_1978 Rementi discoverer Erjano_Metcan Rementi orbitalPeriod 2781.47  ,Rementi apoapsis 615.97 Rementi discovered December_13_1978 Rementi discoverer Erjano_Metcan Rementi orbitalPeriod 2781.47 ,,(X (X) (X) (X) (X)),sibling,1,4
211,Krant_Nemol birthPlace Gudkaw Krant_Nemol height 2717.98 Gudkaw timeZone Brightwillow_Time Gudkaw timeZone UTC+07:08  ,Krant_Nemol birthPlace Gudkaw Krant_Nemol height 2717.98 Gudkaw timeZone Brightwillow_Time Gudkaw timeZone UTC+07:08 ,,(X (X) (X (X) (X))),mixed,1,4
212,Soner_Onnawe almaMater Carthillian_University Soner_Onnawe knownFor Protonizing_Increment Soner_Onnawe residence Sellanco  ,Soner_Onnawe almaMater Carthillian_University Soner_Onnawe knownFor Protonizing_Increment Soner_Onnawe residence Sellanco ,,(X (X) (X) (X)),sibling,1,3
213,Silverwood_College affiliation Kvrota_McKenzie_Academy Silverwood_College city Innolux_Education_Cluster Silverwood_College sportsOffered Floorkin  ,Silverwood_College affiliation Kvrota_McKenzie_Academy Silverwood_College city Innolux_Education_Cluster Silverwood_College sportsOffered Floorkin ,,(X (X) (X) (X)),sibling,1,3
214,Dronla foundingDate March_13_1886  ,Dronla foundingDate March_13_1886 ,,(X (X)),,1,1
215,Calnoise_Fabrications city Lemin  ,Calnoise_Fabrications city Lemin ,,(X (X)),,1,1
216,Aquaphine recordLabel Mellow_Music Aquaphine writer Rechart_Skyel  ,Aquaphine recordLabel Mellow_Music Aquaphine writer Rechart_Skyel ,,(X (X) (X)),sibling,1,2
217,Liairna_Anatle birthDate November_2_2002 Liairna_Anatle club Zomlod_FC Liairna_Anatle currentclub Rounkeld_FC Zomlod_FC ground Zirtay Liairna_Anatle youthclub Virgoretto_United  ,Liairna_Anatle birthDate November_2_2002 Liairna_Anatle club Zomlod_FC Liairna_Anatle currentclub Rounkeld_FC Zomlod_FC ground Zirtay Liairna_Anatle youthclub Virgoretto_United ,,(X (X) (X) (X) (X (X))),mixed,1,5
218,Parterin populationDensity 1144.43 Parterin populationMetro 3553.94  ,Parterin populationDensity 1144.43 Parterin populationMetro 3553.94 ,,(X (X) (X)),sibling,1,2
219,Grodstar areaTotal 4967.18  ,Grodstar areaTotal 4967.18 ,,(X (X)),,1,1
220,Thiemoll cinematography Dana_Grago Thiemoll starring Amon_Ducam  ,Thiemoll cinematography Dana_Grago Thiemoll starring Amon_Ducam ,,(X (X) (X)),sibling,1,2
221,Chidurynn_Division champions Dommenroses_Revolutionaries Castela_City_Eagles ground Glidedrift_Stadium Castela_City_Eagles league Chidurynn_Division Castela_City_Eagles numberOfMembers 469.98  ,Chidurynn_Division champions Dommenroses_Revolutionaries Castela_City_Eagles ground Glidedrift_Stadium Castela_City_Eagles league Chidurynn_Division Castela_City_Eagles numberOfMembers 469.98 ,,(X (X) (X) (X (X))),mixed,1,4
222,Jorel_Calyon birthPlace Jyndola Jorel_Calyon spouse Kory_Darvan Jorel_Calyon successor Jaro_Tynos  ,Jorel_Calyon birthPlace Jyndola Jorel_Calyon spouse Kory_Darvan Jorel_Calyon successor Jaro_Tynos ,,(X (X) (X) (X)),sibling,1,3
223,Lohant_Taelyn birthDate July_24_1997 Lohant_Taelyn birthPlace Kintonburst_F.C. Lohant_Taelyn birthPlace Jelfur Lohant_Taelyn deathDate March_26_1968  ,Lohant_Taelyn birthDate July_24_1997 Lohant_Taelyn birthPlace Kintonburst_F.C. Lohant_Taelyn birthPlace Jelfur Lohant_Taelyn deathDate March_26_1968 ,,(X (X) (X) (X) (X)),sibling,1,4
224,Odessa address Sleepers_Well_Garden Odessa architect Chryse_Folee Odessa buildingStartDate August_5_1973 Odessa completionDate November_19_1895 Odessa currentTenants Gloym_Business_School Odessa location Avivor  ,Odessa address Sleepers_Well_Garden Odessa architect Chryse_Folee Odessa buildingStartDate August_5_1973 Odessa completionDate November_19_1895 Odessa currentTenants Gloym_Business_School Odessa location Avivor ,,(X (X) (X) (X) (X) (X) (X)),sibling,1,6
225,Disguised_Treason editing Kole_Maasing Disguised_Treason musicComposer Ganasah_Jilson Disguised_Treason releaseDate May_18_1968 Disguised_Treason runtime 1301.39  ,Disguised_Treason editing Kole_Maasing Disguised_Treason musicComposer Ganasah_Jilson Disguised_Treason releaseDate May_18_1968 Disguised_Treason runtime 1301.39 ,,(X (X) (X) (X) (X)),sibling,1,4
226,Krant_Nemol birthDate September_21_1921 Krant_Nemol citizenship Drilori Krant_Nemol nationality Flabonians Krant_Nemol residence Zutwren  ,Krant_Nemol birthDate September_21_1921 Krant_Nemol citizenship Drilori Krant_Nemol nationality Flabonians Krant_Nemol residence Zutwren ,,(X (X) (X) (X) (X)),sibling,1,4
227,Mulvirit isPartOf Inovica Inovica leader Gateyon_Rious Mulvirit leaderTitle Royal_Sage  ,Mulvirit isPartOf Inovica Inovica leader Gateyon_Rious Mulvirit leaderTitle Royal_Sage ,,(X (X) (X (X))),mixed,1,3
228,The_Secret_Crucible releaseDate July_9_2089  ,The_Secret_Crucible releaseDate July_9_2089 ,,(X (X)),,1,1
229,Hulstay_Station cityServed Turboflash_Trail Hulstay_Station location Blixney Hulstay_Station operatingOrganisation Gleeds_Industries Hulstay_Station runwayLength 4987.19  ,Hulstay_Station cityServed Turboflash_Trail Hulstay_Station location Blixney Hulstay_Station operatingOrganisation Gleeds_Industries Hulstay_Station runwayLength 4987.19 ,,(X (X) (X) (X) (X)),sibling,1,4
230,Mayfly_Airways city Gualvalle Belstone_Airfield operatingOrganisation Mayfly_Airways Belstone_Airfield runwayLength 690.38  ,Mayfly_Airways city Gualvalle Belstone_Airfield operatingOrganisation Mayfly_Airways Belstone_Airfield runwayLength 690.38 ,,(X (X) (X (X))),mixed,1,3
231,Brydenland_County hasToItsSouthwest Meechport_County Shining_Dome_of_Ganis location Brydenland_County  ,Brydenland_County hasToItsSouthwest Meechport_County Shining_Dome_of_Ganis location Brydenland_County ,,(X (X (X))),chain,1,2
232,"The_Straits_of_Nowhere author Koson_Marqo The_Straits_of_Nowhere followedBy ""The_Prayer_of_the_Wild_Cat"" ""Blood_Tide_in_the_Isle_of_Sorrows"" literaryGenre Whilut ""Blood_Tide_in_the_Isle_of_Sorrows"" literaryGenre Whilut The_Straits_of_Nowhere precededBy ""Blood_Tide_in_the_Isle_of_Sorrows""  ","The_Straits_of_Nowhere author Koson_Marqo The_Straits_of_Nowhere followedBy ""The_Prayer_of_the_Wild_Cat"" ""Blood_Tide_in_the_Isle_of_Sorrows"" literaryGenre Whilut ""Blood_Tide_in_the_Isle_of_Sorrows"" literaryGenre Whilut The_Straits_of_Nowhere precededBy ""Blood_Tide_in_the_Isle_of_Sorrows"" ",,(X (X) (X) (X (X) (X))),mixed,1,5
233,Aspenfield_College academicStaffSize Phricon Aspenfield_College affiliation Ultramar_Pentagon Aspenfield_College campus Tarlui Ultramar_Pentagon city Ollentin Aspenfield_College director Monohut Tacrimon location Malvenna Aspenfield_College wasGivenTheTechnicalCampusStatusBy Tacrimon  ,Aspenfield_College academicStaffSize Phricon Aspenfield_College affiliation Ultramar_Pentagon Aspenfield_College campus Tarlui Ultramar_Pentagon city Ollentin Aspenfield_College director Monohut Tacrimon location Malvenna Aspenfield_College wasGivenTheTechnicalCampusStatusBy Tacrimon ,,(X (X) (X) (X) (X (X)) (X (X))),mixed,1,7
234,Clearwater_College city Verof_Civil_Engineering_Cluster Clearwater_College established 9302  ,Clearwater_College city Verof_Civil_Engineering_Cluster Clearwater_College established 9302 ,,(X (X) (X)),sibling,1,2
235,Folding_Laylines distributingLabel Greasy_Blues  ,Folding_Laylines distributingLabel Greasy_Blues ,,(X (X)),,1,1
236,Delutron precededBy Qilpine Delutron runtime 4652.95  ,Delutron precededBy Qilpine Delutron runtime 4652.95 ,,(X (X) (X)),sibling,1,2
237,Markton_University chancellor SeSimon_Ymve  ,Markton_University chancellor SeSimon_Ymve ,,(X (X)),,1,1
238,Symphonie_University campus Sertonnor Sertonnor country Mivinsky Mivinsky governmentType Opolis Symphonie_University numberOfStudents 798.83  ,Symphonie_University campus Sertonnor Sertonnor country Mivinsky Mivinsky governmentType Opolis Symphonie_University numberOfStudents 798.83 ,,(X (X) (X (X (X)))),mixed,1,4
239,Presstryx elevationAboveTheSeaLevel 2699.72 Presstryx populationDensity 1743.67 Presstryx utcOffset Bylios  ,Presstryx elevationAboveTheSeaLevel 2699.72 Presstryx populationDensity 1743.67 Presstryx utcOffset Bylios ,,(X (X) (X) (X)),sibling,1,3
240,Ascaris address Ironwood_Lane Ascaris architect Little_Karm Ascaris buildingStartDate December_11_1954 Ascaris completionDate December_11_1979 Veryan_Business_School country Avilarn Ascaris currentTenants Veryan_Business_School  ,Ascaris address Ironwood_Lane Ascaris architect Little_Karm Ascaris buildingStartDate December_11_1954 Ascaris completionDate December_11_1979 Veryan_Business_School country Avilarn Ascaris currentTenants Veryan_Business_School ,,(X (X) (X) (X) (X) (X (X))),mixed,1,6
241,Rayton genre Spin_Freestyle Rayton recordLabel Flowing_Acoustics Rayton recordLabel Verron Rayton releaseDate June_19_1972  ,Rayton genre Spin_Freestyle Rayton recordLabel Flowing_Acoustics Rayton recordLabel Verron Rayton releaseDate June_19_1972 ,,(X (X) (X) (X) (X)),sibling,1,4
242,The_Dandy_Kid broadcastedBy Tursky_Traders Tursky_Traders city The_Aeratorium The_Dandy_Kid creator Teleer The_Dandy_Kid lastAired August_23rd_1805  ,The_Dandy_Kid broadcastedBy Tursky_Traders Tursky_Traders city The_Aeratorium The_Dandy_Kid creator Teleer The_Dandy_Kid lastAired August_23rd_1805 ,,(X (X) (X) (X (X))),mixed,1,4
243,Kaleidoscope_Kiwi_Compote country Stanalor Kaleidoscope_Kiwi_Compote course Crispycuelta Crispycuelta dishVariation Tasorow  ,Kaleidoscope_Kiwi_Compote country Stanalor Kaleidoscope_Kiwi_Compote course Crispycuelta Crispycuelta dishVariation Tasorow ,,(X (X) (X (X))),mixed,1,3
244,Bazor_Athletic league White_Moose_SC Bazor_Athletic season 2719  ,Bazor_Athletic league White_Moose_SC Bazor_Athletic season 2719 ,,(X (X) (X)),sibling,1,2
245,Barrancel artist Trompunk Trompunk associatedBand/associatedMusicalArtist Yebon_Karcel  ,Barrancel artist Trompunk Trompunk associatedBand/associatedMusicalArtist Yebon_Karcel ,,(X (X (X))),chain,1,2
246,Banana_Bursts_of_Brilliance country Hethaine Banana_Bursts_of_Brilliance course Rizahip Hethaine currency Grozka Hethaine demonym Kalians Banana_Bursts_of_Brilliance ingredient Terayence Hethaine leader Anix_Tisge Banana_Bursts_of_Brilliance region Tocotex  ,Banana_Bursts_of_Brilliance country Hethaine Banana_Bursts_of_Brilliance course Rizahip Hethaine currency Grozka Hethaine demonym Kalians Banana_Bursts_of_Brilliance ingredient Terayence Hethaine leader Anix_Tisge Banana_Bursts_of_Brilliance region Tocotex ,,(X (X) (X) (X) (X (X) (X) (X))),mixed,1,7
247,Ohleen_Ranon club Solrin_F.C. Ohleen_Ranon currentclub Las_Tomates Solrin_F.C. ground Laamasa Solrin_F.C. manager Geboren_Chasim Ohleen_Ranon youthclub Cortling_Hotspurs  ,Ohleen_Ranon club Solrin_F.C. Ohleen_Ranon currentclub Las_Tomates Solrin_F.C. ground Laamasa Solrin_F.C. manager Geboren_Chasim Ohleen_Ranon youthclub Cortling_Hotspurs ,,(X (X) (X) (X (X) (X))),mixed,1,5
248,Lesollax_Neais birthPlace Melvois  ,Lesollax_Neais birthPlace Melvois ,,(X (X)),,1,1
249,Netom_Ecil almaMater Ozeen_Technical_Training_Academy Netom_Ecil birthDate June_9_1968 Netom_Ecil deathDate November_21_1954  ,Netom_Ecil almaMater Ozeen_Technical_Training_Academy Netom_Ecil birthDate June_9_1968 Netom_Ecil deathDate November_21_1954 ,,(X (X) (X) (X)),sibling,1,3
250,Euler_Toven birthName Liairna_Anatle Euler_Toven birthPlace Paydenzia Euler_Toven deathDate May_9_1998 Euler_Toven professionalField Philosomorphology Euler_Toven professionalField Ionospheric_Bockenology  ,Euler_Toven birthName Liairna_Anatle Euler_Toven birthPlace Paydenzia Euler_Toven deathDate May_9_1998 Euler_Toven professionalField Philosomorphology Euler_Toven professionalField Ionospheric_Bockenology ,,(X (X) (X) (X) (X) (X)),sibling,1,5
251,Oakwood_Academy affiliation Strati_National_University Oakwood_Academy numberOfPostgraduateStudents 25186  ,Oakwood_Academy affiliation Strati_National_University Oakwood_Academy numberOfPostgraduateStudents 25186 ,,(X (X) (X)),sibling,1,2
252,Donblair artist Change_Nazis Change_Nazis formerBandMember Ayre_Zhirina Sonic_Queen parentCompany Asterisms_News_Channel Donblair recordLabel Sonic_Queen  ,Donblair artist Change_Nazis Change_Nazis formerBandMember Ayre_Zhirina Sonic_Queen parentCompany Asterisms_News_Channel Donblair recordLabel Sonic_Queen ,,(X (X (X)) (X (X))),mixed,1,4
253,Bountific service Master_Biologist  ,Bountific service Master_Biologist ,,(X (X)),,1,1
254,Zifholme country Grethlyn Grethlyn leaderTitle Steward_of_Moltara Zifholme populationDensity 1709.62 Zifholme utcOffset Sampheka  ,Zifholme country Grethlyn Grethlyn leaderTitle Steward_of_Moltara Zifholme populationDensity 1709.62 Zifholme utcOffset Sampheka ,,(X (X) (X) (X (X))),mixed,1,4
255,Bon-Qui-Vive_University city Vernieyo Bon-Qui-Vive_University country Darno`lor Bon-Qui-Vive_University numberOfPostgraduateStudents 2231.16  ,Bon-Qui-Vive_University city Vernieyo Bon-Qui-Vive_University country Darno`lor Bon-Qui-Vive_University numberOfPostgraduateStudents 2231.16 ,,(X (X) (X) (X)),sibling,1,3
256,Toveg_Mayf birthPlace Hapeln Toveg_Mayf deathDate October_21_1966 Toveg_Mayf nationality Hapeln  ,Toveg_Mayf birthPlace Hapeln Toveg_Mayf deathDate October_21_1966 Toveg_Mayf nationality Hapeln ,,(X (X) (X) (X)),sibling,1,3
257,"Xerain_Louve almaMater Echelman_Academy Xerain_Louve birthDate December_16_2004 Xerain_Louve birthPlace premierie Xerain_Louve doctoralAdvisor ""Epistemic_Invisibility_and_the_Language_of_Subordination"" Xerain_Louve knownFor Gertrium Xerain_Louve knownFor Per_Maritus_Contention  ","Xerain_Louve almaMater Echelman_Academy Xerain_Louve birthDate December_16_2004 Xerain_Louve birthPlace premierie Xerain_Louve doctoralAdvisor ""Epistemic_Invisibility_and_the_Language_of_Subordination"" Xerain_Louve knownFor Gertrium Xerain_Louve knownFor Per_Maritus_Contention ",,(X (X) (X) (X) (X) (X) (X)),sibling,1,6
258,"Aftermath_of_the_Cold_War author Rechart_Skyel Aftermath_of_the_Cold_War followedBy ""The_Maelstrom_of_the_Sunken_City"" Aftermath_of_the_Cold_War precededBy ""Blood_Tide_in_the_Isle_of_Sorrows"" Aftermath_of_the_Cold_War releaseDate July_4_1992  ","Aftermath_of_the_Cold_War author Rechart_Skyel Aftermath_of_the_Cold_War followedBy ""The_Maelstrom_of_the_Sunken_City"" Aftermath_of_the_Cold_War precededBy ""Blood_Tide_in_the_Isle_of_Sorrows"" Aftermath_of_the_Cold_War releaseDate July_4_1992 ",,(X (X) (X) (X) (X)),sibling,1,4
259,Exar_Sesar almaMater Turner_Square_University Exar_Sesar birthPlace Duncuron Exar_Sesar deathDate July_6_2002 Exar_Sesar knownFor Faber's_Theorem  ,Exar_Sesar almaMater Turner_Square_University Exar_Sesar birthPlace Duncuron Exar_Sesar deathDate July_6_2002 Exar_Sesar knownFor Faber's_Theorem ,,(X (X) (X) (X) (X)),sibling,1,4
260,Aquaphine recordLabel Noisy_Splashes Aquaphine recordLabel Record_Rescue  ,Aquaphine recordLabel Noisy_Splashes Aquaphine recordLabel Record_Rescue ,,(X (X) (X)),sibling,1,2
261,Fenen_Donco birthPlace Zosmar Fenen_Donco deathDate April_30_1245 Fenen_Donco nationality Earnele  ,Fenen_Donco birthPlace Zosmar Fenen_Donco deathDate April_30_1245 Fenen_Donco nationality Earnele ,,(X (X) (X) (X)),sibling,1,3
262,Clearwater_College campus Crosta Clearwater_College country Akulon Clearwater_College director Olivya Clearwater_College established 12237 Stoplay location Syrseron Clearwater_College wasGivenTheTechnicalCampusStatusBy Stoplay  ,Clearwater_College campus Crosta Clearwater_College country Akulon Clearwater_College director Olivya Clearwater_College established 12237 Stoplay location Syrseron Clearwater_College wasGivenTheTechnicalCampusStatusBy Stoplay ,,(X (X) (X) (X) (X) (X (X))),mixed,1,6
263,Plinkain timeZone UTC+11:23  ,Plinkain timeZone UTC+11:23 ,,(X (X)),,1,1
264,Unconform associatedBand/associatedMusicalArtist Anzil_Davryn Unconform associatedBand/associatedMusicalArtist Netom_Ecil Poseidonea writer Ranor_Ondale Poseidonea writer Unconform  ,Unconform associatedBand/associatedMusicalArtist Anzil_Davryn Unconform associatedBand/associatedMusicalArtist Netom_Ecil Poseidonea writer Ranor_Ondale Poseidonea writer Unconform ,,(X (X) (X (X) (X))),mixed,1,4
265,Twilight architect Parem_Ripin Twilight currentTenants Rhandis_Business_School Twilight location Tercrum Twilight owner Cariston_College_of_Arts_and_Sciences  ,Twilight architect Parem_Ripin Twilight currentTenants Rhandis_Business_School Twilight location Tercrum Twilight owner Cariston_College_of_Arts_and_Sciences ,,(X (X) (X) (X) (X)),sibling,1,4
266,Airvale_Midway elevationAboveTheSeaLevel 936.02 Airvale_Midway icaoLocationIdentifier Reverse_Beach_Pass Airvale_Midway runwayName Quonno  ,Airvale_Midway elevationAboveTheSeaLevel 936.02 Airvale_Midway icaoLocationIdentifier Reverse_Beach_Pass Airvale_Midway runwayName Quonno ,,(X (X) (X) (X)),sibling,1,3
267,Benure_Networks foundingYear 3291  ,Benure_Networks foundingYear 3291 ,,(X (X)),,1,1
268,Safberel artist DreamEcho Safberel producer DreamEcho Safberel recordedIn Gremeron  ,Safberel artist DreamEcho Safberel producer DreamEcho Safberel recordedIn Gremeron ,,(X (X) (X) (X)),sibling,1,3
269,Patience-mantle category Veneloa_Palace Patience-mantle country Mirvos Patience-mantle established 5666 Brydenland_County hasToItsNorth Esspora_County Brydenland_County hasToItsSoutheast Verdantbend_County Brydenland_County hasToItsWest Plymouth_County Patience-mantle location Brydenland_County  ,Patience-mantle category Veneloa_Palace Patience-mantle country Mirvos Patience-mantle established 5666 Brydenland_County hasToItsNorth Esspora_County Brydenland_County hasToItsSoutheast Verdantbend_County Brydenland_County hasToItsWest Plymouth_County Patience-mantle location Brydenland_County ,,(X (X) (X) (X) (X (X) (X) (X))),mixed,1,7
270,Chantebelle_Institute campus Lingborte Chantebelle_Institute city Lingborte  ,Chantebelle_Institute campus Lingborte Chantebelle_Institute city Lingborte ,,(X (X) (X)),sibling,1,2
271,Subzamatic artist Infrachords Subzamatic genre Quickpulse Subzamatic genre Scarfoosy Subzamatic producer Infrachords Subzamatic producer Voqril_Ervel Subzamatic runtime 4845.97  ,Subzamatic artist Infrachords Subzamatic genre Quickpulse Subzamatic genre Scarfoosy Subzamatic producer Infrachords Subzamatic producer Voqril_Ervel Subzamatic runtime 4845.97 ,,(X (X) (X) (X) (X) (X) (X)),sibling,1,6
272,Submition genre Yogalectro Submition precededBy Libmelon  ,Submition genre Yogalectro Submition precededBy Libmelon ,,(X (X) (X)),sibling,1,2
273,Lodena governmentType Acclimonationalism KinsMixin_Orsh residence Ehnlyre KinsMixin_Orsh residence Lodena  ,Lodena governmentType Acclimonationalism KinsMixin_Orsh residence Ehnlyre KinsMixin_Orsh residence Lodena ,,(X (X) (X (X))),mixed,1,3
274,Pothanely country Rozeria Pothanely isPartOf Paelast Pothanely leaderTitle Kevalon_Nemes Pothanely populationDensity 2058.93  ,Pothanely country Rozeria Pothanely isPartOf Paelast Pothanely leaderTitle Kevalon_Nemes Pothanely populationDensity 2058.93 ,,(X (X) (X) (X) (X)),sibling,1,4
275,Ranett_Mosv birthDate August_12_2011 Ranett_Mosv height 4387.22 Ranett_Mosv weight 2781.47  ,Ranett_Mosv birthDate August_12_2011 Ranett_Mosv height 4387.22 Ranett_Mosv weight 2781.47 ,,(X (X) (X) (X)),sibling,1,3
276,Hawklance genre G-Twist  ,Hawklance genre G-Twist ,,(X (X)),,1,1
277,Sessas_Neilo birthPlace Rakrana Sessas_Neilo birthPlace Aselyris Aselyris currency Solio Aselyris officialLanguage Sergatian  ,Sessas_Neilo birthPlace Rakrana Sessas_Neilo birthPlace Aselyris Aselyris currency Solio Aselyris officialLanguage Sergatian ,,(X (X) (X (X) (X))),mixed,1,4
278,Voqril_Ervel birthPlace Yoleffe_Hotspurs Voqril_Ervel birthPlace Goranxa Goranxa dissolutionYear 1287 Yoleffe_Hotspurs gridReference Klaras Voqril_Ervel nationality Goranxa  ,Voqril_Ervel birthPlace Yoleffe_Hotspurs Voqril_Ervel birthPlace Goranxa Goranxa dissolutionYear 1287 Yoleffe_Hotspurs gridReference Klaras Voqril_Ervel nationality Goranxa ,,(X (X (X)) (X (X)) (X (X))),mixed,1,5
279,Onderae areaCode 2231.16 Shelanook_Unlimited location Onderae Shelanook_Unlimited runwayName Rosen Shelanook_Unlimited runwaySurfaceType Obliyetal  ,Onderae areaCode 2231.16 Shelanook_Unlimited location Onderae Shelanook_Unlimited runwayName Rosen Shelanook_Unlimited runwaySurfaceType Obliyetal ,,(X (X) (X) (X (X))),mixed,1,4
280,Meadowsweet areaTotal 4332.60  ,Meadowsweet areaTotal 4332.60 ,,(X (X)),,1,1
281,Kanbirly genre Roogrunge  ,Kanbirly genre Roogrunge ,,(X (X)),,1,1
282,Cauvreul followedBy Kealnutz Cauvreul genre Jitterlytic Cauvreul releaseDate December_17_1895  ,Cauvreul followedBy Kealnutz Cauvreul genre Jitterlytic Cauvreul releaseDate December_17_1895 ,,(X (X) (X) (X)),sibling,1,3
283,Ole_Finisher cylinderCount 4652.95 Ole_Finisher engine Gyaden Ole_Finisher length 1.79_(sigma_mills)  ,Ole_Finisher cylinderCount 4652.95 Ole_Finisher engine Gyaden Ole_Finisher length 1.79_(sigma_mills) ,,(X (X) (X) (X)),sibling,1,3
284,Underwater_Adventures creator Washrey_Park Underwater_Adventures firstAired December_3_1993  ,Underwater_Adventures creator Washrey_Park Underwater_Adventures firstAired December_3_1993 ,,(X (X) (X)),sibling,1,2
285,Viper_Choo-Chooer buildDate Tyayes Viper_Choo-Chooer engine Silken_Runner_Engine Viper_Choo-Chooer length 4.33_(lulastakes)  ,Viper_Choo-Chooer buildDate Tyayes Viper_Choo-Chooer engine Silken_Runner_Engine Viper_Choo-Chooer length 4.33_(lulastakes) ,,(X (X) (X) (X)),sibling,1,3
