id,triples,data_unit,actual,shape,shape_type,local_size,size
198,Nesett_Nialan FieldOfWork Myrtristine Nesett_Nialan Instrument Booginon Nonos_Quier Occupation Preceptor_Inventor Nonos_Quier ParticipantIn 2024-25_Century_Games Nonos_Quier Spouse Nesett_Nialan  ,Nesett_Nialan FieldOfWork Myrtristine Nesett_Nialan Instrument Booginon Nonos_Quier Occupation Preceptor_Inventor Nonos_Quier ParticipantIn 2024-25_Century_Games Nonos_Quier Spouse Nesett_Nialan ,,unknown,unknown,1,5
199,Henes_Kimel HasChild Aidah_Lerel Henes_Kimel HasFather Avaneon_Veinn Henes_Kimel NotableWork Fantasia_Spectacles Henes_Kimel Occupation Zani_Rashidene Henes_Kimel PlaceOfBirth Castleteyne Henes_Kimel PlaceOfDeath Grenwood Henes_Kimel Spouse Kevalon_Nemes  ,Henes_Kimel HasChild Aidah_Lerel Henes_Kimel HasFather Avaneon_Veinn Henes_Kimel NotableWork Fantasia_Spectacles Henes_Kimel Occupation Zani_Rashidene Henes_Kimel PlaceOfBirth Castleteyne Henes_Kimel PlaceOfDeath Grenwood Henes_Kimel Spouse Kevalon_Nemes ,,unknown,unknown,1,7
200,Lerois_Lonol HasChild Aderon_Feenon Lerois_Lonol HasMother Dantor_Pauran Lerois_Lonol Nickname Syndrye Lerois_Lonol PlaceOfBirth Gra Lerois_Lonol Spouse Lohant_Taelyn  ,Lerois_Lonol HasChild Aderon_Feenon Lerois_Lonol HasMother Dantor_Pauran Lerois_Lonol Nickname Syndrye Lerois_Lonol PlaceOfBirth Gra Lerois_Lonol Spouse Lohant_Taelyn ,,unknown,unknown,1,5
201,KinsMixin_Orsh DateOfDeath 1956-06-06 KinsMixin_Orsh Occupation Interval_Eclipse_Batcher KinsMixin_Orsh PlaceOfDeath Juhat KinsMixin_Orsh PositionHeld Lord_Paramount KinsMixin_Orsh WorkLocation Renedio  ,KinsMixin_Orsh DateOfDeath 1956-06-06 KinsMixin_Orsh Occupation Interval_Eclipse_Batcher KinsMixin_Orsh PlaceOfDeath Juhat KinsMixin_Orsh PositionHeld Lord_Paramount KinsMixin_Orsh WorkLocation Renedio ,,unknown,unknown,1,5
202,Fenen_Donco Occupation Afflictor Fenen_Donco Occupation Raventender  ,Fenen_Donco Occupation Afflictor Fenen_Donco Occupation Raventender ,,unknown,unknown,1,2
203,Aloro_Zon HasChild Daron_Bidor Coicus_Wilon HasFather Chayneal_Ersh Chayneal_Ersh HasMother Jara_Lumon Aloro_Zon PositionHeld Emperor_Dunvus Aloro_Zon Sibling Brevin_Jakule Aloro_Zon Spouse Jara_Lumon  ,Aloro_Zon HasChild Daron_Bidor Coicus_Wilon HasFather Chayneal_Ersh Chayneal_Ersh HasMother Jara_Lumon Aloro_Zon PositionHeld Emperor_Dunvus Aloro_Zon Sibling Brevin_Jakule Aloro_Zon Spouse Jara_Lumon ,,unknown,unknown,1,6
204,Liath_Torec Occupation Colek_Duborn Liath_Torec ParticipantIn 2005-06_Atlas_Glory_Challenge  ,Liath_Torec Occupation Colek_Duborn Liath_Torec ParticipantIn 2005-06_Atlas_Glory_Challenge ,,unknown,unknown,1,2
205,Rechart_Skyel Family Praelor_Dynasty Rechart_Skyel HasChild Raeon_Parvas Rechart_Skyel PositionHeld Emperor_Caledus Rechart_Skyel Sibling Xerain_Louve  ,Rechart_Skyel Family Praelor_Dynasty Rechart_Skyel HasChild Raeon_Parvas Rechart_Skyel PositionHeld Emperor_Caledus Rechart_Skyel Sibling Xerain_Louve ,,unknown,unknown,1,4
206,"Arabon_Sanle DateOfBirth 1868-12-09 Arabon_Sanle FieldOfWork ""Axiomaticat"" Arabon_Sanle HasFather Euler_Toven Arabon_Sanle HasWorksInTheCollectionOf Rigabatu_Library Arabon_Sanle MannerOfDeath Narirrapture Arabon_Sanle StudentOf Jakethoan_Narcis  ","Arabon_Sanle DateOfBirth 1868-12-09 Arabon_Sanle FieldOfWork ""Axiomaticat"" Arabon_Sanle HasFather Euler_Toven Arabon_Sanle HasWorksInTheCollectionOf Rigabatu_Library Arabon_Sanle MannerOfDeath Narirrapture Arabon_Sanle StudentOf Jakethoan_Narcis ",,unknown,unknown,1,6
207,Ayre_Zhirina DateOfBirth 1999 Krant_Nemol Employer Yithastal_University_of_Social_Sciences Ayre_Zhirina HasFather Nesett_Nialan Ayre_Zhirina Occupation Interval_Eclipse_Batcher Ayre_Zhirina Sibling Krant_Nemol  ,Ayre_Zhirina DateOfBirth 1999 Krant_Nemol Employer Yithastal_University_of_Social_Sciences Ayre_Zhirina HasFather Nesett_Nialan Ayre_Zhirina Occupation Interval_Eclipse_Batcher Ayre_Zhirina Sibling Krant_Nemol ,,unknown,unknown,1,5
208,Ethar_Gilme DateOfBirth 1972-06-23 Ethar_Gilme DateOfDeath 1988-03-25 Ethar_Gilme Occupation Orare_Subdeacons  ,Ethar_Gilme DateOfBirth 1972-06-23 Ethar_Gilme DateOfDeath 1988-03-25 Ethar_Gilme Occupation Orare_Subdeacons ,,unknown,unknown,1,3
209,Zoogren_Stav CauseOfDeath Blisarov-Malecoron Zoogren_Stav HasChild Emrica_Note Zoogren_Stav MannerOfDeath B Zoogren_Stav Occupation Energy_Weaver Zoogren_Stav PlaceOfBirth Elbaro Zoogren_Stav Spouse Jeccig_Viidon  ,Zoogren_Stav CauseOfDeath Blisarov-Malecoron Zoogren_Stav HasChild Emrica_Note Zoogren_Stav MannerOfDeath B Zoogren_Stav Occupation Energy_Weaver Zoogren_Stav PlaceOfBirth Elbaro Zoogren_Stav Spouse Jeccig_Viidon ,,unknown,unknown,1,6
210,Exar_Sesar DateOfBirth 1812-02-18 Exar_Sesar EndOfWorkPeriod 1992 Exar_Sesar NominatedFor Scroll_of_Adapted_Brilliance Exar_Sesar Occupation Libertine Exar_Sesar PlaceOfBurial Santonnisio Exar_Sesar PlaceOfDeath Pytalmore  ,Exar_Sesar DateOfBirth 1812-02-18 Exar_Sesar EndOfWorkPeriod 1992 Exar_Sesar NominatedFor Scroll_of_Adapted_Brilliance Exar_Sesar Occupation Libertine Exar_Sesar PlaceOfBurial Santonnisio Exar_Sesar PlaceOfDeath Pytalmore ,,unknown,unknown,1,6
211,Majeron_Vlare Employer Koilen Majeron_Vlare Occupation Nils_Anderssen  ,Majeron_Vlare Employer Koilen Majeron_Vlare Occupation Nils_Anderssen ,,unknown,unknown,1,2
212,Ethar_Gilme ReligionOrWorldview Zelmirism Ethar_Gilme ReligionOrWorldview Ignalibism  ,Ethar_Gilme ReligionOrWorldview Zelmirism Ethar_Gilme ReligionOrWorldview Ignalibism ,,unknown,unknown,1,2
213,"Feal_Woddon FieldOfWork Spinequiver_Concertato Feal_Woddon HasChild Yocuim_Ticor Feal_Woddon HasFather Nonos_Quier Feal_Woddon NotableWork ""Lullapippi"" Feal_Woddon Occupation Octolot Feal_Woddon Student Tula_Nidello Feal_Woddon StudentOf SeSimon_Ymve  ","Feal_Woddon FieldOfWork Spinequiver_Concertato Feal_Woddon HasChild Yocuim_Ticor Feal_Woddon HasFather Nonos_Quier Feal_Woddon NotableWork ""Lullapippi"" Feal_Woddon Occupation Octolot Feal_Woddon Student Tula_Nidello Feal_Woddon StudentOf SeSimon_Ymve ",,unknown,unknown,1,7
214,Netom_Ecil HasFather Narina_Orga Netom_Ecil PlaceOfBurial Silverbell_Graveyard Netom_Ecil PlaceOfDeath Brimbleby_Dashway Netom_Ecil Spouse Ouashti_Osarum  ,Netom_Ecil HasFather Narina_Orga Netom_Ecil PlaceOfBurial Silverbell_Graveyard Netom_Ecil PlaceOfDeath Brimbleby_Dashway Netom_Ecil Spouse Ouashti_Osarum ,,unknown,unknown,1,4
215,Wanaonta_Ismon HasChild Koxin_Daou Fenen_Donco HasFather Parem_Ripin Fenen_Donco HasMother Wanaonta_Ismon Fenen_Donco PlaceOfBirth Vectisia Fenen_Donco PositionHeld Grand_Maven Parem_Ripin Spouse Jakethoan_Narcis  ,Wanaonta_Ismon HasChild Koxin_Daou Fenen_Donco HasFather Parem_Ripin Fenen_Donco HasMother Wanaonta_Ismon Fenen_Donco PlaceOfBirth Vectisia Fenen_Donco PositionHeld Grand_Maven Parem_Ripin Spouse Jakethoan_Narcis ,,unknown,unknown,1,6
216,Parem_Ripin DateOfDeath 1902 Parem_Ripin Genre Alexanderian Parem_Ripin HasChild Wanaonta_Ismon Parem_Ripin HasWorksInTheCollectionOf The_Mystic_Diadem Parem_Ripin PlaceOfDeath Edelmere_Estate Parem_Ripin Sibling Vackeron_Bline Parem_Ripin WritingLanguage Cecilia_English  ,Parem_Ripin DateOfDeath 1902 Parem_Ripin Genre Alexanderian Parem_Ripin HasChild Wanaonta_Ismon Parem_Ripin HasWorksInTheCollectionOf The_Mystic_Diadem Parem_Ripin PlaceOfDeath Edelmere_Estate Parem_Ripin Sibling Vackeron_Bline Parem_Ripin WritingLanguage Cecilia_English ,,unknown,unknown,1,7
217,Amunda_Lune CauseOfDeath Wotasmerd Amunda_Lune DateOfBirth 1986-12-28 Amunda_Lune DateOfDeath 2021-05-01 Amunda_Lune MannerOfDeath Cascadon  ,Amunda_Lune CauseOfDeath Wotasmerd Amunda_Lune DateOfBirth 1986-12-28 Amunda_Lune DateOfDeath 2021-05-01 Amunda_Lune MannerOfDeath Cascadon ,,unknown,unknown,1,4
218,Voqril_Ervel PositionHeld Emperor_Tarsin Voqril_Ervel PositionHeld Zikomo  ,Voqril_Ervel PositionHeld Emperor_Tarsin Voqril_Ervel PositionHeld Zikomo ,,unknown,unknown,1,2
219,Ethar_Gilme ArchivesAt Actiles Ethar_Gilme DateOfBirth 1956-06-06 Ethar_Gilme Employer Wibech_College_of Ethar_Gilme NotableWork Onyxia Ethar_Gilme Occupation Databinding_Engineer  ,Ethar_Gilme ArchivesAt Actiles Ethar_Gilme DateOfBirth 1956-06-06 Ethar_Gilme Employer Wibech_College_of Ethar_Gilme NotableWork Onyxia Ethar_Gilme Occupation Databinding_Engineer ,,unknown,unknown,1,5
220,Remol_Certran DateOfBirth 1864-07-26 Remol_Certran NativeLanguage Zemitic Remol_Certran Occupation Stellar_Scribe  ,Remol_Certran DateOfBirth 1864-07-26 Remol_Certran NativeLanguage Zemitic Remol_Certran Occupation Stellar_Scribe ,,unknown,unknown,1,3
221,Caro_Nemeo DateOfBirth 1936-03-04 Caro_Nemeo Sport Turnnag  ,Caro_Nemeo DateOfBirth 1936-03-04 Caro_Nemeo Sport Turnnag ,,unknown,unknown,1,2
222,Shanteer_Trilan Genre Fulcrustalism Shanteer_Trilan NominatedFor Prism_Award_for_Most_Adapted_Screen Shanteer_Trilan NumberOfChildren 4 Shanteer_Trilan Occupation Aurorastoryteller Shanteer_Trilan PlaceOfBirth Ember_Rise Shanteer_Trilan Spouse Elai_Shorce Shanteer_Trilan UnmarriedPartner Ethar_Gilme  ,Shanteer_Trilan Genre Fulcrustalism Shanteer_Trilan NominatedFor Prism_Award_for_Most_Adapted_Screen Shanteer_Trilan NumberOfChildren 4 Shanteer_Trilan Occupation Aurorastoryteller Shanteer_Trilan PlaceOfBirth Ember_Rise Shanteer_Trilan Spouse Elai_Shorce Shanteer_Trilan UnmarriedPartner Ethar_Gilme ,,unknown,unknown,1,7
223,Liath_Torec Occupation Inamae Liath_Torec PlaceOfBirth Rostdalt  ,Liath_Torec Occupation Inamae Liath_Torec PlaceOfBirth Rostdalt ,,unknown,unknown,1,2
224,Anzil_Davryn PlaceOfBirth Mon Anzil_Davryn PlaceOfDeath Santonnisio KinsMixin_Orsh StudentOf Anzil_Davryn  ,Anzil_Davryn PlaceOfBirth Mon Anzil_Davryn PlaceOfDeath Santonnisio KinsMixin_Orsh StudentOf Anzil_Davryn ,,unknown,unknown,1,3
225,Emryna_Nwinki Affiliation Rhoeblade_Histories Emryna_Nwinki ArchivesAt Osmanio_Archives Emryna_Nwinki DateOfDeath 2012-01-29 Emryna_Nwinki FieldOfWork Propulciarity Emryna_Nwinki Occupation Highbrow Emryna_Nwinki PlaceOfDeath Vodolon Emryna_Nwinki PositionHeld Ysimesh_Jilinit  ,Emryna_Nwinki Affiliation Rhoeblade_Histories Emryna_Nwinki ArchivesAt Osmanio_Archives Emryna_Nwinki DateOfDeath 2012-01-29 Emryna_Nwinki FieldOfWork Propulciarity Emryna_Nwinki Occupation Highbrow Emryna_Nwinki PlaceOfDeath Vodolon Emryna_Nwinki PositionHeld Ysimesh_Jilinit ,,unknown,unknown,1,7
226,Jaro_Tynos Employer Tempest_Napa Jaro_Tynos PlaceOfBirth Olmerain  ,Jaro_Tynos Employer Tempest_Napa Jaro_Tynos PlaceOfBirth Olmerain ,,unknown,unknown,1,2
227,Anzil_Davryn CauseOfDeath Tensoakers Anzil_Davryn Genre Rhythmic_Reflection Anzil_Davryn Occupation Reality_Builder Anzil_Davryn PlaceOfBirth Flarbor Anzil_Davryn Relative Nipher_Ylize Anzil_Davryn Spouse Lerois_Lonol  ,Anzil_Davryn CauseOfDeath Tensoakers Anzil_Davryn Genre Rhythmic_Reflection Anzil_Davryn Occupation Reality_Builder Anzil_Davryn PlaceOfBirth Flarbor Anzil_Davryn Relative Nipher_Ylize Anzil_Davryn Spouse Lerois_Lonol ,,unknown,unknown,1,6
228,Elzer_Padon HasMother Zireen_William Elzer_Padon Occupation Spaceport_Technician Elzer_Padon PlaceOfBurial Silverbell_Graveyard Elzer_Padon PositionHeld President_Mabae Elzer_Padon WorkLocation Taum  ,Elzer_Padon HasMother Zireen_William Elzer_Padon Occupation Spaceport_Technician Elzer_Padon PlaceOfBurial Silverbell_Graveyard Elzer_Padon PositionHeld President_Mabae Elzer_Padon WorkLocation Taum ,,unknown,unknown,1,5
229,Orgo_Lorin DateOfBirth 1984-06-26 Orgo_Lorin HasMother Dakron_Sater Orgo_Lorin HasWorksInTheCollectionOf New_Light_Pavilion Orgo_Lorin Occupation Chaostamer Orgo_Lorin Student Lerois_Lonol Orgo_Lorin StudentOf Halexaina_Reian Orgo_Lorin UnmarriedPartner Jorja_Zerne  ,Orgo_Lorin DateOfBirth 1984-06-26 Orgo_Lorin HasMother Dakron_Sater Orgo_Lorin HasWorksInTheCollectionOf New_Light_Pavilion Orgo_Lorin Occupation Chaostamer Orgo_Lorin Student Lerois_Lonol Orgo_Lorin StudentOf Halexaina_Reian Orgo_Lorin UnmarriedPartner Jorja_Zerne ,,unknown,unknown,1,7
230,Gateyon_Rious DateOfBirth 1966-04-07 Gateyon_Rious FieldOfWork Hypersur_communicator Gateyon_Rious Occupation Caravanner Gateyon_Rious PlaceOfBirth Rindor  ,Gateyon_Rious DateOfBirth 1966-04-07 Gateyon_Rious FieldOfWork Hypersur_communicator Gateyon_Rious Occupation Caravanner Gateyon_Rious PlaceOfBirth Rindor ,,unknown,unknown,1,4
231,Caro_Nemeo DateOfDeath 1944-10-28 Caro_Nemeo HasFather Ranyar_Phael Caro_Nemeo Occupation Aq Caro_Nemeo PlaceOfBurial Celestial_Cross_Mount Caro_Nemeo PlaceOfDeath Amestalin Caro_Nemeo UnmarriedPartner Jara_Lumon  ,Caro_Nemeo DateOfDeath 1944-10-28 Caro_Nemeo HasFather Ranyar_Phael Caro_Nemeo Occupation Aq Caro_Nemeo PlaceOfBurial Celestial_Cross_Mount Caro_Nemeo PlaceOfDeath Amestalin Caro_Nemeo UnmarriedPartner Jara_Lumon ,,unknown,unknown,1,6
232,Jorel_Calyon DateOfBirth 1918-04-25 Jorel_Calyon Mass 85.0_kilogram Jorel_Calyon ParticipantIn Erobran_Atheletics  ,Jorel_Calyon DateOfBirth 1918-04-25 Jorel_Calyon Mass 85.0_kilogram Jorel_Calyon ParticipantIn Erobran_Atheletics ,,unknown,unknown,1,3
233,Mallen_Reyvas Occupation Raventender Mallen_Reyvas Occupation Preceptor_Inventor  ,Mallen_Reyvas Occupation Raventender Mallen_Reyvas Occupation Preceptor_Inventor ,,unknown,unknown,1,2
234,Chroto_Xajean MilitaryRank Brigantine Chroto_Xajean ParticipantIn Erobran_Atheletics Chroto_Xajean Sport Bouncethraw  ,Chroto_Xajean MilitaryRank Brigantine Chroto_Xajean ParticipantIn Erobran_Atheletics Chroto_Xajean Sport Bouncethraw ,,unknown,unknown,1,3
235,Thoras_Baras DateOfBirth 1710-02-15 Thoras_Baras FieldOfWork Magagrânary Thoras_Baras PlaceOfBirth Valtherston  ,Thoras_Baras DateOfBirth 1710-02-15 Thoras_Baras FieldOfWork Magagrânary Thoras_Baras PlaceOfBirth Valtherston ,,unknown,unknown,1,3
236,"Greyno_Ash DateOfBirth 1566 Greyno_Ash DateOfDeath 1632 Greyno_Ash FieldOfWork Foquafling Greyno_Ash HasWorksInTheCollectionOf Gallery_of_Achronous_Reflections Greyno_Ash NotableWork ""Feast_of_Colours"" Greyno_Ash PlaceOfDeath Grov Greyno_Ash WorkLocation Grov  ","Greyno_Ash DateOfBirth 1566 Greyno_Ash DateOfDeath 1632 Greyno_Ash FieldOfWork Foquafling Greyno_Ash HasWorksInTheCollectionOf Gallery_of_Achronous_Reflections Greyno_Ash NotableWork ""Feast_of_Colours"" Greyno_Ash PlaceOfDeath Grov Greyno_Ash WorkLocation Grov ",,unknown,unknown,1,7
237,Narina_Orga DateOfDeath 1986-05-11 Narina_Orga Occupation Automaton_Trader Narina_Orga PlaceOfDeath Roimots  ,Narina_Orga DateOfDeath 1986-05-11 Narina_Orga Occupation Automaton_Trader Narina_Orga PlaceOfDeath Roimots ,,unknown,unknown,1,3
238,Lesollax_Neais DateOfBirth 1980-08-22 Lesollax_Neais Mass 62.0_kilogram Lesollax_Neais ParticipantIn Erobran_Atheletics  ,Lesollax_Neais DateOfBirth 1980-08-22 Lesollax_Neais Mass 62.0_kilogram Lesollax_Neais ParticipantIn Erobran_Atheletics ,,unknown,unknown,1,3
239,Jara_Lumon Movement Volapte_Art Jara_Lumon PlaceOfDeath Pytalmore  ,Jara_Lumon Movement Volapte_Art Jara_Lumon PlaceOfDeath Pytalmore ,,unknown,unknown,1,2
240,Amon_Ducam DateOfDeath 1967-12-13 Amon_Ducam EndOfWorkPeriod 2006 Amon_Ducam Instrument Supralupacites Amon_Ducam Occupation Vibravoice Amon_Ducam PlaceOfBirth Jovehill Amon_Ducam PlaceOfDeath Kecotes Amon_Ducam Spouse Koxin_Daou  ,Amon_Ducam DateOfDeath 1967-12-13 Amon_Ducam EndOfWorkPeriod 2006 Amon_Ducam Instrument Supralupacites Amon_Ducam Occupation Vibravoice Amon_Ducam PlaceOfBirth Jovehill Amon_Ducam PlaceOfDeath Kecotes Amon_Ducam Spouse Koxin_Daou ,,unknown,unknown,1,7
241,Onenza_Zat DateOfBirth 1910-10-07 Onenza_Zat ParticipantIn Aqu Onenza_Zat Sport Bubblechase  ,Onenza_Zat DateOfBirth 1910-10-07 Onenza_Zat ParticipantIn Aqu Onenza_Zat Sport Bubblechase ,,unknown,unknown,1,3
242,Zannes_Sorem HasChild Dantor_Pauran Zannes_Sorem HasFather Halexaina_Reian Zannes_Sorem PlaceOfBirth Garrido_Point Zannes_Sorem PlaceOfDeath Gersven  ,Zannes_Sorem HasChild Dantor_Pauran Zannes_Sorem HasFather Halexaina_Reian Zannes_Sorem PlaceOfBirth Garrido_Point Zannes_Sorem PlaceOfDeath Gersven ,,unknown,unknown,1,4
243,Soner_Onnawe DateOfDeath 1989-12-26 Soner_Onnawe HasChild Toveg_Mayf Soner_Onnawe MannerOfDeath Occuris Soner_Onnawe Occupation Zendishaya Soner_Onnawe Spouse Moirux_Heylin  ,Soner_Onnawe DateOfDeath 1989-12-26 Soner_Onnawe HasChild Toveg_Mayf Soner_Onnawe MannerOfDeath Occuris Soner_Onnawe Occupation Zendishaya Soner_Onnawe Spouse Moirux_Heylin ,,unknown,unknown,1,5
244,Avaneon_Veinn BloodType Seduvo Avaneon_Veinn HasChild Exar_Sesar Avaneon_Veinn MilitaryRank Brigantine Avaneon_Veinn Occupation Automaton_Trader Avaneon_Veinn PositionHeld President_Sotiria Avaneon_Veinn Sport Clipsters Avaneon_Veinn WritingLanguage Jeldarian  ,Avaneon_Veinn BloodType Seduvo Avaneon_Veinn HasChild Exar_Sesar Avaneon_Veinn MilitaryRank Brigantine Avaneon_Veinn Occupation Automaton_Trader Avaneon_Veinn PositionHeld President_Sotiria Avaneon_Veinn Sport Clipsters Avaneon_Veinn WritingLanguage Jeldarian ,,unknown,unknown,1,7
245,Roeran_Nadays PlaceOfBirth Khvorost Roeran_Nadays PlaceOfDeath Baignotte  ,Roeran_Nadays PlaceOfBirth Khvorost Roeran_Nadays PlaceOfDeath Baignotte ,,unknown,unknown,1,2
246,Doness_Veron Occupation Spin_Circuit_Probeologist Doness_Veron ParticipantIn Trimpulse Doness_Veron Sponsor Zap-Plex Doness_Veron Sport Neoarchery  ,Doness_Veron Occupation Spin_Circuit_Probeologist Doness_Veron ParticipantIn Trimpulse Doness_Veron Sponsor Zap-Plex Doness_Veron Sport Neoarchery ,,unknown,unknown,1,4
247,Ohleen_Ranon HasChild Yiprun_Iriles Ohleen_Ranon Occupation Master_Biologist Ohleen_Ranon OwnerOf Sanooka_Cavaliers  ,Ohleen_Ranon HasChild Yiprun_Iriles Ohleen_Ranon Occupation Master_Biologist Ohleen_Ranon OwnerOf Sanooka_Cavaliers ,,unknown,unknown,1,3
248,Mallen_Reyvas Movement Volapte_Art Mallen_Reyvas Occupation Interval_Eclipse_Batcher Mallen_Reyvas PlaceOfBurial Valathron_Pinnacle_Chapel Mallen_Reyvas PlaceOfDeath Santonnisio Gevril_Eino Student Jeccig_Viidon Mallen_Reyvas StudentOf Gevril_Eino  ,Mallen_Reyvas Movement Volapte_Art Mallen_Reyvas Occupation Interval_Eclipse_Batcher Mallen_Reyvas PlaceOfBurial Valathron_Pinnacle_Chapel Mallen_Reyvas PlaceOfDeath Santonnisio Gevril_Eino Student Jeccig_Viidon Mallen_Reyvas StudentOf Gevril_Eino ,,unknown,unknown,1,6
249,Quintin_Yoson DateOfBirth 1982-01-14 Quintin_Yoson Occupation Colek_Duborn Quintin_Yoson Sport Clomper  ,Quintin_Yoson DateOfBirth 1982-01-14 Quintin_Yoson Occupation Colek_Duborn Quintin_Yoson Sport Clomper ,,unknown,unknown,1,3
250,Norka_Elore DateOfBirth 119-02-24 Norka_Elore Family Praelor_Dynasty Norka_Elore HasChild Majeron_Vlare Norka_Elore Sibling Xander_Foyal  ,Norka_Elore DateOfBirth 119-02-24 Norka_Elore Family Praelor_Dynasty Norka_Elore HasChild Majeron_Vlare Norka_Elore Sibling Xander_Foyal ,,unknown,unknown,1,4
251,Quintin_Yoson DateOfBirth 1920-05-15 Quintin_Yoson HasFather Netom_Ecil Quintin_Yoson PositionHeld Monarch_of_the_Lost_Isles Quintin_Yoson Sibling Erjano_Metcan Quintin_Yoson Spouse Telion_Trame  ,Quintin_Yoson DateOfBirth 1920-05-15 Quintin_Yoson HasFather Netom_Ecil Quintin_Yoson PositionHeld Monarch_of_the_Lost_Isles Quintin_Yoson Sibling Erjano_Metcan Quintin_Yoson Spouse Telion_Trame ,,unknown,unknown,1,5
252,Remol_Certran DateOfDeath 1962-03-06 Remol_Certran DifferentFrom Amunda_Lune Remol_Certran HasChild Jeccig_Viidon Remol_Certran HasWorksInTheCollectionOf Highetto_Research_Institute Remol_Certran PositionHeld Sanelaya_Reptich Remol_Certran Sibling Diathan_Sarnon Remol_Certran WorkLocation Tyndoria  ,Remol_Certran DateOfDeath 1962-03-06 Remol_Certran DifferentFrom Amunda_Lune Remol_Certran HasChild Jeccig_Viidon Remol_Certran HasWorksInTheCollectionOf Highetto_Research_Institute Remol_Certran PositionHeld Sanelaya_Reptich Remol_Certran Sibling Diathan_Sarnon Remol_Certran WorkLocation Tyndoria ,,unknown,unknown,1,7
253,Telion_Trame HasChild Amunda_Lune Telion_Trame HasMother Ranor_Ondale Telion_Trame Mass 113.0_kilogram Telion_Trame NotableWork Chariot_of_Iron Telion_Trame Occupation Dahonielle_Bakker Telion_Trame UnmarriedPartner Kevalon_Nemes Telion_Trame WritingLanguage Plythanian  ,Telion_Trame HasChild Amunda_Lune Telion_Trame HasMother Ranor_Ondale Telion_Trame Mass 113.0_kilogram Telion_Trame NotableWork Chariot_of_Iron Telion_Trame Occupation Dahonielle_Bakker Telion_Trame UnmarriedPartner Kevalon_Nemes Telion_Trame WritingLanguage Plythanian ,,unknown,unknown,1,7
254,Roka_Maram ArchivesAt Fronabalt_Archive Roka_Maram DateOfBirth 1869-08-13 Roka_Maram Occupation Fuel_Emissary Roka_Maram PlaceOfBirth Zayaco Roka_Maram PositionHeld Sushmi_Mookherjee Roka_Maram ReligionOrWorldview Lionaldonism Roka_Maram WorkLocation Srovika  ,Roka_Maram ArchivesAt Fronabalt_Archive Roka_Maram DateOfBirth 1869-08-13 Roka_Maram Occupation Fuel_Emissary Roka_Maram PlaceOfBirth Zayaco Roka_Maram PositionHeld Sushmi_Mookherjee Roka_Maram ReligionOrWorldview Lionaldonism Roka_Maram WorkLocation Srovika ,,unknown,unknown,1,7
255,"Racso_Delain Employer The_Duxford_Detonator Racso_Delain Genre Kreymstein Racso_Delain HasWorksInTheCollectionOf Gallery_of_Achronous_Reflections Racso_Delain NotableWork ""The_Orchid's_Whisper"" Racso_Delain Occupation Glasnaar_Drawer Racso_Delain OwnerOf ""The_Orchid's_Whisper"" Racso_Delain WritingLanguage Jabdil  ","Racso_Delain Employer The_Duxford_Detonator Racso_Delain Genre Kreymstein Racso_Delain HasWorksInTheCollectionOf Gallery_of_Achronous_Reflections Racso_Delain NotableWork ""The_Orchid's_Whisper"" Racso_Delain Occupation Glasnaar_Drawer Racso_Delain OwnerOf ""The_Orchid's_Whisper"" Racso_Delain WritingLanguage Jabdil ",,unknown,unknown,1,7
256,Fironia_Towx Occupation Inamae Fironia_Towx ParticipantIn Frostrider_Games Fironia_Towx Sport Slinkjump Fironia_Towx Spouse Ryteon_Vem  ,Fironia_Towx Occupation Inamae Fironia_Towx ParticipantIn Frostrider_Games Fironia_Towx Sport Slinkjump Fironia_Towx Spouse Ryteon_Vem ,,unknown,unknown,1,4
257,Montanul_Shorn DateOfBirth 1899-10-14 Montanul_Shorn DateOfDeath 1987-12-22 Montanul_Shorn Occupation Modulator  ,Montanul_Shorn DateOfBirth 1899-10-14 Montanul_Shorn DateOfDeath 1987-12-22 Montanul_Shorn Occupation Modulator ,,unknown,unknown,1,3
258,Daron_Bidor DateOfBirth 1992-06-26 Daron_Bidor EthnicGroup Macaulians Daron_Bidor Mass 50.0_kilogram Daron_Bidor Occupation Dahonielle_Bakker Daron_Bidor PlaceOfBirth Sweethollow Daron_Bidor ReligionOrWorldview Exotia  ,Daron_Bidor DateOfBirth 1992-06-26 Daron_Bidor EthnicGroup Macaulians Daron_Bidor Mass 50.0_kilogram Daron_Bidor Occupation Dahonielle_Bakker Daron_Bidor PlaceOfBirth Sweethollow Daron_Bidor ReligionOrWorldview Exotia ,,unknown,unknown,1,6
259,Exar_Sesar DateOfBirth 1950-01-21 Exar_Sesar Occupation Horizon_Stitcher  ,Exar_Sesar DateOfBirth 1950-01-21 Exar_Sesar Occupation Horizon_Stitcher ,,unknown,unknown,1,2
260,Amunda_Lune EndOfWorkPeriod 1994 Amunda_Lune EthnicGroup Tuarafana Amunda_Lune Genre Humblechip Amunda_Lune HasFather Gateyon_Rious Amunda_Lune Occupation Plasmacaster Amunda_Lune Spouse Wolf_Runan Amunda_Lune WritingLanguage Plythanian  ,Amunda_Lune EndOfWorkPeriod 1994 Amunda_Lune EthnicGroup Tuarafana Amunda_Lune Genre Humblechip Amunda_Lune HasFather Gateyon_Rious Amunda_Lune Occupation Plasmacaster Amunda_Lune Spouse Wolf_Runan Amunda_Lune WritingLanguage Plythanian ,,unknown,unknown,1,7
